"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,13.49,0.00,12.05,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,6.59,8.84,8.00,10.00,25.70,13.81,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,7.62,16.75,47.30,3.10,25.73,9.00,18.30,53.22,8.00,24.72,0.60,10.00,10.00,10.69,0.00,33.40,9.91,15.55,6.00,10.70,0.00,11.66,2.20,14.98,14.24,18.96,0.90,1.38,49.12,67.91,3.56,2.86,49.06,59.48,30.89,0.20,2.04,43.73,205.85,11.00,101.44,13.50,0.29,38.19,55.65
2.00,14.35,0.00,13.03,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,7.33,9.60,8.00,10.00,24.41,15.19,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,8.22,16.50,48.96,3.10,25.57,9.00,18.30,60.91,8.00,25.01,0.60,10.00,10.00,10.69,0.00,34.87,9.91,15.55,6.00,10.70,0.00,11.66,2.20,15.57,14.66,18.96,1.00,1.38,46.02,60.49,3.40,2.98,44.08,59.48,37.31,0.30,2.04,48.50,208.92,11.00,107.15,13.50,0.33,38.49,56.99
3.00,14.36,0.00,13.49,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,7.68,9.93,8.00,10.00,24.08,20.69,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,8.43,16.26,50.10,3.10,25.29,9.00,18.31,65.61,8.00,25.05,0.60,10.00,10.00,10.69,0.00,39.35,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.09,15.01,18.96,1.09,1.38,53.77,62.63,4.48,3.82,56.95,59.33,44.74,0.30,2.04,52.42,209.28,11.00,113.28,13.50,0.37,38.79,59.35
4.00,15.65,0.00,14.40,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,8.15,10.20,8.00,10.00,24.51,24.67,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,8.59,16.18,51.37,3.10,25.29,9.00,18.30,70.30,8.00,25.22,0.60,10.00,10.00,10.69,0.00,45.00,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.52,15.34,18.96,1.12,1.38,53.96,57.66,4.76,4.36,59.81,60.84,55.00,0.30,2.04,55.67,218.63,11.00,119.24,13.50,0.39,39.62,61.88
5.00,15.38,0.00,14.58,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,7.96,10.72,8.00,10.00,25.64,33.98,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,9.01,16.98,54.76,3.10,24.87,9.00,18.31,71.99,8.00,25.62,0.60,10.00,10.00,10.69,0.00,55.00,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.32,15.44,18.96,1.11,1.38,71.07,72.60,7.57,5.95,60.51,62.57,67.00,0.40,2.00,57.63,218.12,11.00,124.31,13.50,0.41,40.45,63.70
6.00,15.98,0.00,15.05,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,8.19,11.23,8.00,10.00,25.84,37.26,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,9.45,17.61,57.76,3.10,24.72,9.00,16.87,83.68,8.00,25.37,0.60,10.00,10.00,10.69,0.00,88.00,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.11,15.54,18.97,1.13,1.38,72.78,73.57,7.82,6.14,65.21,64.11,92.00,0.40,2.00,59.62,226.75,11.00,128.94,13.50,0.41,39.00,65.52
7.00,15.39,0.00,14.64,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,8.57,11.49,8.00,10.00,27.37,42.79,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,9.71,18.36,70.34,3.10,24.60,9.00,17.30,95.37,8.00,25.01,0.60,10.00,10.00,10.69,0.00,99.00,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.17,15.72,18.97,1.12,1.38,113.75,129.32,6.01,7.41,71.91,67.75,105.00,0.40,2.00,60.07,223.37,11.00,133.22,13.50,0.41,37.56,67.80
8.00,15.92,0.00,14.58,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,8.68,11.66,8.00,10.00,25.44,44.93,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,9.91,19.39,74.01,3.10,24.54,9.00,18.32,96.06,8.00,24.94,0.60,10.00,10.00,10.69,0.00,108.00,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.24,15.90,18.96,1.11,1.38,110.01,129.82,5.63,7.75,71.89,70.19,106.00,0.40,1.96,60.37,218.33,11.00,137.15,13.50,0.39,37.28,70.40
9.00,14.98,0.00,13.67,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,7.83,11.96,8.00,10.00,19.50,51.06,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,10.21,19.99,76.56,3.10,24.53,9.00,18.31,97.75,8.00,25.26,0.60,10.00,10.00,10.69,0.00,107.00,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.27,15.59,18.97,1.11,1.38,118.13,121.82,6.43,8.42,72.59,71.30,115.00,0.30,1.96,60.69,213.15,11.00,141.94,13.50,0.38,37.00,73.91
10.00,13.20,0.00,12.33,14.00,0.00,7.00,4.70,17.88,3.20,0.40,0.00,0.00,7.61,12.27,8.00,10.00,19.92,52.22,0.00,10.69,15.55,2.50,19.24,19.24,10.00,13.61,0.00,10.52,20.39,67.03,3.10,24.43,9.00,18.30,99.44,8.00,24.88,0.60,10.00,10.00,10.69,0.00,104.00,9.91,15.55,6.00,10.70,0.00,11.66,2.20,16.31,15.27,18.96,0.94,1.38,114.62,121.79,6.06,8.56,73.30,71.53,123.00,0.20,1.96,59.78,209.71,11.00,147.91,13.50,0.35,33.28,77.92
