"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,17.39,16.87,20.00,18.00,4.20,8.10,6.00,7.28,1.20,0.00,2.50,0.00,15.84,18.52,18.54,0.00,4.20,13.30,38.27,0.00,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.56,24.15,77.94,2.10,27.00,19.03,17.61,144.48,17.95,40.00,0.60,19.03,19.03,19.03,1.20,96.48,10.00,10.73,6.00,10.70,8.14,5.90,0.00,2.74,3.89,18.90,0.90,1.00,134.10,121.20,9.62,8.13,113.31,107.99,99.87,0.30,2.00,79.72,248.33,11.00,204.00,22.00,28.93,0.35
2.00,18.00,16.11,20.00,18.00,4.20,8.10,6.00,7.28,1.20,0.00,2.50,0.00,16.24,18.49,18.54,0.00,4.20,14.04,44.20,1.01,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.67,25.18,80.30,2.10,27.00,19.03,17.61,143.61,17.95,40.00,0.60,19.03,19.03,19.03,1.20,106.86,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.46,4.85,18.90,0.92,1.00,135.30,122.30,10.54,8.97,112.85,110.42,108.24,0.40,2.00,79.78,248.75,11.00,204.00,22.00,31.15,0.35
3.00,18.26,15.98,20.00,18.00,4.20,8.10,6.00,7.28,1.20,0.00,2.50,0.00,16.01,18.51,18.54,0.00,4.20,16.31,51.57,2.36,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.71,25.61,81.63,2.10,27.00,19.03,17.61,139.55,17.95,40.00,0.60,19.03,19.03,19.03,1.20,111.11,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.80,5.00,18.90,0.91,1.00,135.60,122.50,10.95,9.17,112.69,111.61,112.77,0.40,2.00,79.82,249.13,11.00,204.00,18.00,33.38,0.36
4.00,18.27,15.95,19.92,18.00,4.20,8.10,6.00,7.28,1.20,0.00,2.50,0.00,15.30,18.56,18.54,0.00,4.20,18.36,58.68,3.12,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.72,25.90,82.72,2.10,27.00,19.03,17.61,144.44,17.95,40.00,0.60,19.03,19.03,19.03,1.20,115.02,10.00,10.73,6.00,10.70,8.14,5.90,0.00,4.05,5.09,18.90,0.93,1.00,134.90,121.30,11.30,9.37,112.44,112.40,117.39,0.40,2.00,79.85,249.49,11.00,204.00,18.00,35.60,0.36
5.00,17.98,15.73,19.09,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,15.18,18.53,18.54,0.00,4.20,19.70,65.01,2.74,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.73,25.84,83.01,2.10,27.00,19.03,17.61,144.48,17.95,40.00,0.60,19.03,19.03,19.03,1.20,117.64,10.00,10.73,6.00,10.70,8.14,5.90,0.00,4.05,5.01,18.90,0.92,1.00,133.90,119.70,11.48,9.61,112.06,111.93,121.72,0.40,2.00,79.88,249.82,11.00,204.00,18.00,40.05,0.35
6.00,16.93,15.64,17.40,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,16.23,18.39,18.54,0.00,4.20,20.71,69.95,2.71,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.64,25.73,83.07,2.10,27.00,19.03,17.61,144.48,17.95,40.00,0.60,19.03,19.03,19.03,1.20,120.12,10.00,10.73,6.00,10.70,8.14,5.90,0.00,4.03,4.81,18.90,0.92,1.00,131.40,117.50,11.58,9.76,111.80,110.96,125.30,0.30,2.00,79.91,250.13,11.00,204.00,18.00,42.28,0.35
7.00,15.34,15.20,15.87,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,17.09,18.34,18.54,0.00,4.20,20.65,70.70,2.83,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.59,25.49,82.36,2.10,27.00,19.03,17.61,144.48,17.95,39.86,0.60,19.03,19.03,19.03,1.20,121.81,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.93,4.28,18.90,0.92,1.00,128.40,115.20,11.45,9.66,111.61,108.41,125.93,0.20,2.00,79.92,250.34,11.00,204.00,18.00,40.05,0.35
8.00,13.48,14.27,14.29,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,17.69,18.25,18.54,0.00,4.20,21.02,71.37,2.96,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.54,25.30,81.79,2.10,27.00,19.03,17.61,144.48,17.95,39.69,0.60,19.03,19.03,19.03,1.20,123.42,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.82,3.77,18.90,0.77,1.00,124.10,112.00,11.29,9.57,110.80,106.34,126.77,0.20,2.00,79.94,250.06,11.00,204.00,18.00,35.60,0.34
9.00,11.89,14.29,12.11,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,17.44,18.29,18.54,0.00,4.20,22.65,71.78,3.12,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.43,25.30,81.62,2.10,27.00,19.03,17.61,143.37,17.95,39.35,0.60,19.03,19.03,19.03,1.20,124.57,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.73,3.40,18.90,0.75,1.00,119.40,108.50,11.09,9.53,109.89,105.72,127.86,0.10,2.00,79.75,248.31,11.00,204.00,18.00,31.15,0.33
10.00,10.85,14.31,9.60,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,16.45,17.99,18.54,0.00,4.20,23.76,71.97,3.03,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,15.14,25.35,81.55,2.10,27.00,19.03,17.61,140.67,17.95,37.36,0.60,19.03,19.03,19.03,1.20,125.63,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.64,3.12,18.90,0.70,1.00,113.80,106.40,10.84,9.42,107.47,105.09,128.95,0.10,2.00,78.77,244.65,11.00,203.76,18.00,22.25,0.32
11.00,9.55,14.10,6.69,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,14.80,17.29,18.54,0.00,4.20,23.28,71.47,0.00,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,14.61,25.59,81.75,2.10,27.00,19.03,17.61,136.34,17.95,33.89,0.60,19.03,19.03,19.03,1.20,126.30,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.58,3.13,18.90,0.59,1.00,108.00,102.80,10.47,9.13,101.03,104.40,129.86,0.10,2.00,75.82,237.60,11.00,194.28,18.00,17.80,0.29
12.00,6.96,14.36,2.58,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,11.23,15.93,18.54,0.00,4.20,22.89,70.94,0.00,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,12.82,25.78,81.87,2.10,27.00,19.03,17.61,113.17,17.95,27.94,0.60,19.03,19.03,19.03,1.20,126.90,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.55,3.13,18.90,0.43,1.00,101.30,104.10,10.04,8.79,89.91,103.47,130.67,0.10,2.00,66.83,225.20,11.00,171.40,18.00,13.35,0.25
13.00,3.54,14.49,0.25,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,3.55,13.14,18.54,0.00,4.20,22.76,70.28,0.00,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,9.97,25.81,81.74,2.10,27.00,19.03,17.61,74.56,17.95,17.93,0.60,19.03,19.03,19.03,1.20,127.20,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.55,3.09,18.90,0.37,1.00,96.30,102.90,9.47,8.30,67.62,101.83,131.08,0.10,2.00,46.56,193.95,11.00,129.91,18.00,8.90,0.19
14.00,1.33,14.54,0.17,18.00,4.20,8.10,6.00,7.28,1.50,0.00,2.50,0.00,0.43,8.20,18.54,0.00,4.20,22.38,69.47,0.00,0.00,9.00,3.80,17.13,14.28,14.28,18.09,1.40,5.07,25.65,81.34,2.10,27.00,19.03,17.61,34.12,17.95,7.97,0.60,19.03,19.03,19.03,1.20,127.19,10.00,10.73,6.00,10.70,8.14,5.90,0.00,3.41,2.88,18.90,0.25,1.00,92.00,100.40,8.81,7.69,32.88,100.32,130.79,0.00,2.00,18.91,88.67,11.00,67.10,18.00,4.45,0.13
