"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,6.78,24.00,8.30,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,13.73,7.74,19.29,12.63,8.00,0.39,3.30,7.92,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,8.49,2.38,6.37,3.97,24.90,19.44,18.46,116.82,17.88,31.46,0.00,19.44,19.44,19.44,2.40,4.00,12.83,19.44,8.00,10.80,8.12,19.44,2.40,1.66,3.16,18.90,2.00,2.00,6.19,12.39,0.40,0.39,90.44,32.45,4.00,0.55,2.00,71.95,247.40,20.00,203.00,22.00,0.51,39.69,96.41
2.00,9.78,23.83,10.25,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,15.56,8.79,19.29,12.63,8.00,0.57,3.47,7.93,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,9.15,2.37,6.73,3.97,24.80,19.44,18.46,116.66,17.88,33.17,0.00,19.44,19.44,19.44,2.40,4.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,1.66,3.16,18.90,2.00,2.00,6.48,13.92,0.53,0.54,92.07,32.99,4.00,0.55,2.00,73.08,247.40,20.00,207.00,22.00,0.51,41.34,98.45
3.00,12.43,23.92,12.00,14.00,4.20,7.10,14.09,19.96,4.00,2.00,5.00,17.00,16.10,9.69,19.29,12.63,8.00,0.77,4.03,4.74,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,9.67,2.52,7.52,3.97,24.50,19.44,18.46,118.43,17.88,34.73,0.00,19.44,19.44,19.44,2.40,3.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,3.16,5.27,18.90,2.00,2.00,7.26,15.86,0.70,0.76,94.05,33.87,3.00,0.55,2.00,74.30,247.40,20.00,209.00,22.00,0.51,42.99,95.00
4.00,14.56,23.97,13.69,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,16.36,10.37,19.29,12.63,8.00,1.03,5.79,6.91,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,10.24,2.83,8.74,3.97,24.40,19.44,18.46,123.84,17.88,36.16,0.00,19.44,19.44,19.44,2.40,3.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,3.16,5.27,18.90,2.00,2.00,9.49,19.00,0.97,1.19,97.14,35.75,3.00,0.55,2.00,74.22,247.40,20.00,210.00,22.00,0.51,43.29,95.00
5.00,16.27,23.97,15.08,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,16.97,11.18,19.29,12.63,8.00,1.34,7.82,7.98,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,10.93,3.22,10.24,3.97,24.20,19.44,18.46,129.18,17.88,37.26,0.00,19.44,19.44,19.44,2.40,5.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,3.16,5.27,18.90,2.00,2.00,12.11,22.22,1.26,1.63,99.52,36.77,5.00,0.55,2.00,73.20,247.40,20.00,209.00,22.00,0.51,43.60,95.00
6.00,17.67,24.03,16.02,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,17.63,12.04,19.29,12.63,8.00,1.81,10.64,8.02,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,11.31,3.70,12.02,3.97,24.10,19.44,18.46,132.39,17.88,37.62,0.00,19.44,19.44,19.44,2.40,8.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,5.27,8.00,18.90,2.00,2.00,15.89,25.69,1.63,2.08,100.45,35.20,8.00,0.55,2.00,71.22,247.40,20.00,208.00,22.00,0.51,39.31,95.00
7.00,18.43,23.82,16.30,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,17.91,12.86,19.29,12.63,8.00,2.44,13.60,7.99,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,10.77,4.17,14.05,3.97,24.10,19.44,18.46,124.27,17.88,37.21,0.00,19.44,19.44,19.44,2.40,11.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,3.16,5.27,18.90,2.00,2.00,19.29,28.83,1.93,2.44,100.30,33.72,11.00,0.55,2.00,69.09,247.40,20.00,208.00,22.00,0.51,35.03,95.00
8.00,18.57,23.99,16.33,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,18.13,13.19,19.29,12.63,8.00,3.53,16.94,7.99,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,9.87,4.65,16.33,3.97,24.20,19.44,18.46,134.12,17.88,35.86,0.00,19.44,19.44,19.44,2.40,14.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,5.27,8.00,18.90,2.00,2.00,21.52,31.02,1.99,2.54,101.57,32.52,14.00,0.55,2.00,69.59,247.40,20.00,208.00,22.00,0.51,30.05,95.00
9.00,18.25,23.97,15.82,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,17.26,13.14,19.29,12.63,8.00,4.61,19.88,8.00,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,9.04,5.13,18.78,3.97,24.10,19.44,18.46,138.88,17.88,34.54,0.00,19.44,19.44,19.44,2.40,18.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,3.16,5.27,18.90,2.00,2.00,24.05,33.53,2.09,2.78,102.53,32.00,18.00,0.55,2.00,70.61,247.40,20.00,206.00,22.00,0.51,25.07,95.00
10.00,17.50,23.73,14.60,14.00,4.20,7.10,14.09,20.21,4.00,2.00,5.00,17.00,15.96,12.90,19.29,12.63,8.00,5.63,21.59,8.00,10.98,13.80,4.90,19.24,19.24,19.44,19.86,0.00,8.54,5.61,21.39,3.97,24.00,19.44,18.46,137.22,17.88,33.45,0.00,19.44,19.44,19.44,2.40,25.00,12.83,19.44,8.00,10.00,8.12,19.44,2.40,3.16,5.27,18.90,2.00,2.00,27.46,37.04,2.26,3.40,101.80,33.52,25.00,0.55,2.00,71.45,247.40,20.00,204.00,22.00,0.51,23.03,95.00
