"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,14.91,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,18.52,15.00,0.00,4.00,15.41,4.20,16.78,9.50,10.00,13.66,1.40,0.00,16.62,48.79,2.10,26.70,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,43.00,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.66,13.16,18.90,0.00,0.00,0.00,1.00,47.58,51.47,5.97,2.95,0.00,69.87,42.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
2.00,0.00,14.95,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,20.37,14.83,0.00,4.00,15.41,4.20,16.78,9.50,10.00,13.66,1.40,0.00,15.86,47.55,2.10,26.70,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,39.18,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.07,11.51,18.90,0.00,0.00,0.00,1.00,47.58,51.47,5.97,2.95,0.00,69.90,44.52,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
3.00,0.00,14.98,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.29,15.22,0.00,4.00,15.41,4.20,16.78,9.50,10.00,13.66,1.40,0.00,14.85,44.84,2.10,26.70,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,34.46,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.11,11.51,18.90,0.00,0.00,0.00,1.00,38.33,42.09,4.73,2.24,0.00,65.38,41.76,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
4.00,0.00,15.17,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,22.08,15.90,0.00,4.00,8.20,4.20,16.78,9.50,10.00,13.66,1.40,0.00,13.62,41.24,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,29.48,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.26,11.54,18.90,0.00,0.00,0.00,1.00,38.33,42.09,4.73,2.24,0.00,60.28,38.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
5.00,0.00,15.34,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,22.53,16.49,0.00,4.00,8.20,4.20,16.78,9.50,10.00,13.66,1.40,0.00,12.85,38.68,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,24.73,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.16,11.57,18.90,0.00,0.00,0.00,1.00,30.31,33.82,3.67,1.64,0.00,56.90,34.61,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
6.00,0.00,15.38,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,22.87,17.04,0.00,4.00,8.20,4.20,16.78,9.50,10.00,13.66,1.40,0.00,12.22,36.46,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,20.07,7.50,19.51,6.00,10.80,6.99,4.20,2.40,6.97,11.58,18.90,0.00,0.00,0.00,1.00,30.31,33.82,3.67,1.64,0.00,54.09,31.33,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
7.00,0.00,16.20,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,23.00,17.25,0.00,4.00,8.20,4.20,16.78,9.50,10.00,13.66,1.40,0.00,11.66,34.60,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,17.71,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.04,11.70,18.90,0.00,0.00,0.00,1.00,20.05,21.28,2.49,1.15,0.00,51.10,29.03,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
8.00,0.00,16.60,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,23.05,17.34,0.00,4.00,8.20,4.20,16.78,9.50,10.00,13.66,1.40,0.00,11.13,32.85,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,16.13,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.20,11.84,18.90,0.00,0.00,0.00,1.00,20.05,21.28,2.49,1.15,0.00,48.05,27.05,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
9.00,0.00,16.63,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,22.45,17.15,0.00,4.00,8.20,4.20,16.78,9.50,10.00,13.66,1.40,0.00,10.25,30.12,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,12.33,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.48,11.97,18.90,0.00,0.00,0.00,1.00,7.32,8.04,0.89,0.39,0.00,46.35,22.24,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
10.00,0.00,16.89,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.63,16.86,0.00,4.00,8.20,4.20,16.78,9.50,10.00,13.66,1.40,0.00,9.25,27.05,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,7.79,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.80,12.08,18.90,0.00,0.00,0.00,1.00,7.32,8.04,0.89,0.39,0.00,45.10,16.49,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.51
