"ETAPA \ URS","URSSTK001","URSSTK002","URSSTK003","URSSTK004","URSEGN001","URSKLP001","URSKLP002","URSEGN002","URSENL001","URSENL002","URSCLP001","URSENG001","URSKPL003","URSTCH001","URSENL004","URSCHI001","URSCHG001","URSFNX001","URSENL005"
17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.90,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
27.00,0.00,0.00,0.00,0.00,0.00,132.08,0.00,0.00,0.00,11.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.91,0.00
28.00,0.00,0.00,0.00,0.00,0.00,204.59,0.00,0.00,6.00,11.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.00,0.00,0.00,0.00,0.00,0.00,104.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.07,0.00
30.00,0.00,0.00,0.00,0.00,0.00,104.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.07,0.00
31.00,0.00,0.00,0.00,0.00,0.00,159.30,0.00,0.00,48.97,13.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.00,0.00,0.00,0.00,0.00,0.00,204.40,0.00,0.00,6.00,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.00,0.00,0.00,0.00,0.00,0.00,208.28,0.00,0.00,0.00,13.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.00,0.00,0.00,0.00,0.00,0.00,146.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.07,0.00
35.00,0.00,0.00,0.00,0.00,0.00,210.21,0.00,0.00,0.00,11.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36.00,0.00,0.00,0.00,0.00,0.00,210.16,0.00,0.00,0.00,11.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37.00,0.00,0.00,0.00,0.00,0.00,202.30,0.00,0.00,6.00,13.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38.00,0.00,0.00,0.00,0.00,0.00,159.75,0.00,0.00,47.65,14.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39.00,0.00,0.00,0.00,0.00,0.00,185.50,0.00,0.00,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.00,0.00,0.00,0.00,0.00,0.00,154.77,0.00,0.00,30.58,10.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.00,0.00,0.00,0.00,0.00,0.00,153.18,0.00,0.00,32.16,10.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.00,0.00,0.00,0.00,0.00,0.00,146.74,0.00,0.00,38.59,10.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43.00,0.00,0.00,0.00,0.00,0.00,185.36,0.00,0.00,0.00,10.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44.00,0.00,0.00,0.00,0.00,0.00,159.99,0.00,0.00,36.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45.00,0.00,0.00,0.00,0.00,0.00,175.17,0.00,0.00,0.00,10.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46.00,0.00,0.00,0.00,0.00,0.00,175.08,0.00,0.00,0.00,10.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47.00,0.00,0.00,0.00,0.00,0.00,186.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48.00,0.00,0.00,0.00,0.00,0.00,174.89,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
