"ETAPA \ URS","URSSTK001","URSSTK002","URSSTK003","URSSTK004","URSEGN001","URSKLP001","URSKLP002","URSEGN002","URSENL001","URSENL002","URSCLP001","URSENG001","URSKPL003","URSTCH001","URSENL004","URSCHI001","URSCHG001","URSFNX001","URSENL005"
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.88,13.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.89,0.00
2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.36,11.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.80,0.00
3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.57,13.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113.69,0.00
4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.63,13.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.41,0.00
5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.91,12.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.91,12.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.88,13.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.88,0.00
8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.89,13.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.90,0.00
9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.88,13.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.88,0.00
10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.88,13.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.89,0.00
11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.35,14.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.25,0.00
14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.35,14.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.25,0.00
15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.40,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.60,0.00
