"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,15.93,18.66,15.40,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,14.37,16.21,0.00,6.40,15.23,26.04,3.70,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.63,14.65,47.07,2.00,28.12,3.50,11.28,126.00,14.49,30.44,0.60,2.90,3.30,3.40,2.30,12.74,5.30,4.00,1.80,10.43,7.42,3.40,2.30,16.00,14.40,9.50,1.22,0.40,36.07,52.39,3.11,2.46,90.72,81.66,27.62,0.20,1.29,70.70,226.89,10.63,171.90,12.14,0.40,38.45,83.51,12.78
2.00,14.63,18.09,14.56,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,14.35,16.44,3.10,6.40,16.76,32.55,3.70,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.75,17.21,56.88,2.00,28.12,3.50,11.31,127.00,14.49,30.57,0.60,2.90,3.30,3.40,2.30,26.39,5.30,4.00,1.80,10.43,7.42,3.40,2.30,16.20,14.50,9.50,1.22,0.40,52.77,66.82,5.08,3.78,91.44,87.05,44.87,0.10,1.27,70.90,228.93,10.63,170.17,12.14,0.41,38.65,81.50,12.85
3.00,14.16,17.46,13.93,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,13.90,16.63,3.10,6.40,18.59,39.63,3.90,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.90,20.00,66.69,2.00,28.12,3.50,11.31,128.00,14.49,30.73,0.60,2.90,3.30,3.40,2.30,42.97,5.30,4.00,1.80,10.43,7.42,3.40,2.30,16.40,14.80,9.50,1.22,0.40,70.95,82.53,7.43,5.36,92.16,87.35,65.31,0.10,1.27,71.10,230.60,10.63,166.60,12.14,0.41,38.85,77.57,12.90
4.00,12.02,17.18,12.43,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,14.04,16.73,3.10,6.40,20.51,46.14,4.00,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,13.01,22.56,74.25,2.00,28.12,3.50,11.30,128.00,14.49,30.87,0.60,2.90,3.30,3.40,2.30,61.00,5.30,4.00,1.80,10.43,7.42,3.40,2.30,16.60,15.20,9.50,1.03,0.40,87.64,96.96,9.90,7.01,92.16,87.66,86.82,0.10,1.27,71.10,231.23,10.63,162.65,12.14,0.42,39.04,73.46,13.00
5.00,11.29,17.17,11.35,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,13.40,16.73,3.10,6.40,22.33,50.94,3.20,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,13.01,24.44,75.05,2.00,28.12,3.50,11.42,129.00,14.49,30.90,0.60,2.90,3.30,3.40,2.30,79.03,5.30,4.00,1.80,10.43,7.42,3.40,2.30,16.30,15.00,9.50,1.00,0.39,99.88,107.53,12.25,8.58,92.88,89.46,107.26,0.10,1.30,70.60,232.15,10.63,159.54,12.14,0.42,39.10,70.68,13.39
6.00,8.43,17.29,9.23,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,13.11,16.69,3.10,6.40,23.86,51.39,0.00,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.92,24.75,76.80,2.00,28.12,3.50,11.39,129.00,14.49,30.64,0.60,2.90,3.30,3.40,2.30,95.61,5.30,4.00,1.80,10.43,7.42,3.40,2.30,16.10,14.90,9.50,0.93,0.39,101.11,108.80,14.23,9.91,92.88,91.26,124.51,0.10,1.36,69.30,231.60,10.63,153.03,12.14,0.41,38.89,65.43,13.13
7.00,7.37,17.17,7.75,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,11.52,16.51,3.10,6.40,24.91,52.38,0.00,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.70,25.44,78.55,2.00,28.12,3.50,11.38,125.00,14.49,29.37,0.60,2.90,3.30,3.40,2.30,109.26,5.30,4.00,1.80,10.43,7.42,3.40,2.30,15.90,14.80,9.50,0.78,0.39,103.81,111.59,15.59,10.82,90.00,93.04,136.47,0.00,1.43,66.00,228.01,10.63,142.72,12.14,0.38,38.91,58.41,13.00
8.00,4.10,17.31,5.19,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,9.65,15.90,3.10,6.40,24.62,53.38,0.00,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.06,26.13,79.35,2.00,28.12,3.50,11.37,110.00,14.49,24.48,0.60,2.90,3.30,3.40,2.30,118.55,5.30,4.00,1.80,10.43,7.42,3.40,2.30,15.70,14.80,9.50,0.57,0.39,106.50,114.39,15.58,10.85,79.20,94.83,137.49,0.00,1.53,54.10,218.70,10.63,121.51,12.14,0.33,37.13,50.55,12.61
9.00,2.83,17.28,3.34,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,4.59,14.38,3.10,6.40,23.98,53.83,3.20,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,10.55,25.18,79.00,2.00,28.12,3.50,11.35,85.00,14.49,15.31,0.60,2.90,3.30,3.40,2.30,119.24,5.30,4.00,1.80,10.43,7.42,3.40,2.30,15.50,14.60,9.50,0.49,0.40,107.73,115.65,15.56,10.90,61.20,96.99,139.73,0.00,1.64,32.70,180.92,10.63,76.73,12.14,0.26,26.79,32.47,6.70
10.00,1.54,16.98,1.56,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,1.09,9.73,3.10,6.40,23.35,51.30,3.70,3.20,7.00,5.00,9.70,18.74,3.00,4.50,2.80,4.81,25.51,78.65,2.00,28.12,3.50,11.34,49.00,14.49,6.57,0.60,2.90,3.30,3.40,2.30,120.77,5.30,4.00,1.80,10.43,7.42,3.40,2.30,15.20,14.40,9.50,0.34,0.40,107.70,117.01,15.54,10.96,35.28,99.15,141.98,0.00,1.74,12.00,91.71,10.63,31.47,12.14,0.16,15.38,14.16,1.57
