"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,4.21,22.25,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,8.74,10.66,16.52,0.00,8.20,14.15,40.00,5.70,9.70,3.60,5.00,17.43,17.43,18.37,18.37,1.40,6.22,15.29,56.22,3.09,27.00,18.35,17.16,15.73,16.89,0.67,0.60,18.36,18.36,18.36,2.40,87.10,12.12,17.43,6.00,10.80,7.08,16.52,0.00,9.27,10.35,18.90,0.00,0.00,0.68,1.00,93.52,92.05,4.26,6.72,13.03,88.65,89.10,0.10,2.00,33.47,30.12,11.00,56.18,22.00,0.24,7.26
2.00,2.90,22.26,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,5.49,10.34,16.52,0.00,8.20,14.54,43.00,5.30,9.70,3.60,5.00,17.43,17.43,18.37,18.37,1.40,5.87,16.27,58.35,3.09,27.00,18.35,17.16,8.86,16.89,0.00,0.60,18.36,18.36,18.36,2.40,92.60,12.12,17.43,6.00,10.80,7.08,16.52,0.00,8.87,9.48,18.90,0.00,0.00,0.64,1.00,96.04,95.04,4.41,7.08,6.42,89.86,95.60,0.10,2.00,34.16,30.12,11.00,30.05,22.00,0.21,7.26
3.00,1.28,22.39,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,2.28,9.67,16.52,0.00,8.20,14.71,45.10,5.30,9.70,3.60,5.00,17.43,17.43,18.37,18.37,1.40,5.13,17.20,60.43,3.09,27.00,18.35,17.16,1.64,16.89,0.00,0.60,18.36,18.36,18.36,2.40,98.50,12.12,17.43,6.00,10.80,7.08,16.52,0.00,8.32,8.39,18.90,0.00,0.00,0.53,1.00,97.11,96.76,4.46,7.29,0.31,91.07,100.80,0.10,2.00,33.85,30.12,11.00,8.01,22.00,0.17,7.26
4.00,0.00,22.36,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,0.13,8.75,16.52,0.00,8.20,14.25,47.62,5.30,9.70,3.60,5.00,17.43,17.43,18.37,18.37,1.40,4.13,18.08,62.45,3.09,27.00,18.35,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,103.80,12.12,17.43,6.00,10.80,7.08,16.52,0.00,7.27,6.69,18.90,0.00,0.00,0.38,1.00,93.85,94.64,4.20,7.08,0.00,90.92,104.90,0.10,2.00,24.54,30.12,11.00,0.00,22.00,0.13,7.26
5.00,0.00,22.47,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,0.00,7.15,16.52,0.00,8.20,13.66,49.57,5.30,9.70,3.60,5.00,17.43,17.43,18.37,18.37,1.40,2.64,18.70,63.85,3.09,27.00,18.35,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,107.60,12.12,17.43,6.00,10.80,7.08,16.52,0.00,6.34,5.24,18.90,0.00,0.00,0.33,1.00,90.87,93.19,3.99,6.91,0.00,90.76,105.80,0.10,2.00,11.42,30.12,11.00,0.00,22.00,0.09,4.51
6.00,0.00,22.44,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,0.00,4.69,16.52,0.00,8.20,12.65,49.82,5.30,9.70,3.60,5.00,17.43,17.43,18.37,18.37,1.40,0.63,19.07,64.65,3.09,27.00,18.35,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,107.10,12.12,17.43,6.00,10.80,7.08,16.52,0.00,5.75,4.60,18.90,0.00,0.00,0.22,1.00,88.73,93.73,3.87,6.89,0.00,90.05,102.80,0.00,2.00,0.00,30.12,11.00,0.00,22.00,0.06,5.47
7.00,0.00,22.52,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,0.00,1.65,16.52,0.00,8.20,11.73,49.92,5.30,9.70,3.60,5.00,17.43,17.43,18.37,18.37,1.40,0.00,19.56,65.55,3.09,27.00,18.35,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,105.70,12.12,17.43,6.00,10.80,7.08,16.52,0.00,5.13,3.98,18.90,0.00,0.00,0.07,1.00,84.83,92.72,3.60,6.55,0.00,89.33,99.80,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.03,6.43
8.00,0.00,22.32,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,0.00,0.00,16.52,0.00,8.20,11.03,49.59,8.10,9.70,14.51,5.00,17.43,17.43,18.37,18.37,1.40,0.00,20.19,66.55,3.09,27.00,18.35,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,102.70,12.12,17.43,6.00,10.80,7.08,16.52,0.00,4.42,3.45,18.90,0.00,0.00,0.03,1.00,75.66,87.01,2.89,5.22,0.00,88.89,95.40,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.02,3.45
9.00,0.00,22.30,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,0.00,0.00,16.52,0.00,8.20,10.28,48.95,8.10,9.70,14.51,5.00,17.43,17.43,18.37,18.37,1.40,0.00,20.80,67.53,3.09,27.00,18.35,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,94.70,12.12,17.43,6.00,10.80,7.08,16.52,0.00,3.74,2.90,18.90,0.00,0.00,0.00,1.00,68.03,82.44,2.29,4.07,0.00,88.45,86.60,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,22.50,0.00,14.00,2.91,6.00,11.39,17.92,3.54,0.40,3.50,19.00,0.00,0.00,16.52,0.00,8.20,9.39,47.42,8.10,9.70,14.51,5.00,17.43,17.43,18.37,18.37,1.40,0.00,21.42,68.48,3.09,27.00,18.35,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,94.70,12.12,17.43,6.00,10.80,7.08,16.52,0.00,3.12,2.29,18.90,0.00,0.00,0.00,1.00,65.06,81.28,2.02,3.48,0.00,88.59,86.60,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
