"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,13.52,20.81,13.65,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,16.42,18.05,11.66,0.00,5.60,27.41,71.89,2.90,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,14.98,17.86,62.99,2.40,28.12,8.00,17.49,117.86,17.01,39.80,0.60,19.44,19.44,19.44,1.20,116.46,7.50,18.00,4.00,10.80,0.00,5.20,1.20,7.90,10.00,18.00,0.00,0.00,0.85,1.23,86.93,89.33,8.30,6.10,86.07,81.45,93.61,0.20,2.00,74.43,249.83,11.00,201.29,0.00,0.37,49.79
2.00,12.64,20.68,12.66,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,17.48,17.95,11.66,0.00,5.60,26.73,71.68,3.20,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,14.84,18.44,64.17,2.40,28.12,8.00,17.49,115.79,17.01,39.75,0.60,19.44,19.44,19.44,1.20,122.40,7.50,18.00,4.00,10.80,0.00,5.20,1.20,6.40,7.90,18.00,0.00,0.00,0.72,1.23,85.77,88.64,8.40,6.20,85.66,84.24,101.26,0.20,2.00,74.28,238.36,11.00,216.19,0.00,0.36,46.52
3.00,11.69,20.72,11.08,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,17.79,17.92,11.66,0.00,5.60,25.83,72.74,3.10,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,14.79,19.22,65.74,2.40,28.12,8.00,17.49,111.87,17.01,39.06,0.60,19.44,19.44,19.44,1.20,125.00,7.50,18.00,4.00,10.80,0.00,5.20,1.20,4.70,5.40,18.00,0.00,0.00,0.70,1.23,84.25,87.74,8.40,6.30,84.13,88.02,105.78,0.10,2.00,74.19,224.88,11.00,197.03,0.00,0.35,43.25
4.00,10.83,21.34,9.19,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,17.47,17.68,11.66,0.00,5.60,24.86,73.78,3.30,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,14.66,20.06,67.45,2.40,28.12,8.00,17.49,105.12,17.01,37.67,0.60,19.44,19.44,19.44,1.20,123.10,7.50,18.00,4.00,10.80,0.00,5.20,1.20,4.10,4.70,18.00,0.00,0.00,0.65,1.23,82.60,86.77,7.90,6.20,80.63,92.13,109.85,0.10,2.00,72.79,205.79,11.00,182.30,0.00,0.34,42.56
5.00,9.87,21.87,7.43,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,16.31,17.35,11.66,0.00,5.60,23.97,74.74,3.30,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,14.29,20.84,69.03,2.40,28.12,8.00,17.49,106.34,17.01,35.85,0.60,19.44,19.44,19.44,1.20,124.67,7.50,18.00,4.00,10.80,0.00,5.20,1.20,3.90,4.40,18.00,0.00,0.00,0.55,1.23,81.07,85.87,7.30,6.10,79.02,95.91,113.93,0.10,2.00,69.39,189.95,11.00,174.01,0.00,0.30,41.87
6.00,8.18,22.04,4.03,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,14.52,16.61,11.66,0.00,5.60,23.29,75.59,3.30,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,13.68,21.42,70.20,2.40,28.12,8.00,17.49,85.81,17.01,33.08,0.60,19.44,19.44,19.44,1.20,120.84,7.50,18.00,4.00,10.80,0.00,5.20,1.20,3.80,4.30,18.00,0.00,0.00,0.40,1.23,79.91,85.19,7.30,6.10,66.69,98.70,117.46,0.10,2.00,66.44,207.14,11.00,155.16,0.00,0.26,37.72
7.00,4.93,22.13,0.53,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,10.85,15.24,11.66,0.00,5.60,22.51,76.09,3.30,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,12.67,21.59,70.33,2.40,28.12,8.00,17.49,56.18,17.01,28.53,0.60,19.44,19.44,19.44,1.20,120.37,7.50,18.00,4.00,10.80,0.00,5.20,1.20,3.80,4.10,18.00,0.00,0.00,0.34,1.23,78.73,84.66,7.40,6.10,50.51,98.93,120.07,0.10,2.00,61.57,232.57,11.00,129.53,0.00,0.21,33.56
8.00,2.09,22.13,0.01,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,2.85,12.53,11.66,0.00,5.60,20.80,76.28,3.30,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,10.39,21.97,70.63,2.40,28.12,8.00,17.49,33.21,17.01,19.71,0.60,19.44,19.44,19.44,1.20,122.22,7.50,18.00,4.00,10.80,0.00,5.20,1.20,3.70,4.10,18.00,0.00,0.00,0.24,1.23,76.14,83.49,6.40,5.30,26.45,99.43,121.81,0.00,2.00,45.67,199.47,11.00,81.97,0.00,0.14,24.66
9.00,0.70,20.42,0.00,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,7.48,11.66,0.00,5.60,19.09,75.56,3.30,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,5.62,22.34,70.92,2.40,28.12,8.00,17.49,9.63,17.01,8.90,0.60,19.44,19.44,19.44,1.20,123.01,7.50,18.00,4.00,10.80,0.00,5.20,1.20,3.40,4.20,18.00,0.00,0.00,0.08,1.23,73.54,82.33,5.00,4.10,8.73,99.93,121.97,0.00,2.00,19.88,97.60,11.00,43.56,0.00,0.09,15.76
10.00,0.12,20.23,0.00,0.00,2.90,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,3.19,11.66,0.00,5.60,18.31,74.25,3.30,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,1.40,22.52,71.05,2.40,28.12,8.00,17.49,1.42,17.01,2.87,0.60,19.44,19.44,19.44,1.20,123.25,7.50,18.00,4.00,10.80,0.00,5.20,1.20,3.10,4.20,18.00,0.00,0.00,0.04,1.23,72.36,81.80,4.50,3.60,1.28,100.16,121.06,0.00,2.00,6.26,20.25,11.00,3.17,0.00,0.04,8.27
11.00,0.01,20.12,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.83,11.66,0.00,5.60,17.14,71.19,6.90,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.18,22.58,69.18,2.40,28.12,8.00,17.49,0.00,17.01,0.46,0.60,19.44,19.44,19.44,1.20,122.47,7.50,18.00,4.00,10.80,0.00,5.20,1.20,2.80,4.20,18.00,0.00,0.00,0.00,1.23,73.07,83.45,4.30,3.40,0.00,100.70,117.55,0.00,2.00,0.89,4.47,11.00,0.00,0.00,0.00,0.79
12.00,0.00,19.53,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.00,11.66,0.00,5.60,16.11,67.83,8.10,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.00,22.54,66.94,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,119.19,7.50,18.00,4.00,10.80,0.00,5.20,1.20,2.50,3.80,18.00,0.00,0.00,0.00,1.23,74.60,85.47,4.20,3.20,0.00,100.68,111.44,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.40
13.00,0.00,18.98,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.00,11.66,0.00,5.60,15.48,63.64,8.10,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.00,22.17,63.62,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,108.78,7.50,18.00,4.00,10.80,0.00,5.20,1.20,2.10,3.40,18.00,0.00,0.00,0.00,1.23,78.76,88.64,4.30,3.20,0.00,98.90,97.87,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
14.00,0.00,19.06,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.00,11.66,0.00,5.60,14.71,59.48,8.10,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.00,21.69,60.36,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,96.79,7.50,18.00,4.00,10.80,0.00,5.20,1.20,1.90,3.10,18.00,0.00,0.00,0.00,1.23,82.19,91.33,4.40,3.10,0.00,96.82,84.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
15.00,0.00,19.04,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.00,11.66,0.00,5.60,13.52,55.42,8.10,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.00,20.88,57.34,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,80.27,7.50,18.00,4.00,10.80,0.00,5.20,1.20,1.70,3.00,18.00,0.00,0.00,0.00,1.23,83.54,92.59,4.50,3.00,0.00,93.76,69.41,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
16.00,0.00,19.49,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.00,11.66,0.00,5.60,12.51,51.64,8.10,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.00,19.90,54.05,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,65.26,7.50,18.00,4.00,10.80,0.00,5.20,1.20,1.20,2.60,18.00,0.00,0.00,0.00,1.23,83.89,93.24,4.50,2.90,0.00,90.91,56.38,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
17.00,0.00,19.42,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.00,11.66,0.00,5.60,11.99,48.70,8.00,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.00,18.40,49.97,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,54.89,7.50,18.00,4.00,10.80,0.00,5.20,1.20,0.80,2.00,18.00,0.00,0.00,0.00,1.23,81.31,92.10,4.50,2.80,0.00,88.68,48.15,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
18.00,0.00,19.89,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,18.00,0.00,0.00,11.66,0.00,5.60,11.63,45.38,5.90,4.00,15.55,4.20,17.30,9.50,11.66,15.55,1.40,0.00,17.14,46.52,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,47.82,7.50,18.00,4.00,10.80,0.00,5.20,1.20,0.80,2.20,18.00,0.00,0.00,0.00,1.23,78.21,90.36,4.20,2.50,0.00,85.89,42.07,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
