"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,35.80,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,64.05,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,0.00,30.70,87.54,84.00,110.80,110.50
2.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,41.13,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,70.92,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,0.00,30.70,87.54,84.00,110.80,110.76
3.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,47.04,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,78.16,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,0.00,30.70,87.54,84.00,110.80,110.76
4.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,35.14,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,62.45,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,0.00,30.70,87.54,84.00,110.80,110.50
5.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,34.34,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,199.21,31.00,4.10,6.88,87.66,85.10,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,30.70,30.70,87.54,84.00,110.80,110.50
6.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,30.00,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,199.21,31.00,4.10,6.88,87.66,83.53,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,30.70,30.70,87.54,84.00,110.80,110.50
7.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,30.00,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,199.21,31.00,4.10,6.88,87.66,76.72,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,30.70,30.70,87.54,84.00,110.80,110.50
8.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,30.00,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,199.21,31.00,4.10,6.88,87.66,83.74,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,30.70,30.70,87.54,84.00,110.80,110.50
9.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,30.00,5.36,8.11,4.45,164.71,112.91,133.36,44.28,47.27,199.21,31.00,4.10,6.88,87.66,114.11,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,30.70,30.70,0.00,84.00,110.80,110.50
10.00,78.57,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,56.32,6.85,8.11,4.45,164.71,112.91,133.36,44.28,47.27,199.21,31.00,4.10,6.88,87.66,114.11,6.39,9.98,0.00,10.17,0.00,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.13,30.82,30.70,30.70,0.00,84.00,110.80,110.50
