"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,50.36,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,0.00,6.39,9.98,0.00,9.65,0.00,150.36,0.00,20.60,0.00,55.19,20.60,0.00,72.76,0.00,5.67,0.00,0.00,37.04,39.22,71.75,30.70,30.59,30.58,58.61,20.60,107.21,107.16,203.40,16.00,20.27
2.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,72.77,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,0.00,9.65,0.00,150.86,0.00,20.60,0.00,34.61,20.60,0.00,72.76,0.00,5.67,74.99,75.00,37.05,39.22,71.75,30.70,30.59,30.58,20.60,58.61,45.19,45.19,203.40,16.00,20.27
3.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,77.81,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,0.00,9.65,0.00,163.85,0.00,20.60,0.00,55.20,20.60,0.00,72.76,0.00,5.67,74.99,76.38,37.36,39.25,71.75,30.70,30.59,30.58,58.61,20.60,59.14,59.13,203.40,16.00,20.27
4.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,68.31,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,0.00,9.65,0.00,164.41,0.00,20.60,0.00,49.18,20.60,0.00,72.76,0.00,5.67,74.99,75.00,36.74,39.18,71.75,30.70,30.59,30.58,58.61,20.60,54.67,54.66,203.40,16.00,20.27
5.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,62.93,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,0.00,9.65,0.00,170.93,0.00,20.60,0.00,53.22,20.60,0.00,72.76,0.00,5.67,74.99,75.00,37.04,39.22,62.72,30.70,30.59,30.58,20.60,58.61,58.65,58.64,203.40,16.00,20.27
6.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,61.24,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,0.00,9.65,0.00,178.43,0.00,20.60,0.00,67.94,20.60,0.00,72.76,0.00,5.67,74.99,76.38,41.15,39.66,62.72,30.70,30.59,30.58,20.60,58.61,80.60,80.57,203.40,16.00,20.27
7.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,51.47,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,0.00,9.65,0.00,174.89,0.00,20.60,0.00,65.64,20.60,0.00,72.76,0.00,5.67,74.99,76.38,37.27,39.25,62.72,30.70,30.59,30.58,45.43,45.43,70.56,70.54,203.40,16.00,20.27
8.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,50.36,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,0.00,9.65,0.00,167.03,0.00,20.60,0.00,52.89,20.60,0.00,72.76,0.00,5.67,74.99,76.38,36.37,39.13,62.72,30.70,30.59,30.58,70.27,20.60,49.97,49.97,203.40,16.00,20.27
9.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,50.36,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,22.75,9.65,5.27,168.94,0.00,20.60,0.00,57.12,20.60,0.00,72.76,0.00,5.67,74.99,76.38,37.21,39.24,62.72,30.70,30.59,30.58,70.27,20.60,60.55,60.53,203.40,16.00,20.27
10.00,65.98,27.33,67.20,625.95,203.83,6.19,2.03,110.48,15.82,1.52,37.90,14.93,50.36,5.13,2.82,164.07,112.47,100.00,41.73,0.00,240.00,33.33,4.42,6.88,87.77,16.00,6.39,9.98,16.58,9.65,3.84,162.90,0.00,0.00,0.00,20.60,20.60,0.00,72.76,0.00,5.67,74.99,75.00,36.63,39.17,62.72,30.70,30.59,30.58,70.27,20.60,45.59,45.58,203.40,16.00,20.27
