"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,21.02,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,16.08,27.04,0.00,5.30,15.46,2.50,17.20,9.90,3.00,4.50,3.00,0.00,6.22,15.66,0.00,28.30,3.50,11.57,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,7.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.33,5.84,9.50,0.00,0.61,24.18,40.09,4.29,1.91,0.00,21.46,9.00,0.00,1.21,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,21.61,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,15.98,25.93,0.00,5.30,15.46,2.50,17.20,9.90,3.00,4.50,3.00,0.00,5.94,14.60,0.00,28.20,3.50,11.55,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,4.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.35,5.91,9.50,0.00,0.61,23.17,38.59,4.09,1.89,0.00,21.16,6.00,0.00,1.18,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,21.74,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,15.64,24.35,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,5.72,13.15,0.00,28.20,3.50,11.54,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,2.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.88,6.55,9.50,0.00,0.61,19.58,39.02,4.05,2.23,0.00,17.73,5.00,0.00,1.16,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,21.78,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,15.69,22.73,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,5.41,11.81,0.00,28.20,3.50,11.52,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,2.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.58,5.89,9.50,0.00,0.61,16.88,36.67,4.05,2.13,0.00,17.41,5.00,0.00,1.15,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,22.06,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,14.86,20.92,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,4.88,11.01,0.00,28.20,3.50,11.50,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,2.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.60,6.42,9.50,0.00,0.60,14.08,38.34,3.93,2.04,0.00,18.23,6.00,0.00,1.12,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,21.87,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,15.30,19.13,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,4.62,9.84,0.00,28.20,3.50,11.50,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.74,6.88,9.50,0.00,0.60,12.59,37.44,3.71,1.97,0.00,15.08,7.00,0.00,1.10,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,22.16,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,16.09,18.31,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,4.08,9.11,0.00,28.20,3.50,11.47,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.60,6.43,9.50,0.00,0.60,13.94,37.88,3.80,1.97,0.00,13.57,7.00,0.00,1.08,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,22.42,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,15.77,18.37,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,3.23,6.28,0.00,28.10,3.50,11.46,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.07,5.91,9.50,0.00,0.60,15.32,37.12,3.75,2.07,0.00,11.32,7.00,0.00,1.07,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,22.24,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,16.93,12.94,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,3.22,6.62,0.00,28.10,3.50,11.45,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,3.88,5.44,9.50,0.00,0.60,15.90,37.75,4.09,2.32,0.00,12.36,6.00,0.10,1.06,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,22.11,0.00,13.53,4.50,7.50,3.30,6.30,1.90,0.00,3.50,14.49,0.00,0.00,3.10,2.60,7.40,18.24,12.03,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,0.00,4.30,10.27,0.00,28.10,3.50,11.43,0.00,14.49,0.00,0.60,4.00,4.50,4.60,2.30,1.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,4.18,5.84,9.50,0.00,0.60,15.45,36.69,3.82,2.33,0.00,12.91,4.00,0.20,1.05,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.11
