"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,19.97,0.00,16.04,4.50,7.80,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.20,25.02,28.18,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,2.09,6.25,2.30,28.20,3.30,11.59,0.00,15.46,0.00,0.60,4.50,5.00,5.20,2.30,27.31,4.50,4.00,1.50,10.43,8.38,3.80,1.15,13.44,12.93,9.50,0.00,0.53,9.60,17.98,2.33,2.12,0.00,8.14,22.20,0.00,1.25,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,20.48,0.00,15.85,4.50,7.80,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.20,24.98,29.08,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,2.20,6.01,2.30,28.20,3.30,11.59,0.00,15.46,0.00,0.60,4.50,5.00,5.20,2.30,25.46,4.50,4.00,1.50,10.43,8.38,3.80,1.15,13.21,12.62,9.50,0.00,0.53,9.06,18.04,2.29,2.10,0.00,8.45,21.81,0.00,1.24,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,20.61,0.00,15.85,4.50,7.80,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.20,26.94,25.97,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,2.45,5.76,2.30,28.20,3.30,11.59,0.00,15.46,0.00,0.60,4.50,5.00,5.20,2.30,25.62,4.50,4.00,1.50,10.43,8.38,3.80,1.15,12.80,12.62,9.50,0.00,0.53,8.54,18.23,2.11,2.07,0.00,8.83,21.41,0.00,1.22,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,21.05,0.00,15.65,4.50,7.80,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.20,26.89,26.87,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,3.22,5.62,2.30,28.10,3.30,11.59,0.00,15.46,0.00,0.60,4.50,5.00,5.20,2.30,26.78,4.50,4.00,1.50,10.43,8.38,3.80,1.15,12.98,12.45,9.50,0.00,0.54,8.02,18.42,1.97,2.06,0.00,9.21,22.02,0.00,1.20,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,21.19,0.00,15.07,4.50,7.80,3.30,6.10,1.60,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.20,26.85,27.76,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,3.32,6.18,2.30,28.10,3.30,11.59,0.00,15.46,0.00,0.60,4.50,5.00,5.20,2.30,28.93,4.50,4.00,1.50,10.43,8.38,3.80,1.15,12.50,12.28,9.50,0.00,0.53,8.81,19.11,1.94,1.93,0.00,9.52,24.63,0.10,1.19,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,21.51,0.00,15.65,4.50,7.80,3.30,6.10,1.60,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.20,26.81,28.66,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,3.97,6.74,2.30,28.10,3.30,11.59,0.00,15.46,0.00,0.60,4.50,5.00,5.20,2.30,34.09,4.50,4.00,1.50,10.43,8.38,3.80,1.15,12.73,12.41,9.50,0.00,0.53,9.61,19.80,1.98,1.87,0.00,10.12,30.24,0.20,1.18,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.11
7.00,0.00,21.29,0.00,15.94,4.50,7.80,3.30,6.10,1.60,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.20,24.77,3.55,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,5.06,7.90,2.30,28.10,3.30,11.59,0.00,15.46,0.00,0.60,4.50,5.00,5.20,2.30,37.25,4.50,4.00,1.50,10.43,8.38,3.80,1.15,12.55,12.05,9.50,0.00,0.54,19.15,23.97,1.61,1.70,0.00,12.33,35.85,0.20,1.17,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.12
8.00,0.04,21.09,0.06,15.65,4.50,7.80,3.30,6.10,1.50,0.00,2.70,15.46,0.03,0.00,3.10,2.60,7.20,24.73,4.44,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.00,5.20,9.06,2.30,28.40,3.30,11.59,0.00,15.46,0.20,0.60,4.50,5.00,5.20,2.30,39.41,4.50,4.00,1.50,10.43,8.38,3.80,1.15,11.92,11.48,9.50,0.00,0.53,18.05,29.71,1.80,1.77,0.00,13.24,40.46,0.30,1.16,0.00,0.00,5.00,0.53,12.14,0.00,0.00,0.00,0.79
9.00,1.12,21.23,0.90,16.52,4.50,7.80,3.30,6.10,1.50,0.00,2.70,15.46,0.81,0.00,3.10,2.60,7.20,26.69,0.00,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.03,5.77,10.31,2.30,28.40,3.30,11.59,6.00,15.46,2.02,0.60,4.50,5.00,5.20,1.15,39.56,4.50,4.00,1.50,10.43,8.38,3.80,1.15,12.21,11.75,9.50,0.03,0.53,16.88,29.44,1.60,1.69,4.32,14.95,41.06,0.30,1.15,1.93,0.65,5.00,8.62,12.14,0.00,0.00,1.65,0.90
10.00,2.79,21.07,2.75,16.23,4.50,7.80,3.30,6.10,1.50,0.00,2.70,15.46,1.96,0.03,3.10,2.60,7.20,26.65,0.00,0.00,5.40,6.00,2.50,18.74,9.80,3.00,4.50,3.00,0.38,6.24,11.57,2.30,28.30,3.30,11.59,24.00,15.46,8.55,0.60,4.50,5.00,5.20,1.15,37.72,4.50,4.00,1.50,10.43,8.38,3.80,1.15,12.00,11.81,9.50,0.07,0.54,15.22,30.08,1.55,1.76,17.28,16.34,39.67,0.30,1.14,7.86,11.05,5.00,67.51,12.14,0.03,4.63,39.96,1.57
