"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.75,0.00,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,0.00,0.00,17.49,0.00,8.00,3.50,3.50,0.00,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,0.00,10.65,24.77,3.40,25.60,19.44,18.46,0.00,17.93,0.00,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,1.50,4.31,18.90,0.00,2.00,9.00,22.10,0.10,0.46,0.00,50.59,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,23.86,0.00,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,0.00,0.00,17.49,0.00,8.00,3.50,3.30,0.00,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,0.00,10.08,24.09,3.40,25.80,19.44,18.46,0.00,17.93,0.00,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,1.48,4.29,18.90,0.00,2.00,9.30,22.40,0.00,0.29,0.00,50.58,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,23.78,0.00,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,0.00,0.00,17.49,0.00,8.00,3.50,3.30,0.00,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,0.00,9.72,23.09,3.40,25.90,19.44,18.46,0.00,17.93,0.00,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,1.57,4.45,18.90,0.00,2.00,10.10,23.50,0.00,0.25,0.00,48.64,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.65,0.00,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,0.00,0.00,17.49,0.00,8.00,3.50,3.10,0.00,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,0.00,9.43,21.99,3.40,25.70,19.44,18.46,0.00,17.93,0.00,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,1.69,4.65,18.90,0.00,2.00,11.10,24.70,0.00,0.25,0.00,46.07,0.00,0.00,2.00,0.00,1.05,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.70,0.00,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,0.03,0.01,17.49,0.00,8.00,3.50,2.70,0.00,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,0.01,9.35,21.41,3.40,26.00,19.44,18.46,0.00,17.93,0.02,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,2.02,5.08,18.90,0.00,2.00,12.10,25.80,0.00,0.25,0.00,44.49,0.00,0.00,2.00,0.00,6.90,11.00,0.00,22.00,0.00,1.47
6.00,0.00,23.63,0.48,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,1.19,1.03,17.49,0.00,8.00,3.60,2.80,2.00,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,1.33,9.34,21.00,3.40,25.70,19.44,18.46,5.00,17.93,1.24,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,2.41,5.58,18.90,0.00,2.00,11.90,25.30,0.00,0.24,0.00,43.25,0.00,0.00,2.00,6.72,33.68,11.00,1.00,22.00,0.00,2.95
7.00,0.08,23.69,1.61,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,2.46,3.62,17.49,0.00,8.00,3.70,3.00,5.40,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,4.75,9.49,20.57,3.40,25.80,19.44,18.46,6.50,17.93,4.94,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,2.99,6.26,18.90,0.02,2.00,11.40,24.10,0.20,0.28,9.36,44.30,0.00,0.00,2.00,25.77,80.61,11.00,5.50,22.00,0.01,5.20
8.00,1.07,23.58,2.91,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,5.13,7.11,17.49,0.00,8.00,3.80,4.10,6.50,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,7.95,9.70,20.14,3.40,25.70,19.44,18.46,25.50,17.93,9.93,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,3.62,7.01,18.90,0.04,2.00,11.20,22.70,0.40,0.33,30.24,46.11,0.00,0.00,2.00,46.52,121.68,11.00,25.50,22.00,0.04,10.40
9.00,3.44,23.89,4.50,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,9.07,10.10,17.49,0.00,8.00,3.90,5.60,6.60,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,10.70,9.74,21.44,3.40,25.70,19.44,18.46,55.50,17.93,14.95,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,4.01,7.52,18.90,0.05,2.00,10.90,21.20,0.60,0.45,51.12,47.84,0.00,0.00,2.00,60.85,154.76,11.00,55.50,22.00,0.07,12.78
10.00,6.04,23.78,6.17,14.00,4.20,6.50,11.08,19.14,1.78,0.40,3.30,18.24,12.47,11.88,17.49,0.00,8.00,3.50,6.70,6.60,10.69,13.80,4.80,19.24,19.24,19.44,19.44,1.40,12.00,9.73,23.31,3.40,25.60,19.44,18.46,95.00,17.93,18.67,0.60,19.44,19.44,19.44,2.40,0.00,12.83,19.44,8.00,10.70,6.76,20.00,2.40,4.31,7.94,18.90,0.08,2.00,13.90,25.30,1.10,0.59,71.28,49.56,0.00,0.00,2.00,69.07,180.39,11.00,95.50,22.00,0.11,22.61
