"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,89.26,5.13,2.82,149.29,56.52,88.07,42.42,29.18,157.80,16.00,2.15,6.88,81.58,0.00,6.39,9.98,56.13,5.46,12.98,0.00,170.85,64.68,22.49,65.45,22.49,66.49,72.84,66.49,0.00,67.01,30.93,41.96,41.28,48.58,30.67,30.56,30.55,44.05,44.05,81.84,81.81,203.20,0.00,0.00
2.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,87.26,5.13,2.82,149.29,56.52,88.07,42.42,31.94,152.98,16.00,2.15,6.88,81.58,0.00,6.39,9.98,56.32,5.46,13.03,0.00,170.13,56.84,30.25,30.42,30.42,0.00,98.24,92.26,0.00,67.01,30.93,29.71,33.27,48.58,30.67,30.56,30.55,29.92,50.33,76.08,76.06,203.20,0.00,0.00
3.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,104.69,17.74,2.23,20.75,14.92,86.23,5.13,2.82,149.29,56.52,81.15,42.42,7.71,137.51,16.00,2.15,6.88,81.58,0.00,6.39,9.98,49.95,5.46,11.55,144.33,144.33,0.00,35.54,35.93,35.93,0.00,98.19,92.21,0.00,0.00,66.99,43.46,44.18,48.58,30.67,30.56,30.55,29.59,29.59,68.90,68.88,203.20,0.00,0.00
4.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,84.05,5.13,2.82,149.29,56.52,88.07,42.42,29.48,143.63,16.00,2.15,6.88,81.58,0.00,6.39,9.98,48.76,5.46,11.28,168.54,0.00,29.07,44.33,42.11,29.07,0.00,99.88,93.90,0.00,0.00,66.99,31.41,34.39,48.58,30.67,30.56,30.55,33.89,33.89,57.99,57.98,203.20,0.00,0.00
5.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,86.09,5.13,2.82,149.29,56.52,88.07,42.42,18.00,146.04,16.00,2.15,6.88,81.58,0.00,6.39,9.98,56.91,5.46,13.16,173.75,0.00,0.00,0.00,0.00,58.66,0.00,188.35,0.00,0.00,0.00,76.30,40.42,51.58,48.58,30.67,30.56,30.55,20.62,20.62,81.95,81.92,203.20,0.00,0.00
6.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,93.88,5.13,2.82,149.29,56.52,88.07,42.42,18.00,151.93,16.00,2.15,6.88,81.58,0.00,6.39,9.98,0.00,5.46,0.00,180.61,0.00,67.50,0.00,0.00,59.96,0.00,197.14,0.00,0.00,0.00,57.99,48.79,61.78,48.58,30.67,30.56,30.55,24.47,24.47,110.26,0.00,203.20,0.00,0.00
7.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,89.11,5.13,2.82,149.29,56.52,88.07,42.42,19.07,143.90,16.00,2.15,6.88,81.58,0.00,6.39,9.98,53.23,5.46,12.31,172.67,0.00,67.50,0.00,0.00,57.05,0.00,197.14,0.00,0.00,0.00,57.02,37.47,47.01,48.58,30.67,30.56,30.55,22.96,22.96,110.26,0.00,203.20,0.00,0.00
8.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,87.58,5.13,2.82,149.29,56.52,88.07,42.42,30.38,139.10,16.00,2.15,6.88,81.58,0.00,6.39,9.98,44.82,5.46,10.37,165.13,0.00,44.96,66.53,0.00,28.38,0.00,197.14,0.00,0.00,0.00,74.97,30.39,34.59,48.58,30.67,30.56,30.55,30.81,30.81,104.04,0.00,203.20,0.00,0.00
9.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,97.56,5.13,2.82,149.29,56.52,88.07,42.42,29.89,142.73,16.00,2.15,6.88,81.58,0.00,6.39,9.98,50.02,5.46,11.57,165.11,0.00,25.22,56.00,40.18,25.22,111.86,118.46,0.00,0.00,0.00,76.30,59.22,0.00,48.58,30.67,30.56,30.55,33.37,33.37,73.14,73.12,203.20,0.00,0.00
10.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.74,2.23,20.75,14.92,85.31,5.13,2.82,149.29,56.52,88.07,42.42,35.37,161.13,16.00,2.15,6.88,81.58,0.00,6.39,9.98,57.52,5.46,13.30,0.00,0.00,27.07,0.00,0.00,27.07,115.49,122.35,0.00,0.00,67.01,45.00,43.72,48.77,48.58,30.67,30.56,30.55,20.62,74.67,94.13,94.09,203.20,0.00,0.00
