"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,75.00,50.53,66.54,81.64,30.70,30.59,30.58,87.20,87.36,51.51,110.32,203.40,19.44,20.27
2.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,75.00,50.53,66.54,81.64,30.70,30.59,30.58,87.20,87.36,51.51,110.32,203.40,19.44,20.27
3.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,75.00,50.53,66.54,81.64,30.70,30.59,30.58,87.20,87.36,51.51,110.32,203.40,19.44,20.27
4.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,75.00,50.53,66.54,81.64,30.70,30.59,30.58,87.20,87.36,51.51,110.32,203.40,19.44,20.27
5.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,75.00,50.53,66.54,81.64,30.70,30.59,30.58,87.20,87.36,51.51,110.32,203.40,19.44,20.27
6.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,228.42,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,75.00,50.53,66.54,81.64,30.70,30.59,30.58,85.00,87.36,45.68,110.32,203.40,19.44,20.27
7.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,62.59,10.52,19.79,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,30.59,30.58,85.00,87.36,69.00,110.32,203.40,19.44,20.27
8.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,80.08,10.52,19.79,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,30.59,30.58,85.00,87.36,69.00,110.32,203.40,19.44,20.27
9.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,46.43,10.52,16.05,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,30.59,30.58,85.00,87.36,69.00,110.32,203.40,19.44,20.27
10.00,75.00,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,128.06,44.10,45.00,242.00,30.30,4.20,0.00,87.77,0.00,6.39,9.98,0.00,10.52,5.30,228.68,220.60,23.32,67.16,67.94,23.32,184.35,197.33,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,30.59,30.58,85.00,87.36,69.00,110.32,203.40,19.44,20.27
