"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,8.07,10.75,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,11.92,35.27,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,9.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,8.17,9.65,18.79,0.00,1.11,31.33,40.70,2.54,1.44,0.00,51.79,10.00,0.00,1.68,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
2.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,6.52,9.75,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,11.37,33.89,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,6.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,7.87,9.44,18.96,0.00,1.11,30.76,38.08,2.82,1.38,0.00,50.70,7.00,0.00,1.64,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
3.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,7.14,9.01,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,11.59,30.76,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,4.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,7.71,9.10,18.96,0.00,1.11,27.79,37.83,2.30,1.21,0.00,50.67,6.00,0.00,1.64,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
4.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,7.90,9.02,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,11.82,27.64,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,2.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,6.76,8.20,18.96,0.00,1.11,24.19,34.09,1.53,1.17,0.00,50.63,4.00,0.00,1.64,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
5.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,8.70,7.67,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,12.09,27.40,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,2.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,6.62,8.22,18.95,0.00,1.11,17.95,29.83,0.81,1.12,0.00,50.26,4.00,0.00,1.60,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
6.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,8.80,7.10,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,12.37,27.17,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,2.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,5.42,7.01,18.76,0.00,1.11,15.43,28.78,0.94,0.87,0.00,49.89,3.00,0.00,1.60,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
7.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,8.69,6.67,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,13.12,28.13,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,2.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,5.27,7.19,18.98,0.00,1.11,7.86,24.10,0.18,0.74,0.00,50.04,4.00,0.00,1.60,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
8.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,8.03,6.57,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,13.86,29.10,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,3.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,4.88,7.13,18.98,0.00,1.11,5.62,22.76,0.23,0.83,0.00,50.19,5.00,0.00,1.60,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
9.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,8.12,6.33,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,14.38,29.24,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,4.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,5.36,7.59,18.95,0.00,1.11,2.60,20.47,0.12,0.81,0.00,51.97,7.00,0.00,1.60,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
10.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,9.60,6.20,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,14.90,29.39,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,5.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,5.94,7.96,18.95,0.00,1.11,2.85,21.64,0.00,0.89,0.00,53.74,9.00,0.00,1.56,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.01
11.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.00,0.00,4.00,9.80,10.03,6.28,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,14.87,30.51,2.58,28.12,0.00,18.16,0.00,14.49,0.00,0.60,7.00,7.50,7.50,2.20,6.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,6.73,8.62,18.95,0.00,1.11,3.89,23.93,0.07,0.94,0.00,55.47,11.00,0.00,1.56,0.00,0.00,12.00,0.00,13.50,0.00,0.00,0.00
12.00,0.05,0.00,0.04,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.02,0.00,4.00,9.80,9.74,6.35,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,14.84,31.63,2.58,28.12,0.00,18.16,0.00,14.49,0.21,0.60,7.00,7.50,7.50,2.20,7.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,6.46,8.49,18.95,0.00,1.11,4.38,26.01,0.07,1.00,0.00,57.19,13.00,0.00,1.56,0.10,0.42,12.00,0.47,13.50,0.00,0.50,0.00
13.00,0.38,0.00,0.50,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,0.68,1.26,4.00,9.80,13.06,5.90,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,1.01,14.87,32.57,2.58,28.12,0.00,18.16,2.00,14.49,1.51,0.60,7.00,7.50,7.50,2.20,8.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,6.10,7.90,18.95,0.03,1.11,13.16,33.10,0.67,1.36,1.44,58.62,14.00,0.00,1.56,2.95,10.19,0.00,11.92,13.50,0.00,1.00,1.92
14.00,2.29,0.00,2.34,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,2.38,6.27,4.00,9.80,13.55,5.71,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,5.21,14.91,33.52,2.58,28.12,0.00,18.16,24.00,14.49,8.14,0.60,7.00,7.50,7.50,2.20,8.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,6.47,7.95,9.44,0.06,1.10,10.22,31.03,0.67,1.45,17.28,60.04,15.00,0.00,1.52,15.93,63.92,0.00,51.81,13.50,0.05,9.31,20.69
15.00,3.58,0.00,4.28,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,5.38,11.43,4.00,9.80,15.11,6.08,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,9.26,14.31,31.69,2.58,28.12,0.00,18.16,56.00,14.49,16.60,0.60,7.00,7.50,7.50,2.20,8.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,7.11,8.75,18.95,0.08,1.10,18.76,37.45,1.53,2.01,40.32,57.71,14.00,0.00,1.52,34.47,138.36,0.00,109.20,13.50,0.09,17.61,41.35
16.00,6.70,0.00,6.98,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,7.52,13.38,4.00,9.80,14.74,6.52,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,10.94,13.71,29.86,2.58,28.12,0.00,18.16,91.00,14.49,24.01,0.60,7.00,7.50,7.50,2.20,8.00,9.00,9.00,3.00,10.70,0.00,8.00,1.10,6.79,8.52,18.95,0.11,1.10,18.84,38.40,1.53,1.97,65.52,55.38,12.00,0.00,1.52,50.89,189.10,0.00,148.67,13.50,0.14,26.53,80.76
17.00,7.76,0.00,8.59,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,9.92,14.01,4.00,9.80,15.49,7.45,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.55,12.79,24.98,2.58,28.12,0.00,18.16,112.00,14.49,27.80,0.60,7.00,7.50,7.50,2.20,8.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,7.45,9.24,9.44,0.53,1.10,23.56,41.82,1.78,1.87,80.64,52.91,11.00,0.10,1.52,55.46,196.12,0.00,161.94,13.50,0.19,35.45,82.43
18.00,10.41,0.00,10.70,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,11.08,14.25,4.00,9.80,15.17,8.32,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.72,11.88,20.10,2.58,28.12,0.00,18.16,119.00,14.49,28.28,0.60,7.00,7.50,7.50,2.20,6.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,7.58,9.24,18.95,0.73,1.10,23.08,41.61,1.93,1.87,85.68,50.44,9.00,0.10,1.52,59.06,199.39,0.00,164.96,13.50,0.23,36.90,84.87
19.00,11.20,0.00,11.83,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,12.09,14.34,4.00,9.80,14.53,9.63,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.71,12.44,20.23,2.58,28.12,0.00,18.16,121.00,14.49,28.54,0.60,7.00,7.50,7.50,2.20,4.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,8.93,10.49,18.94,0.90,1.10,25.76,40.88,1.38,1.68,87.12,50.34,8.00,0.20,1.48,60.98,201.62,0.00,165.65,13.50,0.27,38.35,85.32
20.00,13.10,0.00,13.31,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,12.75,14.20,4.00,9.80,14.30,10.89,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.58,12.99,20.36,2.58,28.12,0.00,18.16,120.00,14.49,28.43,0.60,7.00,7.50,7.50,2.20,3.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,8.06,9.87,18.94,1.01,1.10,30.49,39.79,1.50,2.00,86.40,50.24,8.00,0.20,1.52,62.94,202.58,0.00,164.66,13.50,0.32,38.61,85.10
21.00,13.57,0.00,13.95,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,13.18,14.12,4.00,9.80,9.33,20.79,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.49,15.04,27.02,2.58,28.12,0.00,18.16,118.00,14.49,28.29,0.60,7.00,7.50,7.50,2.20,2.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,9.17,10.65,18.94,1.10,1.10,24.31,38.74,1.30,1.87,84.96,56.34,9.00,0.20,1.52,63.93,202.44,0.00,163.29,13.50,0.36,38.87,85.03
22.00,14.66,0.00,14.77,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,13.21,14.06,4.00,9.80,9.47,23.02,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.47,17.09,33.68,2.58,28.12,0.00,18.16,117.00,14.49,28.53,0.60,7.00,7.50,7.50,2.20,2.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,9.60,10.71,18.95,1.12,1.10,20.43,38.50,1.24,2.04,84.24,62.44,11.00,0.20,1.48,65.07,202.38,0.00,162.55,13.50,0.38,40.41,84.87
23.00,14.84,0.00,15.09,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,13.33,14.00,4.00,9.80,9.36,25.98,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.48,18.20,37.30,2.58,28.12,0.00,18.16,116.00,14.49,28.92,0.60,7.00,7.50,7.50,2.20,3.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,9.48,10.85,18.95,1.11,1.10,25.87,45.62,1.53,2.17,83.52,66.55,13.00,0.40,1.48,65.58,202.48,0.00,162.04,13.50,0.40,41.94,85.15
24.00,15.00,0.00,15.15,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,13.25,13.99,4.00,9.80,9.98,30.28,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.47,19.32,40.92,2.58,28.12,0.00,18.16,117.00,14.49,28.56,0.60,7.00,7.50,7.50,2.20,4.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,9.54,10.92,18.95,1.13,1.10,28.85,49.64,1.75,2.59,84.24,70.66,16.00,0.40,1.52,65.90,203.92,0.00,161.94,13.50,0.40,40.52,85.59
25.00,14.85,0.00,14.88,14.00,4.50,7.30,4.50,10.05,2.30,0.00,3.50,0.00,13.06,14.01,4.00,9.80,10.42,34.72,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.50,20.93,45.57,2.58,28.12,0.00,18.16,118.00,14.49,28.19,0.60,7.00,7.50,7.50,2.20,6.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,9.62,11.03,18.95,1.12,1.10,40.99,59.00,3.17,3.51,84.96,75.19,22.00,0.40,1.48,66.03,204.73,0.00,162.45,13.50,0.40,39.10,86.55
26.00,14.07,0.00,14.27,14.00,4.50,7.30,4.50,10.05,2.50,0.00,3.50,0.00,13.11,14.11,4.00,9.80,11.64,40.32,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.63,22.54,50.23,2.58,28.12,0.00,18.16,119.00,14.49,28.02,0.60,7.00,7.50,7.50,2.20,11.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,9.74,11.14,18.95,1.12,1.10,40.44,58.89,2.87,3.99,85.68,79.73,31.00,0.40,1.48,65.86,206.45,0.00,163.32,13.50,0.38,38.31,87.18
27.00,13.60,0.00,13.60,14.00,4.50,7.30,4.50,10.05,2.50,0.00,3.50,0.00,12.78,14.30,4.00,9.80,13.06,43.46,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.76,23.15,53.28,2.58,28.12,0.00,18.16,120.00,14.49,28.05,0.60,7.00,7.50,7.50,2.20,20.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,8.61,10.22,18.95,1.12,1.10,47.94,67.44,3.63,4.84,86.40,82.09,43.00,0.40,1.44,65.12,207.57,0.00,164.35,13.50,0.37,37.52,87.43
28.00,11.96,0.00,12.25,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,12.88,14.47,4.00,9.80,13.04,46.01,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.90,23.76,56.33,2.58,28.12,0.00,18.16,120.00,14.49,28.34,0.60,7.00,7.50,7.50,2.20,33.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,7.51,9.44,11.36,0.94,1.10,45.56,67.43,3.55,4.76,86.40,84.46,55.00,0.10,1.44,64.27,207.47,0.00,164.96,13.50,0.34,37.83,87.70
29.00,11.19,0.00,11.07,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,11.88,14.47,4.00,9.80,12.80,47.85,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.89,24.18,58.66,2.58,28.12,0.00,18.16,121.00,14.49,28.46,0.60,7.00,7.50,7.50,2.20,48.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,6.36,8.53,18.73,0.91,1.10,44.97,68.04,4.04,4.63,87.12,86.96,68.00,0.10,1.44,62.31,206.50,0.00,164.18,13.50,0.30,38.14,86.73
30.00,8.76,0.00,9.06,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,10.92,14.20,4.00,9.80,12.75,47.66,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.68,24.59,60.99,2.58,28.12,0.00,18.16,121.00,14.49,26.24,0.60,7.00,7.50,7.50,2.20,64.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,6.13,8.45,18.96,0.86,1.10,46.07,69.76,4.26,4.97,87.12,89.45,82.00,0.10,1.48,59.12,201.89,0.00,160.95,13.50,0.26,31.76,84.75
31.00,7.72,0.00,7.46,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,8.52,13.48,4.00,9.80,13.36,47.18,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,11.11,25.20,63.52,2.58,28.12,0.00,18.16,111.00,14.49,22.59,0.60,7.00,7.50,7.50,2.20,79.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,5.40,7.23,18.96,0.72,1.10,51.97,70.45,4.72,5.05,79.92,91.39,96.00,0.10,1.52,52.23,191.61,0.00,148.17,13.50,0.22,25.39,82.43
32.00,4.68,0.00,4.81,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,5.22,11.27,4.00,9.80,13.06,46.31,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,9.30,25.80,66.05,2.58,28.12,0.00,18.16,89.00,14.49,15.32,0.60,7.00,7.50,7.50,2.20,93.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,5.25,6.51,18.96,0.52,1.10,56.68,70.12,4.68,5.24,64.08,93.32,109.00,0.00,1.52,37.32,152.56,0.00,109.20,13.50,0.17,18.74,66.67
33.00,3.36,0.00,2.79,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,1.39,5.48,4.00,9.80,13.01,44.79,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,4.41,25.90,67.11,2.58,28.12,0.00,18.16,58.00,14.49,7.74,0.60,7.00,7.50,7.50,2.20,103.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,4.55,5.76,18.96,0.45,1.10,59.36,73.28,4.66,5.63,41.76,93.91,117.00,0.00,1.56,18.46,75.30,0.00,51.38,13.50,0.11,12.09,33.72
34.00,0.55,0.00,0.60,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,0.16,0.30,4.00,9.80,13.10,43.85,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.31,26.00,68.17,2.58,28.12,0.00,18.16,19.00,14.49,2.50,0.60,7.00,7.50,7.50,2.20,109.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,4.35,5.59,18.96,0.31,1.10,60.03,73.15,4.67,5.50,13.68,94.49,121.00,0.00,1.60,5.30,8.07,0.00,11.56,13.50,0.06,6.41,3.57
35.00,0.18,0.00,0.09,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,0.00,0.01,4.00,9.80,13.71,43.65,0.00,11.11,11.50,3.50,17.97,16.04,7.00,10.63,1.40,0.00,26.03,68.68,2.58,28.12,0.00,18.16,1.00,14.49,0.20,0.60,7.00,7.50,7.50,2.20,111.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,3.90,4.81,18.96,0.11,1.10,65.92,76.95,4.88,5.76,0.72,94.75,121.00,0.00,1.64,0.81,0.27,0.00,0.49,13.50,0.01,0.72,0.00
36.00,0.00,0.00,0.00,14.00,4.50,7.30,4.50,10.05,2.60,0.00,3.50,0.00,0.00,0.00,4.00,9.80,14.05,42.09,0.00,11.11,15.46,3.50,17.97,16.04,7.00,10.63,1.40,0.00,26.06,69.18,2.58,28.12,0.00,18.16,0.00,14.49,0.10,0.60,7.00,7.50,7.50,2.20,110.00,9.00,9.00,3.00,10.70,0.00,8.00,0.00,3.26,4.09,18.96,0.05,1.10,67.03,75.65,4.46,5.66,0.00,95.01,117.00,0.00,1.68,0.00,0.00,0.00,0.00,13.50,0.00,0.36,0.00
