"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,14.91,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,20.80,15.00,0.00,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,20.20,60.40,2.10,26.70,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,43.30,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.66,13.16,18.90,0.00,0.00,0.00,1.00,50.00,62.60,2.10,1.20,0.00,77.50,53.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
2.00,0.00,14.95,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.30,14.83,0.00,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,19.20,56.80,2.10,26.70,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,36.70,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.07,11.51,18.90,0.00,0.00,0.00,1.00,41.30,53.90,1.70,1.00,0.00,75.60,47.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
3.00,0.00,14.98,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.70,15.22,0.00,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,17.90,52.30,2.10,26.70,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,29.60,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.11,11.51,18.90,0.00,0.00,0.00,1.00,34.80,47.50,1.20,0.80,0.00,73.40,39.20,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
4.00,0.00,15.17,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.80,15.90,0.00,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,0.00,16.20,46.90,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,25.10,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.26,11.54,18.90,0.00,0.00,0.00,1.00,29.20,42.30,1.00,0.70,0.00,69.00,32.10,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
5.00,0.00,15.34,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.70,16.49,0.00,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,0.00,14.40,41.30,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,21.40,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.16,11.57,18.90,0.00,0.00,0.00,1.00,26.10,40.30,0.90,0.50,0.00,63.80,25.40,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
6.00,0.00,15.38,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.90,17.04,0.00,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,0.00,12.80,36.50,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,15.60,7.50,19.51,6.00,10.80,6.99,4.20,2.40,6.97,11.58,18.90,0.00,0.00,0.00,1.00,23.00,38.10,0.70,0.40,0.00,59.00,18.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
7.00,0.00,16.20,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,22.10,17.25,0.00,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,0.00,11.30,31.90,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,9.00,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.04,11.70,18.90,0.00,0.00,0.00,1.00,20.20,35.20,0.40,0.20,0.00,54.30,11.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
8.00,0.00,16.60,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.90,17.34,0.00,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,0.00,10.00,27.80,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,7.00,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.20,11.84,18.90,0.00,0.00,0.00,1.00,17.80,32.60,0.30,0.20,0.00,50.80,9.20,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
9.00,0.00,16.63,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.60,17.15,0.00,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,0.00,8.80,23.90,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,6.40,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.48,11.97,18.90,0.00,0.00,0.00,1.00,16.60,30.80,0.20,0.20,0.00,47.60,9.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
10.00,0.00,16.89,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,21.20,16.86,0.00,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,0.00,8.30,21.30,2.10,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,6.70,7.50,19.51,6.00,10.80,6.99,4.20,2.40,7.80,12.08,18.90,0.00,0.00,0.00,1.00,15.50,29.10,0.20,0.20,0.00,46.30,10.30,0.00,2.00,0.20,1.80,11.00,0.00,0.00,0.00,0.51
