"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,72.37,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,107.00,0.00,5.13,2.82,103.05,83.12,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,72.80,4.43,16.84,144.33,0.00,0.00,60.26,60.94,27.66,120.62,191.77,178.05,1.81,70.49,44.14,48.36,48.89,54.67,17.45,0.00,0.00,25.00,25.00,28.73,40.31,125.90
2.00,75.63,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,116.77,0.00,5.13,2.82,103.05,83.37,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,79.81,4.43,18.46,150.08,0.00,0.00,49.72,61.15,49.88,131.32,197.14,184.23,3.92,74.91,48.54,47.35,48.52,54.67,16.63,16.61,16.61,28.49,28.49,20.62,86.46,130.29
3.00,78.57,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,123.24,0.00,5.13,2.82,103.05,81.09,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,85.48,4.43,19.77,165.01,0.00,0.00,67.10,38.48,38.48,179.55,192.52,181.13,2.66,0.00,66.99,59.24,53.70,54.67,0.00,0.00,30.55,41.69,41.70,20.62,110.22,132.43
4.00,76.69,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,118.56,0.00,5.13,2.82,103.05,79.64,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,81.93,4.43,18.95,158.67,0.00,0.00,67.10,35.56,35.56,173.30,186.11,173.40,2.66,70.99,56.46,53.41,48.83,54.67,0.00,0.00,30.55,31.86,31.86,20.62,92.31,130.38
5.00,75.73,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,119.96,0.00,5.13,2.82,103.05,79.37,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,78.23,4.43,18.10,157.50,0.00,0.00,65.46,66.24,25.94,152.28,195.97,183.04,3.70,70.82,51.70,53.34,48.73,54.67,0.00,23.24,23.23,27.79,27.79,23.32,68.22,130.68
6.00,76.15,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,112.63,0.00,5.13,2.82,103.05,77.05,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,71.39,4.43,16.51,151.59,0.00,0.00,42.63,58.81,42.71,118.70,197.14,184.23,3.02,70.45,43.28,53.28,48.72,54.67,0.00,18.07,18.07,25.00,25.00,20.62,63.07,126.20
7.00,76.20,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,107.38,0.00,5.13,2.82,103.05,75.18,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,66.12,4.43,15.30,145.66,0.00,0.00,67.10,61.17,0.00,179.60,140.71,178.86,2.32,69.99,38.23,49.30,52.85,54.67,0.00,25.38,0.00,25.00,25.00,40.63,40.63,123.06
8.00,78.01,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,102.79,0.00,5.13,2.82,103.05,72.57,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,57.92,4.43,13.40,144.33,0.00,0.00,65.18,66.11,0.00,168.19,180.55,163.41,1.46,67.62,31.49,51.08,51.00,54.67,0.00,12.09,0.00,25.00,25.00,33.54,52.58,120.24
9.00,76.24,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,91.34,0.00,5.13,2.82,103.05,69.24,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,40.01,4.43,9.25,144.33,0.00,0.00,25.73,23.81,50.13,177.23,146.00,151.84,1.34,0.00,73.46,53.33,48.74,54.67,0.00,10.31,0.00,25.00,25.00,83.69,0.00,115.23
10.00,75.73,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,83.83,0.00,5.13,2.82,103.05,67.24,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,24.49,4.43,5.66,144.33,0.00,0.00,21.21,28.70,21.19,166.41,178.67,101.72,1.34,0.00,53.63,51.62,50.45,54.67,0.00,10.31,0.00,25.00,25.00,75.47,0.00,112.44
11.00,74.23,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,76.55,0.00,5.13,2.82,103.05,64.84,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,16.49,4.43,3.81,144.33,0.00,0.00,23.12,20.95,0.00,175.73,197.14,0.00,1.34,0.00,36.93,49.94,46.08,54.67,0.00,10.31,0.00,25.00,25.00,20.62,0.00,109.42
12.00,78.57,29.95,67.13,644.05,209.52,4.55,1.99,88.41,19.19,0.89,33.01,14.92,115.71,0.00,5.13,2.82,103.05,67.39,67.00,33.35,33.75,78.36,16.66,1.97,6.88,56.31,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,20.62,0.00,184.17,184.72,0.00,1.34,0.00,0.00,52.94,55.19,54.67,0.00,10.31,0.00,25.00,25.00,0.00,0.00,124.81
