"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.00,18.63,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,9.73,16.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,2.00,8.73,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,58.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,13.29,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.13,0.94,0.00,5.00,46.00,0.00,1.28,0.00,0.00,6.00
2.00,0.00,18.38,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,8.87,15.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,2.32,9.87,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,51.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,12.39,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,0.99,0.98,0.00,5.00,35.00,0.00,1.32,0.00,0.00,6.00
3.00,0.00,18.47,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,8.16,14.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,2.68,11.00,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,41.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,11.59,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,0.92,1.00,0.00,5.00,25.00,0.00,1.32,0.00,0.00,6.00
4.00,0.00,18.62,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,7.94,13.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,3.18,12.06,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,31.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,11.08,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.06,1.00,0.00,5.00,22.00,0.00,1.32,0.00,0.00,6.00
5.00,0.00,19.19,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,7.74,12.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,3.60,13.05,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,30.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,10.58,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.16,1.01,0.00,5.00,21.00,0.00,1.32,0.00,0.00,6.00
6.00,0.00,19.29,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,7.63,12.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,3.76,13.85,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,29.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,10.10,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.16,1.02,0.00,5.00,21.00,0.00,1.28,0.00,0.00,6.00
7.00,0.00,19.21,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,7.70,12.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,3.88,14.32,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,24.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,9.72,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.18,1.02,0.00,5.00,18.00,0.00,1.24,0.00,0.00,6.00
8.00,0.00,19.10,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,8.29,12.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,3.86,13.83,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,24.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,9.59,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.27,1.00,0.00,5.00,19.00,0.00,1.24,0.00,0.00,6.00
9.00,0.00,19.07,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,8.84,12.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,3.87,13.41,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,23.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,9.48,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.30,0.94,0.00,5.00,20.00,0.00,1.24,0.00,0.00,6.00
10.00,0.00,19.48,0.00,0.00,4.20,7.90,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,9.28,12.00,8.00,4.30,15.53,1.80,17.86,13.79,4.00,5.50,1.40,0.00,3.98,13.23,2.05,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,21.00,7.50,11.00,18.16,3.00,10.70,8.65,7.50,1.20,9.42,10.00,18.00,0.00,0.00,0.00,1.23,7.70,7.00,1.13,0.77,0.00,5.00,19.00,0.00,1.20,0.00,0.00,6.00
