"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.68,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,4.00,12.00,3.80,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,27.17,76.69,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,68.00,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,1.35,0.74,18.00,0.00,1.00,68.60,85.03,8.66,7.23,0.00,107.01,18.90,0.00,2.00,0.00
2.00,0.00,23.73,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,5.97,19.70,4.70,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,22.20,60.96,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,41.04,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.71,0.57,18.00,0.00,1.00,65.30,77.14,3.73,2.59,0.00,100.62,13.90,0.00,2.00,0.00
3.00,0.00,23.46,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,5.40,16.86,4.40,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,21.22,58.38,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,36.35,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.50,0.52,18.00,0.00,1.00,62.70,74.66,3.03,2.21,0.00,97.57,14.40,0.00,2.00,0.00
4.00,0.00,23.80,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,5.23,15.55,3.40,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,20.11,55.39,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,36.47,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.46,0.56,18.00,0.00,1.00,60.20,74.07,2.91,2.16,0.00,94.69,15.10,0.00,2.00,0.00
5.00,0.00,23.93,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,5.13,14.36,3.40,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,19.22,52.70,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,35.64,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.44,0.62,18.00,0.00,1.00,57.00,73.11,2.79,2.10,0.00,92.25,15.90,0.00,2.00,0.00
6.00,0.00,23.90,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,5.24,13.49,3.60,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,19.00,50.93,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,31.95,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.49,0.73,18.00,0.00,1.00,54.20,71.03,2.62,2.03,0.00,91.10,16.60,0.00,2.00,0.00
7.00,0.00,23.77,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,5.20,12.91,3.60,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.79,49.41,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,27.93,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.52,0.82,18.00,0.00,1.00,52.30,68.80,2.44,1.95,0.00,90.28,16.40,0.00,2.00,0.00
8.00,0.00,23.85,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,4.72,13.15,0.00,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.60,48.69,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,22.93,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.49,0.86,18.00,0.00,1.00,50.20,66.11,2.22,1.80,0.00,90.45,16.30,0.00,2.00,0.00
9.00,0.00,23.85,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,4.22,13.17,0.00,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.45,48.06,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,19.29,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.46,0.91,18.00,0.00,1.00,47.60,63.81,2.06,1.69,0.00,90.50,16.20,0.00,2.00,0.00
10.00,0.00,23.99,0.00,13.80,3.00,7.40,12.29,19.22,1.50,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.40,3.68,12.49,0.00,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.00,18.40,47.71,3.30,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,19.74,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,0.46,0.98,18.00,0.00,1.00,45.20,62.69,2.08,1.70,0.00,90.22,15.80,0.00,2.00,0.00
