"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,10.13,18.09,10.23,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,8.27,15.06,3.10,3.29,6.40,9.93,10.77,2.80,2.30,6.00,2.50,18.84,9.90,3.00,4.50,0.00,11.80,16.90,40.24,2.15,28.12,3.50,11.74,118.00,14.49,29.97,0.60,3.40,3.40,4.00,2.30,34.73,5.50,5.00,2.20,10.43,8.20,3.80,1.15,13.42,10.95,18.40,0.58,0.43,35.59,58.66,2.81,3.02,84.96,66.00,33.92,0.40,1.32,71.20,216.38,10.63,173.31,12.14,0.19,34.47,84.64,7.47
2.00,12.55,18.16,12.12,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,8.27,14.93,3.10,3.29,6.40,9.55,11.15,3.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.12,17.42,42.71,2.15,28.12,3.50,11.75,124.00,14.49,31.00,0.60,3.40,3.40,4.00,2.30,37.29,5.50,5.00,2.20,10.43,8.20,3.80,1.15,14.53,11.62,18.40,0.79,0.43,37.19,58.59,3.16,3.19,89.28,67.98,36.43,0.40,1.31,72.50,217.61,10.63,179.21,12.14,0.25,38.72,89.07,7.62
3.00,13.41,18.25,13.41,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,11.23,15.06,3.10,3.29,6.40,9.52,15.46,3.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.32,17.68,44.79,2.15,28.12,3.50,11.75,126.00,14.49,31.08,0.60,3.40,3.40,4.00,2.30,38.86,5.50,5.00,2.20,10.43,8.20,3.80,1.15,14.36,11.88,18.40,0.98,0.43,39.31,60.15,3.55,3.43,90.72,69.72,38.93,0.30,1.30,72.80,219.43,10.63,180.34,12.14,0.31,39.43,89.89,7.95
4.00,14.96,18.30,14.77,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,11.23,15.04,3.10,3.30,6.40,9.20,18.87,3.70,2.30,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.37,17.79,46.05,2.15,28.12,3.50,11.76,126.00,14.49,30.87,0.60,3.40,3.40,4.00,2.30,41.42,5.50,5.00,2.20,10.43,8.20,3.80,1.15,14.04,11.89,18.40,1.10,0.43,41.41,61.82,3.93,3.67,90.72,70.13,41.44,0.20,1.29,72.50,219.93,10.63,180.33,12.14,0.34,39.58,90.18,8.03
5.00,15.50,18.11,15.55,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.97,15.19,0.00,3.30,6.40,10.48,24.95,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.50,18.05,46.41,2.15,28.12,3.50,11.76,125.00,14.49,30.78,0.60,3.40,3.40,4.00,2.30,41.98,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.11,12.56,18.40,1.20,0.43,44.52,65.11,4.44,4.10,90.00,71.07,43.94,0.20,1.28,72.10,220.25,10.63,179.11,12.14,0.36,39.37,89.50,8.00
6.00,16.12,18.15,16.21,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.97,15.32,0.00,3.30,6.40,11.25,27.67,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.61,18.38,47.09,2.15,28.12,3.50,11.75,126.00,14.49,30.49,0.60,3.40,3.40,4.00,2.30,41.55,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.27,12.71,18.40,1.22,0.43,47.85,68.44,5.01,4.60,90.72,71.98,45.45,0.10,1.28,71.50,220.05,10.63,177.61,12.14,0.37,38.99,88.55,8.00
7.00,16.33,18.13,16.50,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,13.34,15.30,0.00,3.30,6.40,13.76,38.46,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.58,18.47,47.60,2.15,28.12,3.50,11.75,126.00,14.49,30.27,0.60,3.40,3.40,4.00,2.30,41.11,5.50,5.00,2.20,10.43,8.20,3.80,1.15,16.13,13.56,18.40,1.21,0.43,50.70,70.93,5.57,5.09,90.72,71.38,47.95,0.10,1.27,71.20,219.82,10.63,176.84,12.14,0.38,38.56,88.19,8.01
8.00,15.98,19.17,16.37,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,13.34,15.33,0.00,3.30,6.40,15.07,43.45,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.58,18.45,47.18,2.15,28.12,3.50,11.75,126.00,14.49,30.18,0.60,3.40,3.40,4.00,2.30,42.68,5.50,5.00,2.20,10.43,8.20,3.80,1.15,16.10,13.65,18.40,1.23,0.43,53.66,73.37,6.17,5.55,90.72,69.87,52.46,0.10,1.26,71.00,219.79,10.63,175.87,12.14,0.39,38.12,87.35,8.07
9.00,15.88,0.00,16.20,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.51,15.39,0.00,4.95,6.40,17.97,53.14,3.70,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.59,18.35,48.21,2.15,28.12,3.50,11.75,126.00,14.49,30.20,0.60,3.40,3.40,4.00,2.30,46.24,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.96,13.86,18.40,1.22,0.43,56.83,75.40,6.71,6.07,90.72,68.75,58.96,0.10,1.25,71.10,220.51,10.63,175.41,12.14,0.39,38.14,86.70,8.14
10.00,14.60,0.00,15.33,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,12.51,15.48,0.00,6.56,6.40,19.07,55.47,0.60,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,12.65,18.46,48.89,2.15,28.12,3.50,11.75,127.00,14.49,30.38,0.60,3.40,3.40,4.00,2.30,50.80,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.87,14.08,18.40,1.22,0.43,60.13,77.41,7.42,6.51,91.44,68.58,66.47,0.10,1.22,71.40,221.25,10.63,175.54,12.14,0.40,38.34,86.42,8.18
