"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,19.91,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,0.00,0.00,0.00,11.66,0.00,5.60,15.70,18.20,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.00,9.14,24.96,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,12.50,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.80,4.20,18.00,0.00,0.00,0.00,1.23,24.50,36.60,0.90,0.60,0.00,49.40,7.20,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
2.00,0.00,20.10,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,0.00,0.00,0.00,11.66,0.00,5.60,16.10,17.40,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.00,9.25,23.88,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,9.10,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.40,3.90,18.00,0.00,0.00,0.00,1.23,21.90,33.50,0.90,0.50,0.00,49.20,5.10,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
3.00,0.00,20.00,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,0.00,0.00,0.00,11.66,0.00,5.60,16.50,16.60,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.00,9.30,22.80,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,6.60,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.00,3.60,18.00,0.00,0.00,0.00,1.23,19.40,30.50,0.80,0.40,0.00,48.90,3.60,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
4.00,0.00,19.99,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,0.00,0.00,0.00,11.66,0.00,5.60,17.70,16.90,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.00,9.20,21.71,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,5.90,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.10,3.90,18.00,0.00,0.00,0.00,1.23,18.60,28.80,0.70,0.40,0.00,47.60,2.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
5.00,0.00,20.04,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,0.00,0.00,0.00,11.66,0.00,5.60,19.10,17.60,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.00,9.03,20.76,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,5.90,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.40,4.50,18.00,0.00,0.00,0.00,1.23,18.40,27.50,0.60,0.40,0.00,45.90,2.20,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
6.00,0.00,19.93,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,0.00,0.00,0.00,11.66,0.00,5.60,20.40,18.70,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.00,8.67,20.17,2.40,28.12,8.00,17.49,0.00,17.01,0.00,0.60,19.44,19.44,19.44,1.20,6.10,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.50,4.70,18.00,0.00,0.00,0.00,1.23,17.00,25.50,0.50,0.30,0.00,44.70,2.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.43
7.00,0.01,19.94,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,0.00,0.26,0.03,11.66,0.00,5.60,21.70,20.00,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.01,8.41,19.74,2.40,28.12,8.00,17.49,0.75,17.01,0.24,0.60,19.44,19.44,19.44,1.20,6.30,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.50,4.80,18.00,0.00,0.00,0.00,1.23,15.20,23.10,0.40,0.30,0.70,43.80,2.60,0.00,2.00,0.17,2.18,11.00,0.60,0.00,0.00,0.87
8.00,0.24,20.46,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,4.00,1.69,0.69,11.66,0.00,5.60,21.90,19.60,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,0.79,8.43,19.76,2.40,28.12,8.00,17.49,12.22,17.01,2.82,0.60,19.44,19.44,19.44,1.20,7.20,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.60,5.10,18.00,0.00,0.00,0.00,1.23,14.00,21.60,0.40,0.30,11.38,43.80,3.80,0.00,2.00,6.53,41.91,11.00,13.27,0.00,0.00,6.16
9.00,1.17,21.04,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,5.00,3.49,2.32,11.66,0.00,5.60,21.80,18.50,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,3.05,8.49,19.74,2.40,28.12,8.00,17.49,36.37,17.01,8.24,0.60,19.44,19.44,19.44,1.20,8.20,7.50,18.00,4.00,10.80,0.00,5.20,2.40,3.80,5.30,18.00,0.00,0.00,0.02,1.23,13.00,20.30,0.40,0.40,33.26,44.10,5.40,0.00,2.00,18.74,104.22,11.00,40.40,0.00,0.01,11.45
10.00,3.03,21.41,0.00,0.00,4.20,8.10,7.20,9.50,1.78,0.40,2.50,15.00,7.17,4.73,11.66,0.00,5.60,20.40,21.60,0.00,4.00,8.20,4.20,17.30,9.50,11.66,15.55,1.40,6.01,8.68,19.62,2.40,28.12,8.00,17.49,70.25,17.01,15.69,0.60,19.44,19.44,19.44,1.20,9.00,7.50,18.00,4.00,10.80,0.00,5.20,2.40,4.00,5.50,18.00,0.00,0.00,0.05,1.23,12.90,19.90,0.50,0.50,58.77,44.70,6.90,0.00,2.00,33.09,170.55,11.00,72.01,0.00,0.04,22.19
