"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,0.00,16.57,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,20.27,30.52,0.00,3.00,15.41,3.80,17.56,14.24,13.66,17.56,1.40,0.00,21.45,63.79,2.20,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,67.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.17,3.84,18.90,0.00,1.00,47.58,51.47,5.97,2.95,0.00,73.22,47.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
2.00,0.00,16.57,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,20.27,30.52,0.00,3.00,15.41,3.80,17.56,14.24,13.66,17.56,1.40,0.00,21.19,62.64,2.20,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,65.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.17,3.84,18.90,0.00,1.00,47.58,51.47,5.97,2.95,0.00,72.42,46.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
3.00,0.00,16.48,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,20.94,29.84,0.00,3.00,15.41,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.93,61.53,2.20,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,64.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.33,4.10,18.90,0.00,1.00,38.33,42.09,4.73,2.24,0.00,71.63,45.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
4.00,0.00,17.11,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,21.61,29.47,0.00,3.00,11.71,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.74,60.70,2.20,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,62.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.45,4.15,18.90,0.00,1.00,38.33,42.09,4.73,2.24,0.00,71.24,44.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
5.00,0.00,17.10,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,22.16,28.07,0.00,3.00,11.71,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.63,60.17,2.20,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,59.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.62,4.36,18.90,0.00,1.00,38.33,42.09,4.73,2.24,0.00,70.86,42.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
6.00,0.00,17.45,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,22.69,26.32,0.00,3.00,11.71,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.54,59.70,2.20,26.90,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,56.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.81,4.61,18.90,0.00,1.00,38.33,42.09,4.73,2.24,0.00,70.97,41.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
7.00,0.00,17.58,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,23.36,24.52,0.00,3.00,11.71,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.48,59.28,2.20,26.90,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,53.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.89,4.75,18.90,0.00,1.00,38.33,42.09,4.73,2.24,0.00,71.08,40.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
8.00,0.00,17.73,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,24.08,22.69,0.00,3.00,11.71,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.51,58.87,2.20,26.90,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,52.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,1.93,4.85,18.90,0.00,1.00,38.33,42.09,4.73,2.24,0.00,71.07,40.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
9.00,0.00,17.84,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,3.80,24.14,21.48,0.00,3.00,11.71,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.62,58.46,2.20,26.90,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,50.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,2.10,5.19,18.90,0.00,1.00,31.50,34.02,4.07,2.24,0.00,71.05,39.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
10.00,0.00,17.91,0.00,14.00,4.20,8.10,6.00,7.30,1.60,0.00,2.50,0.00,0.02,0.00,17.56,0.00,3.80,23.99,20.46,0.00,3.00,11.71,3.80,17.56,14.24,13.66,17.56,1.40,0.00,20.77,58.93,2.20,26.90,19.51,18.05,0.52,17.95,0.51,0.60,19.51,19.51,19.51,1.20,49.00,9.00,19.51,6.00,10.70,8.10,5.50,2.40,2.32,5.61,18.90,0.00,1.00,31.50,34.02,4.07,2.24,0.38,71.67,38.00,0.00,2.00,0.00,0.00,11.00,0.00,12.00,0.00,0.00
