"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,11.94,20.25,11.73,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,6.82,15.98,3.10,7.59,15.18,26.28,0.70,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,13.01,4.52,16.99,2.30,28.00,3.12,15.46,124.00,14.49,29.17,0.60,4.00,4.60,4.80,1.15,10.20,6.40,6.00,2.30,10.70,8.22,5.20,2.30,13.87,14.66,18.00,0.95,0.24,18.43,27.74,3.57,2.62,89.28,13.31,10.60,0.00,1.16,53.67,214.10,11.00,170.12,17.69,0.40,38.65,85.95
2.00,9.57,20.27,9.74,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,6.82,15.88,3.10,7.59,15.69,27.15,0.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,12.82,5.11,18.91,2.30,28.00,3.12,15.46,124.00,14.49,27.41,0.60,4.00,4.60,4.80,1.15,7.10,6.40,6.00,2.30,10.70,8.22,5.20,2.30,12.87,13.98,18.00,0.89,0.24,19.96,28.73,3.48,2.52,89.28,16.00,10.10,0.00,1.16,47.22,211.89,11.00,164.80,17.69,0.39,32.97,81.41
3.00,8.55,20.16,8.26,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,3.32,15.33,3.10,7.59,15.58,27.87,0.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,12.23,5.79,21.72,2.30,28.00,3.12,15.46,119.00,14.49,24.18,0.60,4.00,4.60,4.80,1.15,13.20,6.40,6.00,2.30,10.70,8.22,5.20,2.30,12.79,13.95,18.00,0.75,0.24,27.24,30.60,4.58,2.98,85.68,25.88,9.40,0.00,1.12,39.37,204.10,11.00,154.91,17.69,0.36,27.29,75.09
4.00,5.54,20.06,5.64,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,3.32,13.98,3.10,7.59,15.68,29.41,0.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,10.86,6.47,23.05,2.30,28.00,3.12,15.46,102.00,14.49,17.95,0.60,4.00,4.60,4.80,1.15,9.30,6.40,6.00,2.30,10.70,8.22,5.20,2.30,11.46,13.01,18.00,0.54,0.24,28.97,38.36,4.74,3.05,73.44,22.87,8.70,0.00,1.16,29.03,174.78,11.00,110.57,17.69,0.31,20.48,46.06
5.00,4.28,20.01,3.73,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.19,9.26,3.10,7.59,13.59,30.19,0.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,5.33,6.97,25.56,2.30,28.00,3.12,15.46,75.00,14.49,10.45,0.60,4.00,4.60,4.80,1.15,10.70,6.40,6.00,2.30,10.70,8.22,5.20,2.30,11.29,12.87,18.00,0.47,0.24,33.13,34.34,5.29,3.60,54.00,37.11,7.40,0.00,1.24,17.56,94.30,11.00,53.89,17.69,0.23,13.67,16.21
6.00,1.15,20.10,1.15,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.19,2.09,3.10,7.59,12.33,29.81,0.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,0.61,7.44,27.20,2.30,28.00,3.12,15.46,37.00,14.49,3.92,0.60,4.00,4.60,4.80,1.15,10.00,6.40,6.00,2.30,10.70,8.22,5.20,2.30,11.54,13.17,18.00,0.32,0.24,34.08,47.16,5.82,3.75,26.64,31.58,6.20,0.00,1.32,7.36,22.57,11.00,14.32,17.69,0.14,7.19,1.37
7.00,0.48,19.89,0.28,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.04,3.10,7.59,9.80,26.83,0.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,0.02,8.00,28.98,2.30,28.00,3.12,15.46,5.00,14.49,0.30,0.60,4.00,4.60,4.80,1.15,26.20,6.40,6.00,2.30,10.70,8.22,5.20,2.30,10.06,12.17,18.00,0.11,0.53,41.30,56.57,6.63,4.23,3.60,35.81,5.10,0.00,1.44,1.84,0.52,11.00,1.25,17.69,0.05,0.70,0.00
8.00,0.00,19.84,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,8.92,26.89,0.00,4.30,15.46,2.50,17.39,8.00,3.50,5.00,1.40,0.00,8.59,31.15,2.30,28.00,3.12,15.46,0.00,14.49,0.10,0.60,4.00,4.60,4.80,1.15,36.50,6.40,6.00,2.30,10.70,8.22,5.20,2.30,9.06,11.05,18.00,0.05,0.49,42.11,57.88,6.58,4.38,0.00,47.99,4.10,0.00,1.48,0.00,0.00,11.00,0.00,17.69,0.02,0.35,0.00
9.00,0.00,19.75,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,7.54,21.67,6.80,4.30,15.46,2.50,17.39,8.00,3.50,5.00,1.40,0.00,9.22,33.31,2.30,28.00,3.12,15.46,0.00,14.49,0.00,0.60,4.00,4.60,4.80,1.15,52.70,6.40,6.00,2.30,10.70,8.22,5.20,2.30,7.82,10.16,18.00,0.00,0.50,44.60,61.48,6.46,4.38,0.00,49.74,3.80,0.00,1.52,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
10.00,0.00,19.77,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,7.04,23.93,8.10,4.30,15.46,2.50,17.39,8.00,3.50,5.00,1.40,0.00,9.90,36.20,2.30,28.00,3.12,15.46,0.00,14.49,0.00,0.60,4.00,4.60,4.80,1.15,58.90,6.40,6.00,2.30,10.70,8.22,5.20,2.30,7.65,9.45,18.00,0.00,0.49,45.17,64.08,6.86,4.80,0.00,40.42,3.60,0.00,1.52,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
11.00,0.00,19.86,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,5.86,17.10,8.00,4.30,15.46,2.50,17.39,8.00,3.50,5.00,1.40,0.00,10.21,36.43,2.30,28.00,3.12,15.46,0.00,14.49,0.00,0.60,4.00,4.60,4.80,1.15,55.00,6.40,6.00,2.30,10.70,8.22,5.20,2.30,7.62,9.59,18.00,0.00,0.49,50.76,65.42,6.59,4.44,0.00,40.58,7.00,0.00,1.52,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
12.00,0.00,19.53,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,5.41,15.09,8.00,4.30,15.46,2.50,17.39,8.00,3.50,5.00,1.40,0.00,10.50,36.13,2.30,28.00,3.12,15.46,0.00,14.49,0.00,0.60,4.00,4.60,4.80,1.15,51.10,6.40,6.00,2.30,10.70,8.22,5.20,2.30,7.04,9.18,18.00,0.00,0.49,50.62,66.34,6.86,4.41,0.00,51.70,10.50,0.00,1.48,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
13.00,0.00,20.07,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,4.56,8.78,8.00,4.30,15.46,2.50,17.39,8.00,3.50,5.00,1.40,0.00,10.72,37.55,2.30,28.00,3.12,15.46,0.00,14.49,0.00,0.60,4.00,4.60,4.80,1.15,53.60,6.40,6.00,2.30,10.70,8.22,5.20,2.30,7.15,9.02,18.00,0.00,0.49,41.90,61.45,5.31,3.72,0.00,52.38,15.80,0.00,1.52,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
14.00,0.00,20.22,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,4.21,7.73,8.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,0.00,10.92,37.67,2.30,28.00,3.12,15.46,0.00,14.49,0.00,0.60,4.00,4.60,4.80,1.15,56.20,6.40,6.00,2.30,10.70,8.22,5.20,2.30,8.03,10.37,18.00,0.00,0.49,41.28,61.46,4.66,3.09,0.00,62.25,21.20,0.00,1.52,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
15.00,0.00,20.34,0.00,14.00,4.50,7.00,3.60,6.30,1.60,0.00,3.50,21.01,0.00,0.00,3.10,7.59,2.94,4.45,8.00,4.30,5.97,2.50,17.39,8.00,3.50,5.00,1.40,0.00,11.05,38.88,2.30,28.00,3.12,15.46,0.00,14.49,0.00,0.60,4.00,4.60,4.80,1.15,55.00,6.40,6.00,2.30,10.70,8.22,5.20,2.30,8.30,10.46,18.00,0.00,0.49,36.12,55.70,3.93,2.76,0.00,60.75,26.80,0.00,1.48,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
