"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.216,0.253,25.882,29.978,0.076,0.130,0.429,0.045,300.000,0.720,0.148,0.723,0.591,0.758,2.628,356.298,0.336,0.137,25.782,0.313,0.368,0.809,0.022,0.030,0.470,0.031
2.000,0.000,0.220,0.238,25.882,29.976,0.076,0.141,0.439,0.045,300.000,0.720,0.148,0.746,0.544,0.757,2.755,356.298,0.338,0.133,25.704,0.326,0.386,0.819,0.024,0.030,0.465,0.031
3.000,0.000,0.224,0.222,25.882,29.977,0.076,0.148,0.448,0.045,300.000,0.720,0.148,0.768,0.520,0.755,2.883,356.298,0.338,0.135,25.626,0.338,0.404,0.829,0.025,0.030,0.460,0.031
4.000,0.000,0.228,0.207,25.882,29.988,0.076,0.145,0.457,0.045,300.000,0.720,0.148,0.791,0.505,0.753,3.011,356.298,0.339,0.149,25.548,0.351,0.422,0.839,0.027,0.030,0.456,0.031
5.000,0.000,0.233,0.192,25.882,30.006,0.076,0.135,0.467,0.045,300.000,0.720,0.148,0.814,0.496,0.757,3.139,356.298,0.340,0.164,25.470,0.364,0.441,0.848,0.029,0.030,0.451,0.031
6.000,0.000,0.237,0.177,25.882,30.025,0.076,0.124,0.476,0.045,300.000,0.720,0.148,0.837,0.491,0.767,3.266,356.298,0.340,0.180,25.392,0.377,0.459,0.858,0.031,0.030,0.446,0.031
7.000,0.000,0.241,0.161,25.882,30.045,0.076,0.113,0.486,0.045,300.000,0.720,0.148,0.859,0.487,0.787,3.394,356.298,0.340,0.195,25.314,0.389,0.477,0.868,0.032,0.030,0.442,0.031
8.000,0.000,0.245,0.146,25.882,30.064,0.076,0.101,0.495,0.045,300.000,0.720,0.148,0.882,0.485,0.808,3.445,356.298,0.340,0.210,25.312,0.402,0.495,0.877,0.034,0.030,0.437,0.031
9.000,0.000,0.249,0.131,25.882,30.082,0.076,0.092,0.504,0.045,300.000,0.720,0.148,0.905,0.483,0.817,3.445,356.298,0.341,0.226,25.361,0.415,0.513,0.887,0.036,0.030,0.433,0.031
10.000,0.000,0.254,0.115,25.882,30.095,0.076,0.087,0.514,0.045,300.000,0.720,0.148,0.928,0.482,0.816,3.445,356.298,0.341,0.241,25.411,0.428,0.531,0.897,0.038,0.030,0.428,0.031
11.000,0.000,0.258,0.100,25.882,30.101,0.076,0.090,0.523,0.045,300.000,0.720,0.148,0.951,0.481,0.814,3.445,356.298,0.341,0.243,25.461,0.441,0.549,0.906,0.040,0.030,0.424,0.031
12.000,0.000,0.262,0.085,25.882,30.117,0.076,0.082,0.523,0.045,300.000,0.720,0.148,0.973,0.481,0.812,3.445,356.298,0.341,0.255,25.510,0.453,0.567,0.916,0.041,0.030,0.419,0.031
13.000,0.000,0.266,0.069,25.882,30.134,0.076,0.073,0.524,0.045,300.000,0.720,0.148,0.996,0.481,0.811,3.445,356.298,0.341,0.258,25.560,0.466,0.578,0.926,0.043,0.030,0.415,0.031
14.000,0.000,0.270,0.054,25.882,30.153,0.076,0.062,0.524,0.045,300.000,0.720,0.148,1.019,0.480,0.809,3.445,356.298,0.341,0.270,25.610,0.479,0.578,0.936,0.045,0.030,0.410,0.031
15.000,0.000,0.269,0.044,25.882,30.159,0.072,0.064,0.524,0.045,300.000,0.720,0.148,1.042,0.480,0.807,3.445,356.298,0.341,0.270,25.659,0.492,0.578,0.945,0.047,0.030,0.406,0.031
16.000,0.000,0.266,0.036,25.882,30.170,0.068,0.062,0.525,0.045,300.000,0.720,0.148,1.065,0.480,0.805,3.445,356.298,0.341,0.270,25.709,0.504,0.578,0.954,0.048,0.030,0.402,0.031
17.000,0.000,0.263,0.028,25.882,30.178,0.064,0.062,0.525,0.045,300.000,0.720,0.148,1.087,0.480,0.804,3.445,356.298,0.341,0.262,25.759,0.517,0.578,0.964,0.050,0.030,0.398,0.031
18.000,0.000,0.260,0.020,25.882,30.186,0.060,0.062,0.525,0.045,300.000,0.720,0.148,1.110,0.480,0.802,3.445,356.298,0.341,0.254,25.808,0.530,0.578,0.973,0.052,0.030,0.393,0.031
