"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,14.70,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,21.80,4.80,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,28.20,78.15,2.45,27.71,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,77.60,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,4.70,9.20,18.00,0.00,0.00,0.00,0.00,95.32,89.31,11.20,9.85,0.00,106.22,88.90,0.00,1.20,0.00,0.00,0.00,12.50
2.00,0.00,14.80,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,22.30,5.80,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.90,78.59,2.45,27.75,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,78.30,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,4.80,9.20,18.00,0.00,0.00,0.00,0.00,95.50,89.16,11.20,9.93,0.00,106.17,90.00,0.00,1.16,0.00,0.00,0.00,12.50
3.00,0.00,14.54,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,22.90,6.90,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.70,79.12,2.45,27.77,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,79.10,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,4.70,9.00,18.00,0.00,0.00,0.00,0.00,96.55,89.11,11.20,9.87,0.00,106.11,91.00,0.00,1.16,0.00,0.00,0.00,12.50
4.00,0.00,14.83,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,23.40,9.90,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.50,79.73,2.45,27.69,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,80.20,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,4.80,9.00,18.00,0.00,0.00,0.00,0.00,97.89,89.10,11.30,9.76,0.00,106.55,95.60,0.00,1.16,0.00,0.00,0.00,12.50
5.00,0.00,15.26,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,23.90,13.40,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.40,80.33,2.45,27.71,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,81.20,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,5.00,8.90,18.00,0.00,0.00,0.00,0.00,98.09,89.50,11.50,10.16,0.00,106.99,101.20,0.00,1.16,0.00,0.00,0.00,12.50
6.00,0.00,15.66,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,24.30,16.80,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,27.00,80.90,2.45,27.75,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,82.10,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,5.10,9.20,18.00,0.00,0.00,0.00,0.00,97.92,90.04,11.70,10.72,0.00,108.10,104.20,0.00,1.16,0.00,0.00,0.00,12.50
7.00,0.00,15.41,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,3.10,0.00,7.60,24.80,20.10,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.00,26.50,81.58,2.45,27.77,5.00,10.68,0.00,16.12,0.00,0.60,2.90,3.40,3.50,1.20,83.00,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,5.30,9.60,18.00,0.00,0.00,0.00,0.00,95.66,90.68,11.80,11.25,0.00,109.21,106.10,0.00,1.12,0.00,0.00,0.00,12.50
8.00,0.68,15.78,0.00,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.03,0.01,3.10,0.00,7.60,25.10,24.10,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.03,26.60,82.36,2.45,27.83,5.00,10.68,1.68,16.12,0.22,0.60,2.90,3.40,3.50,1.20,84.20,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,6.30,10.50,18.00,0.00,0.00,0.00,0.00,92.70,91.34,12.20,11.77,0.99,110.35,106.20,0.00,1.12,0.40,0.00,0.00,12.50
9.00,5.22,15.97,0.12,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.17,0.11,3.10,0.00,7.60,25.30,28.20,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,0.48,26.90,83.06,2.45,27.86,5.00,10.68,18.42,16.12,5.40,0.60,2.90,3.40,3.50,1.20,85.60,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,7.60,11.50,18.00,0.00,0.00,0.03,0.00,92.39,90.93,12.50,12.44,11.99,111.48,105.60,0.00,1.12,8.82,15.61,0.00,12.50
10.00,8.83,15.87,1.82,14.00,4.20,7.00,2.60,4.00,1.83,0.40,3.50,17.00,0.37,0.72,3.10,0.00,7.60,25.60,29.10,0.00,5.00,4.80,3.95,18.16,10.00,2.90,4.20,2.80,2.05,27.10,83.68,2.45,27.76,5.00,10.68,53.40,16.12,15.03,0.60,2.90,3.40,3.50,1.20,86.70,7.00,6.50,19.42,2.00,10.50,8.15,5.20,1.20,7.80,11.70,18.00,0.00,0.00,0.07,0.00,92.95,90.17,12.60,13.14,41.08,112.36,105.90,0.00,1.12,26.17,58.99,0.00,12.50
