"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,78.95,5.13,2.82,163.91,112.36,93.48,22.03,35.37,199.06,14.16,1.97,6.88,87.69,6.39,9.98,69.64,3.45,16.11,144.33,144.33,63.59,61.79,22.16,22.16,140.80,144.98,140.85,0.00,74.91,76.30,47.15,40.65,45.06,30.67,30.56,30.55,45.50,45.53,73.30,73.28,203.20,12.30,20.25
2.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,78.95,5.13,2.82,163.91,112.36,125.51,22.03,35.37,196.65,14.16,1.97,6.88,87.69,6.39,9.98,68.26,3.45,15.79,218.31,0.00,30.74,48.45,30.74,30.74,140.57,144.74,140.61,0.00,74.91,76.30,35.62,33.50,45.06,30.67,30.56,30.55,45.36,45.38,63.97,63.95,203.20,12.30,20.25
3.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,78.95,5.13,2.82,163.91,112.36,124.53,22.03,35.37,189.65,14.16,1.97,6.88,87.69,6.39,9.98,63.88,3.45,14.78,217.97,0.00,23.30,0.00,23.30,0.00,138.44,142.63,138.48,0.00,74.91,76.30,53.39,44.32,45.06,30.67,30.56,30.55,45.36,45.38,102.15,0.00,203.20,12.30,20.25
4.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,78.95,5.13,2.82,163.91,112.36,115.96,22.03,35.37,178.86,14.16,1.97,6.88,87.69,6.39,9.98,48.59,3.45,11.24,213.43,0.00,21.97,55.03,37.20,21.97,126.51,130.85,126.54,0.00,74.91,76.30,50.10,42.35,45.06,30.67,30.56,30.55,45.36,45.38,24.48,0.00,203.20,12.30,20.25
5.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,77.25,5.13,2.82,163.91,112.36,115.36,22.03,35.37,177.08,14.16,1.97,6.88,87.69,6.39,9.98,46.42,3.45,10.74,212.58,0.00,35.70,35.64,24.53,35.68,125.79,130.14,125.81,0.00,74.91,76.30,49.19,43.25,45.06,30.67,30.56,30.55,44.55,44.57,65.77,0.00,203.20,12.30,20.25
6.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,79.22,5.13,2.82,163.91,112.36,114.67,22.03,35.37,174.11,14.16,1.97,6.88,87.69,6.39,9.98,46.67,3.45,10.80,212.03,0.00,28.60,37.10,37.23,28.60,126.13,130.48,126.16,0.00,74.91,76.30,37.78,35.63,45.06,30.67,30.56,30.55,44.32,44.34,37.91,0.00,203.20,12.30,20.25
7.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,75.69,5.13,2.82,163.91,112.36,107.47,22.03,35.37,158.49,14.16,1.97,6.88,87.69,6.39,9.98,36.20,3.45,8.37,208.20,0.00,31.78,31.75,21.93,21.93,116.72,121.29,116.74,0.00,74.91,76.30,50.10,42.35,45.06,30.67,30.56,30.55,44.17,44.19,20.62,0.00,203.20,12.30,20.25
8.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,77.85,5.13,2.82,163.91,112.36,111.05,22.03,35.37,161.66,14.16,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,209.91,0.00,51.48,21.70,21.70,31.53,122.94,127.35,122.96,0.00,74.91,76.30,39.98,36.39,45.06,30.67,30.56,30.55,44.32,44.34,20.62,0.00,203.20,12.30,20.25
9.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,80.91,5.13,2.82,163.91,112.36,111.70,22.03,35.37,165.75,14.16,1.97,6.88,87.69,6.39,9.98,42.86,3.45,9.91,210.59,0.00,0.00,62.99,22.20,22.20,123.37,127.77,123.39,0.00,74.91,76.30,47.05,40.59,45.06,30.67,30.56,30.55,44.31,44.34,20.62,0.00,203.20,12.30,20.25
10.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,25.03,14.92,82.80,5.13,2.82,163.91,112.36,115.29,22.03,35.37,170.13,14.16,1.97,6.88,87.69,6.39,9.98,49.14,3.45,11.37,212.09,0.00,29.98,29.83,29.98,44.53,129.38,133.67,129.41,0.00,74.91,76.30,38.83,35.66,45.06,30.67,30.56,30.55,44.32,44.34,23.54,0.00,203.20,12.30,20.25
