"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,68.32,28.14,66.81,643.50,208.33,4.89,5.13,83.95,18.00,1.97,20.77,100.39,7.23,3.88,110.08,111.81,85.42,33.41,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,39.71,65.64,26.87,65.87,179.91,192.34,179.52,5.18,67.36,31.09,46.04,36.14,30.47,23.14,23.07,23.07,20.73,0.00,108.68,68.70,101.06,20.34,5.19,0.00,21.27,0.00
2.00,69.35,28.56,66.81,643.50,208.33,4.89,5.13,83.98,18.00,1.97,20.77,132.77,7.23,3.88,110.08,78.40,85.46,23.25,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,58.52,36.59,58.82,48.84,183.28,196.19,183.34,3.67,69.00,33.47,43.10,41.68,30.47,23.03,0.00,22.95,20.73,20.73,105.53,79.60,101.06,20.34,5.19,21.27,0.00,0.00
3.00,72.37,29.81,66.81,643.50,208.33,4.89,5.13,87.69,18.00,1.97,20.77,135.93,7.23,3.88,110.08,79.64,90.00,18.00,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,29.43,66.77,0.00,29.43,183.28,196.19,183.34,4.64,72.78,59.63,55.44,41.81,30.47,30.52,0.00,30.40,37.50,20.73,109.73,109.69,101.06,20.34,5.19,0.00,21.27,0.00
4.00,70.95,29.22,66.81,643.50,208.33,4.89,5.13,87.69,18.00,1.97,20.77,130.02,7.23,3.88,110.08,76.62,90.00,27.01,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,37.28,53.63,37.28,63.67,183.28,196.19,183.34,5.67,70.31,40.26,41.85,42.19,30.47,25.67,25.57,25.56,27.09,27.09,101.04,101.00,101.06,20.34,5.19,10.64,10.62,0.00
5.00,72.37,29.81,66.81,643.50,208.33,4.89,5.13,87.69,18.00,1.97,20.77,135.45,7.23,3.88,110.08,74.64,90.00,0.00,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,24.58,66.77,46.60,46.60,183.28,196.19,183.34,5.67,71.21,62.59,57.39,39.86,30.47,25.67,25.57,25.56,0.00,50.95,109.73,71.84,101.06,20.34,5.19,10.64,10.62,0.00
6.00,72.37,29.81,66.81,643.50,208.33,4.89,5.13,87.69,18.00,1.97,20.77,129.99,7.23,3.88,110.08,72.20,90.00,0.00,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,38.82,55.96,56.50,38.82,183.28,196.19,183.34,5.67,70.40,41.45,44.57,44.53,30.47,25.67,25.57,25.56,25.29,25.29,107.03,89.44,101.06,20.34,5.19,21.27,0.00,0.00
7.00,71.56,29.47,66.81,643.50,208.33,4.89,5.13,87.69,18.00,1.97,20.77,129.61,7.23,3.88,110.08,71.49,90.00,31.51,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,60.51,60.15,28.62,28.62,183.28,196.19,183.34,5.67,67.36,52.85,50.53,38.56,30.47,25.67,25.57,25.56,39.53,0.00,94.09,63.16,101.06,20.34,5.19,10.64,10.62,0.00
8.00,71.12,29.29,66.81,643.50,208.33,4.89,5.13,87.69,18.00,1.97,20.77,134.84,7.23,3.88,110.08,69.56,90.00,29.90,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,46.42,40.73,41.03,46.34,183.28,196.19,183.34,4.63,67.36,31.09,46.73,42.37,30.47,0.00,30.41,30.40,20.73,20.73,49.79,91.47,101.06,20.34,5.19,10.64,10.62,0.00
9.00,70.31,28.96,66.81,643.50,208.33,4.89,5.13,84.98,18.00,1.97,20.77,123.68,7.23,3.88,110.08,65.45,86.69,25.75,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,30.73,53.17,53.64,23.96,180.53,188.26,175.50,5.25,0.00,75.93,50.75,38.35,30.47,23.53,23.45,23.44,20.73,0.00,38.85,47.63,101.06,20.34,5.19,10.64,10.62,0.00
10.00,68.32,28.14,66.81,643.50,208.33,4.89,5.13,77.64,18.00,1.97,20.77,111.35,7.23,3.88,110.08,60.35,77.71,24.87,87.85,16.09,6.88,59.86,26.00,6.39,9.00,78.25,3.90,19.68,0.00,0.00,40.41,59.16,21.52,40.41,170.45,186.82,174.10,3.27,0.00,73.63,41.15,43.97,30.47,19.95,19.91,0.00,20.73,0.00,42.62,42.61,101.06,20.34,5.19,0.00,21.27,0.00
