"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,15.80,24.04,17.60,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,18.10,17.34,18.05,0.00,8.80,2.60,36.70,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,14.00,19.90,62.30,3.05,0.00,19.51,19.32,133.00,0.00,33.40,0.00,19.51,19.51,19.51,2.40,69.32,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,13.30,15.00,9.00,1.01,1.00,81.90,97.68,6.20,5.50,95.80,74.00,74.63,0.30,2.00,74.33
2.00,15.80,24.21,17.80,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.90,17.35,18.05,0.00,8.80,3.10,42.50,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.80,20.60,64.70,3.05,0.00,19.51,19.32,132.00,0.00,32.60,0.00,19.51,19.51,19.51,2.40,69.80,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,13.50,15.20,9.00,1.03,1.00,81.49,97.67,7.00,6.00,95.00,78.00,71.49,0.30,2.00,75.55
3.00,15.90,24.10,17.90,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.70,17.51,18.05,0.00,8.80,3.90,47.70,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.90,21.10,66.90,3.05,0.00,19.51,19.32,131.00,0.00,31.90,0.00,19.51,19.51,19.51,2.40,69.14,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,13.60,15.30,9.00,1.02,1.00,80.77,97.49,7.80,6.40,94.30,83.00,68.77,0.40,2.00,77.45
4.00,15.70,24.22,17.60,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.70,17.59,18.05,0.00,8.80,4.70,51.70,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.90,21.30,69.10,3.05,0.00,19.51,19.32,131.00,0.00,31.40,0.00,19.51,19.51,19.51,2.40,70.27,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,13.50,15.20,9.00,1.04,1.00,80.47,97.97,8.70,7.00,94.32,86.00,69.07,0.40,2.00,78.46
5.00,15.20,24.19,16.80,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.70,17.60,18.05,0.00,8.80,5.50,55.30,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.90,21.30,71.20,3.05,0.00,19.51,19.32,132.00,0.00,31.00,0.00,19.51,19.51,19.51,2.40,78.78,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,13.30,15.00,9.00,1.03,1.00,80.24,93.57,9.50,7.70,95.04,90.00,70.61,0.40,2.00,78.78
6.00,14.20,24.39,15.40,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.90,17.92,18.05,0.00,8.80,6.40,54.70,6.30,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.90,21.50,72.10,3.05,0.00,19.51,19.32,134.00,0.00,30.70,0.00,19.51,19.51,19.51,2.40,87.77,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,12.80,14.50,9.00,1.02,1.00,78.43,92.12,9.90,8.00,96.48,92.00,76.00,0.40,2.00,78.86
7.00,12.90,24.32,13.90,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.90,18.00,18.05,0.00,8.80,7.30,52.60,5.50,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.90,21.80,72.70,3.05,0.00,19.51,19.32,134.00,0.00,30.40,0.00,19.51,19.51,19.51,2.40,92.01,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,12.20,13.80,9.00,1.02,1.00,76.04,94.90,10.10,8.20,96.48,94.00,82.86,0.30,2.00,78.79
8.00,11.40,24.16,12.50,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.80,17.36,18.05,0.00,8.80,7.80,50.10,5.20,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.70,22.20,73.40,3.05,0.00,19.51,19.32,132.00,0.00,29.20,0.00,19.51,19.51,19.51,2.40,98.88,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.90,13.60,9.00,0.87,1.00,78.12,92.77,10.20,8.30,95.04,96.00,92.15,0.20,2.00,78.48
9.00,9.60,24.19,10.80,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,17.30,16.05,18.05,0.00,8.80,8.10,47.50,4.90,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.50,22.50,74.20,3.05,0.00,19.51,19.32,130.00,0.00,26.80,0.00,19.51,19.51,19.51,2.40,105.03,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.80,13.40,9.00,0.84,1.00,80.00,95.62,10.20,8.40,93.60,98.00,95.72,0.20,2.00,77.37
10.00,7.50,24.28,8.40,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,16.10,14.57,18.05,0.00,8.80,8.30,46.70,4.80,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,13.10,22.80,74.70,3.05,0.00,19.51,19.32,128.00,0.00,23.10,0.00,19.51,19.51,19.51,2.40,111.31,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.40,12.80,9.00,0.79,1.00,81.67,93.28,10.10,8.40,92.16,98.00,102.47,0.10,2.00,74.81
11.00,4.40,24.32,5.80,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,12.90,14.12,18.05,0.00,8.80,8.40,46.60,4.90,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,11.90,23.10,75.20,3.05,0.00,19.51,19.32,117.00,0.00,17.10,0.00,19.51,19.51,19.51,2.40,112.70,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,11.00,12.00,9.00,0.66,1.00,83.26,90.85,9.90,8.40,84.24,99.00,108.71,0.10,2.00,68.77
12.00,2.00,24.46,3.40,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,5.00,8.64,18.05,0.00,8.80,8.40,43.60,5.50,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,8.50,23.00,74.60,3.05,0.00,19.51,19.32,99.00,0.00,9.10,0.00,19.51,19.51,19.51,2.40,114.01,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,9.80,10.50,9.00,0.48,1.00,82.00,90.81,9.60,8.30,71.28,100.00,108.92,0.10,2.00,51.91
13.00,0.60,24.45,1.20,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,1.90,6.23,18.05,0.00,8.80,8.40,39.70,7.40,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,2.00,22.90,73.70,3.05,0.00,19.51,19.32,73.00,0.00,3.40,0.00,19.51,19.51,19.51,2.40,113.61,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,8.40,8.80,9.00,0.41,1.00,79.81,89.91,9.10,8.20,52.56,101.00,107.08,0.10,2.00,26.31
14.00,0.00,24.42,0.20,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,2.79,18.05,0.00,8.80,8.70,39.00,7.80,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,22.70,72.20,3.05,0.00,19.51,19.32,40.00,0.00,0.70,0.00,19.51,19.51,19.51,2.40,112.41,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.80,8.20,9.00,0.28,1.00,77.88,89.30,8.50,7.80,28.80,102.00,102.14,0.10,2.00,10.86
15.00,0.00,24.17,0.00,17.00,3.00,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.66,18.05,0.00,8.80,9.20,39.40,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,22.50,70.40,3.05,0.00,19.51,19.32,17.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,110.95,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.40,7.90,9.00,0.10,1.00,76.04,88.79,7.80,7.30,12.24,103.00,96.16,0.00,2.00,3.12
16.00,0.00,24.16,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.02,18.05,0.00,8.80,9.50,39.30,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,22.70,69.90,3.05,0.00,19.51,19.32,4.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,108.57,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.00,7.80,9.00,0.05,1.00,73.02,87.49,6.90,6.40,2.88,104.00,88.47,0.00,2.00,0.33
17.00,0.00,24.07,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,9.80,39.20,8.10,10.44,14.93,5.00,0.00,0.00,19.51,19.51,0.00,0.00,23.00,69.80,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,105.89,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,6.70,7.90,9.00,0.00,1.00,69.59,85.93,5.80,5.30,0.00,107.00,80.21,0.00,2.00,0.00
18.00,0.00,24.12,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,9.30,36.40,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,23.20,69.50,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,101.82,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,6.90,9.00,9.00,0.00,1.00,66.28,83.64,5.20,4.60,0.00,107.00,70.84,0.00,2.00,0.00
19.00,0.00,24.25,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.60,32.90,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,23.30,69.20,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,97.29,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.20,10.40,9.00,0.00,1.00,62.99,81.10,4.80,4.00,0.00,107.00,61.09,0.00,2.00,0.00
20.00,0.00,24.52,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.00,31.90,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,23.10,68.60,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,91.17,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.30,10.90,9.00,0.00,1.00,60.12,78.76,4.80,3.70,0.00,108.00,52.10,0.00,2.00,0.00
21.00,0.00,24.50,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,7.30,31.90,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,22.90,68.00,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,84.53,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.30,10.90,9.00,0.00,1.00,57.38,76.48,4.80,3.50,0.00,109.00,43.35,0.00,2.00,0.00
22.00,0.00,24.72,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.90,32.50,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,22.60,67.40,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,78.39,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.40,11.10,9.00,0.00,1.00,54.22,73.77,4.70,3.40,0.00,107.00,35.60,0.00,2.00,0.00
23.00,0.00,24.68,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.70,33.40,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,22.40,66.80,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,72.43,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.50,11.40,9.00,0.00,1.00,50.91,70.92,4.50,3.40,0.00,105.00,28.17,0.00,2.00,0.00
24.00,0.00,24.52,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.70,34.00,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,21.20,62.40,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,61.32,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.70,11.70,9.00,0.00,1.00,46.55,66.76,4.10,3.00,0.00,100.00,21.52,0.00,2.00,0.00
25.00,0.00,24.59,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,6.80,34.40,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,19.70,56.70,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,48.50,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.90,11.90,9.00,0.00,1.00,41.85,62.16,3.70,2.50,0.00,93.00,15.12,0.00,2.00,0.00
26.00,0.00,24.61,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,7.30,32.60,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,18.30,51.50,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,38.27,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.80,11.80,9.00,0.00,1.00,36.90,57.77,3.20,2.10,0.00,83.00,11.31,0.00,2.00,0.00
27.00,0.00,24.11,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.00,30.10,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,17.10,46.50,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,28.90,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.60,11.60,9.00,0.00,1.00,31.86,53.46,2.70,1.60,0.00,71.00,8.38,0.00,2.00,0.00
28.00,0.00,24.23,0.00,17.00,4.20,9.00,9.70,19.22,1.52,0.70,3.50,0.00,0.00,0.00,18.05,0.00,8.80,8.40,27.50,8.10,10.44,14.93,5.00,19.32,0.00,19.51,19.51,0.00,0.00,15.60,42.40,3.05,0.00,19.51,19.32,0.00,0.00,0.00,0.00,19.51,19.51,19.51,2.40,21.86,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.40,11.50,9.00,0.00,1.00,26.92,48.00,2.30,1.20,0.00,64.00,7.13,0.00,2.00,0.00
