"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.84,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,6.00,15.00,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,27.08,73.71,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,53.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,0.18,0.68,18.90,0.00,0.00,0.00,1.00,78.93,78.70,4.07,4.30,0.00,104.96,52.00,0.00,1.80,0.00,0.00
2.00,0.00,23.90,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,19.39,29.80,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.96,72.47,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,57.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.37,2.89,18.90,0.00,0.00,0.00,1.00,43.74,60.40,4.20,2.61,0.00,107.84,52.00,0.00,1.80,0.00,0.00
3.00,0.00,23.92,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,20.75,29.29,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.83,70.70,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,58.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.34,2.86,18.90,0.00,0.00,0.00,1.00,37.04,55.22,4.09,2.23,0.00,106.14,52.00,0.00,1.80,0.00,0.00
4.00,0.00,24.08,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,21.82,28.70,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.68,68.41,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,58.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.40,2.84,18.90,0.00,0.00,0.00,1.00,30.61,50.17,4.15,2.09,0.00,103.66,50.00,0.00,1.80,0.00,0.00
5.00,0.00,23.96,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,22.36,27.85,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.60,67.08,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,59.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.29,2.61,18.90,0.00,0.00,0.00,1.00,28.56,47.35,4.09,2.01,0.00,101.85,51.00,0.00,1.80,0.00,0.00
6.00,0.00,23.93,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,22.72,26.91,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.60,66.71,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,63.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.13,2.31,18.90,0.00,0.00,0.00,1.00,27.96,45.26,3.99,1.96,0.00,100.26,55.00,0.00,1.80,0.00,0.00
7.00,0.00,23.85,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,23.07,26.35,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.61,66.70,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,65.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.13,2.39,18.90,0.00,0.00,0.00,1.00,31.29,48.44,3.95,2.07,0.00,100.40,56.00,0.00,1.80,0.00,0.00
8.00,0.00,23.76,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,23.41,25.91,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.63,67.04,2.90,26.70,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,64.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.20,2.61,18.90,0.00,0.00,0.00,1.00,35.94,53.37,3.92,2.24,0.00,101.10,55.00,0.00,1.80,0.00,0.00
9.00,0.00,23.98,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,23.74,27.02,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.69,67.60,2.90,26.80,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,62.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.36,2.90,18.90,0.00,0.00,0.00,1.00,40.63,57.63,4.04,2.56,0.00,103.29,54.00,0.00,1.80,0.00,0.00
10.00,0.00,23.87,0.00,14.00,4.20,8.20,4.50,9.85,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,7.00,24.06,28.65,3.70,5.80,15.53,3.40,18.83,18.25,6.50,9.00,2.80,0.00,26.81,68.39,2.90,26.80,19.42,19.32,0.00,17.96,0.00,0.60,9.00,10.00,9.90,2.40,58.00,12.82,10.00,19.42,3.20,10.70,6.27,14.56,1.20,1.57,3.22,18.90,0.00,0.00,0.00,1.00,45.35,61.67,4.21,2.92,0.00,105.98,55.00,0.00,1.80,0.00,0.00
