"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,12.90,0.00,14.00,4.20,7.60,3.40,4.40,1.84,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,23.95,26.43,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,6.90,16.63,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,24.73,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.00,12.74,18.00,0.00,0.00,0.00,1.00,20.76,51.56,1.77,1.37,0.00,15.35,22.65,0.00,1.04,0.00,0.00,0.00,0.00
2.00,0.00,12.90,0.00,14.00,4.20,7.60,3.40,4.40,1.84,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,23.95,26.43,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,6.90,16.63,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,24.73,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.00,12.74,18.00,0.00,0.00,0.00,1.00,20.76,51.56,1.77,1.37,0.00,15.35,22.65,0.00,1.04,0.00,0.00,0.00,0.00
3.00,0.00,13.28,0.00,14.00,4.20,7.60,3.40,4.40,1.84,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,24.40,25.08,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,7.20,17.27,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,27.70,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.03,12.63,18.00,0.00,0.00,0.00,1.00,24.67,54.69,1.70,1.42,0.00,15.66,25.75,0.00,1.00,0.00,0.00,0.00,0.00
4.00,0.00,13.29,0.00,14.00,4.20,7.60,3.40,4.40,1.85,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,24.63,24.37,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,7.31,17.99,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,31.19,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.13,12.64,18.00,0.00,0.00,0.00,1.00,30.09,57.87,1.51,1.47,0.00,15.98,28.09,0.00,1.00,0.00,0.00,0.00,0.00
5.00,0.00,13.19,0.00,14.00,4.20,7.60,3.40,4.40,1.84,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,24.85,23.48,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,7.16,17.26,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,28.79,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.23,12.85,18.00,0.00,0.00,0.00,1.00,34.35,59.27,1.61,1.54,0.00,16.21,26.40,0.00,1.00,0.00,0.00,0.00,0.00
6.00,0.00,13.36,0.00,14.00,4.20,7.60,3.40,4.40,1.84,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,25.07,22.53,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,6.93,16.04,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,24.41,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.32,13.14,18.00,0.00,0.00,0.00,1.00,38.24,60.09,1.79,1.62,0.00,16.40,23.36,0.00,0.96,0.00,0.00,0.00,0.00
7.00,0.00,13.62,0.00,14.00,4.20,7.60,3.40,4.40,1.84,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,25.16,21.70,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,6.70,15.31,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,24.53,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.48,13.33,18.00,0.00,0.00,0.00,1.00,38.99,58.80,1.75,1.42,0.00,16.44,22.96,0.00,0.96,0.00,0.00,0.00,0.00
8.00,0.00,13.65,0.00,14.00,4.20,7.60,3.40,4.40,1.85,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,25.20,20.90,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,6.47,14.73,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,26.13,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.66,13.49,18.00,0.00,0.00,0.00,1.00,38.71,56.80,1.63,1.14,0.00,16.44,23.44,0.00,0.96,0.00,0.00,0.00,0.00
9.00,0.00,13.57,0.00,14.00,4.20,7.60,3.40,4.40,1.85,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,25.07,19.50,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,5.77,14.44,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,27.29,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.70,13.53,18.00,0.00,0.00,0.00,1.00,37.65,54.73,1.60,1.13,0.00,17.70,25.08,0.00,0.96,0.00,0.00,0.00,0.00
10.00,0.00,13.68,0.00,14.00,4.20,7.60,3.40,4.40,1.84,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,24.87,17.89,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,4.91,14.24,0.00,27.00,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,2.40,28.30,7.50,6.50,19.42,2.00,10.60,0.00,5.90,1.20,9.70,13.54,18.00,0.00,0.00,0.00,1.00,36.33,52.63,1.61,1.21,0.00,19.39,27.12,0.00,0.96,0.00,0.00,0.00,0.00
