"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,0.00,15.14,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,20.00,34.00,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.44,62.59,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,64.00,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.00,0.00,18.90,0.00,1.00,60.20,92.96,1.00,5.93,0.00,84.74,57.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
2.00,0.00,15.53,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,20.75,38.24,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,21.49,62.56,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,58.50,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.69,0.26,18.90,0.00,1.00,67.71,82.77,2.05,2.61,0.00,86.16,54.94,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
3.00,0.00,15.49,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,21.37,36.54,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.49,60.21,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,58.21,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.64,0.29,18.90,0.00,1.00,65.14,80.89,1.88,2.41,0.00,83.51,54.01,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
4.00,0.00,15.93,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,21.85,35.70,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.23,59.83,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,59.81,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.57,0.33,18.90,0.00,1.00,62.68,78.57,1.75,2.18,0.00,82.40,56.91,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
5.00,0.00,15.99,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,22.36,34.67,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.07,59.56,2.20,26.60,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,61.36,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.57,0.45,18.90,0.00,1.00,61.15,77.21,1.65,2.02,0.00,81.46,59.46,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
6.00,0.00,16.10,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,22.99,33.05,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.23,59.60,2.20,26.60,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,62.74,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.77,0.78,18.90,0.00,1.00,62.37,78.69,1.66,2.04,0.00,81.04,60.92,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
7.00,0.00,16.35,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,23.70,31.31,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.44,59.76,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,64.56,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.88,1.02,18.90,0.00,1.00,63.33,79.76,1.66,2.04,0.00,80.62,62.94,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
8.00,0.00,17.11,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,24.64,29.23,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.79,60.26,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,67.71,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.69,0.94,18.90,0.00,1.00,63.45,79.63,1.60,1.96,0.00,80.18,66.62,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
9.00,0.00,17.40,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,25.37,27.42,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,21.07,60.80,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,71.29,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.57,0.89,18.90,0.00,1.00,63.87,79.93,1.58,1.93,0.00,79.56,70.00,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
10.00,0.00,17.55,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,25.45,26.42,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,21.18,61.45,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,76.16,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.70,0.87,18.90,0.00,1.00,65.19,81.53,1.65,2.11,0.00,78.42,72.46,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
11.00,0.03,17.47,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.16,0.07,17.56,0.00,5.60,25.47,25.32,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.02,21.37,61.96,2.20,26.70,19.51,18.05,3.78,18.05,1.37,0.60,19.51,19.51,19.51,1.20,79.53,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.84,1.07,18.90,0.00,1.00,66.36,82.80,1.70,2.29,3.65,77.51,74.37,0.00,2.00,1.10,7.56,11.00,3.34,24.00,0.00,0.00
12.00,0.22,18.08,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.60,0.90,17.56,0.00,5.60,25.32,23.91,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.51,21.77,62.10,2.20,26.80,19.51,18.05,29.06,18.05,7.58,0.60,19.51,19.51,19.51,1.20,78.37,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.98,1.87,18.90,0.00,1.00,67.09,83.07,1.65,2.50,25.56,77.33,74.58,0.00,2.00,10.02,110.35,11.00,28.73,24.00,0.00,0.02
13.00,1.06,18.15,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.85,2.57,17.56,0.00,5.60,25.16,22.36,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,2.09,22.01,62.11,2.20,26.70,19.51,18.05,67.05,18.05,16.72,0.60,19.51,19.51,19.51,1.20,76.53,9.00,19.51,6.00,10.80,8.23,5.00,2.40,1.14,2.53,18.90,0.03,1.00,66.65,82.50,1.62,2.68,53.76,76.61,74.02,0.00,2.00,28.36,195.61,11.00,74.57,24.00,7.00,0.05
14.00,3.31,18.40,0.39,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,2.09,5.57,17.56,0.00,5.60,24.96,20.45,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,4.34,21.80,61.77,2.20,26.70,19.51,18.05,106.84,18.05,28.28,0.60,19.51,19.51,19.51,1.20,72.63,9.00,19.51,6.00,10.80,8.23,5.00,2.40,1.33,2.74,18.90,0.05,1.00,62.73,79.39,1.61,2.74,81.47,74.30,71.11,0.00,2.00,52.95,243.61,11.00,134.44,24.00,9.00,0.10
