"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,13.09,0.00,0.00,4.20,8.20,7.20,6.30,1.66,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,24.61,67.61,7.90,4.00,15.61,4.00,10.00,19.12,10.73,14.63,1.40,0.00,28.18,78.99,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,117.23,7.80,11.71,3.50,10.80,7.03,4.20,2.40,2.96,2.00,17.00,0.00,0.00,0.00,1.00,70.97,109.58,2.05,2.78,0.00,106.58,116.65,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
2.00,0.00,13.20,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,23.12,63.57,7.90,4.00,15.61,4.00,10.00,19.12,10.73,14.63,1.40,0.00,26.94,75.66,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,106.37,7.80,11.71,3.50,10.80,7.03,4.20,2.40,2.05,1.42,17.00,0.00,0.00,0.00,1.00,69.53,105.40,1.93,2.54,0.00,103.84,104.03,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
3.00,0.00,13.20,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,21.10,58.11,7.90,4.00,15.61,4.00,10.00,19.12,10.73,14.63,1.40,0.00,25.28,71.21,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,91.62,7.80,11.71,3.50,10.80,7.03,4.20,2.40,1.44,1.03,17.00,0.00,0.00,0.00,1.00,67.65,99.79,1.89,2.31,0.00,100.18,86.88,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
4.00,0.00,14.35,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,18.90,52.18,7.90,4.00,15.61,4.00,10.00,19.12,10.73,14.63,1.40,0.00,23.47,66.39,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,75.57,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.94,0.71,17.00,0.00,0.00,0.00,1.00,65.62,93.71,1.87,2.08,0.00,96.22,68.21,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
5.00,0.00,14.79,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,16.88,46.71,7.90,4.00,15.61,4.00,10.00,19.12,10.73,14.63,1.40,0.00,21.81,61.94,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,60.81,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.75,0.46,17.00,0.00,0.00,0.00,1.00,63.74,88.10,1.82,1.98,0.00,92.57,51.05,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
6.00,0.00,14.88,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,15.40,42.67,7.80,4.00,15.61,4.00,10.00,19.12,10.73,14.63,1.40,0.00,20.57,58.60,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,49.95,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.66,0.24,17.00,0.00,0.00,0.00,1.00,62.30,83.92,1.76,1.92,0.00,89.83,38.43,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
7.00,0.00,14.92,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,15.13,41.21,7.90,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,19.99,56.40,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,47.29,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.69,0.56,17.00,0.00,0.00,0.00,1.00,60.51,81.75,1.63,1.80,0.00,88.08,36.39,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
8.00,0.00,14.57,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,14.54,38.00,7.90,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,18.70,51.57,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,41.43,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.77,1.07,17.00,0.00,0.00,0.00,1.00,56.57,76.99,1.47,1.66,0.00,84.25,31.91,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
9.00,0.00,14.56,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,13.95,34.79,7.90,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,17.42,46.74,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,35.58,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.94,1.61,17.00,0.00,0.00,0.00,1.00,52.63,72.24,1.34,1.49,0.00,80.42,27.42,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
10.00,0.00,14.61,0.00,0.00,4.20,8.20,7.20,6.30,1.72,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,13.68,33.33,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,16.83,44.54,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,32.92,7.80,11.71,3.50,10.80,7.03,4.20,2.40,1.14,2.15,17.00,0.00,0.00,0.00,1.00,50.84,70.07,1.21,1.32,0.00,78.68,25.38,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
