"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,13.99,24.15,10.56,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,11.16,15.32,6.00,0.00,10.00,23.86,50.10,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,13.11,29.70,87.26,1.90,27.00,19.42,17.48,122.35,17.96,31.17,0.60,6.00,6.00,7.00,2.40,121.20,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,16.18,17.40,18.00,0.00,0.00,1.17,1.23,98.80,95.60,13.48,12.06,89.25,128.29,136.30,0.30,1.60,69.42,215.20,15.00
2.00,13.37,23.00,7.72,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,10.36,15.35,6.00,0.00,10.00,24.23,50.60,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,13.17,30.07,87.65,1.90,27.00,19.42,17.48,123.22,17.96,32.21,0.60,6.00,6.00,7.00,2.40,122.50,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,16.17,17.40,18.00,0.00,0.00,0.99,1.23,99.70,96.20,13.44,12.07,89.31,129.43,139.00,0.20,1.60,68.99,227.06,15.00
3.00,12.61,23.93,5.87,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,9.34,15.32,6.00,0.00,10.00,24.61,50.50,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,13.12,30.48,88.05,1.90,27.00,19.42,17.48,122.71,17.96,31.92,0.60,6.00,6.00,7.00,2.40,123.80,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,16.16,17.40,18.00,0.00,0.00,0.96,1.23,100.20,97.00,13.40,12.08,88.62,130.66,141.60,0.20,1.60,68.17,236.17,15.00
4.00,11.71,23.53,3.89,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,7.86,15.13,6.00,0.00,10.00,25.02,47.40,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,12.83,30.76,88.58,1.90,27.00,19.42,17.48,119.12,17.96,28.53,0.60,6.00,6.00,7.00,2.40,125.30,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,16.13,17.40,18.00,0.00,0.00,0.90,1.23,100.70,97.10,13.37,12.08,85.86,131.67,145.10,0.10,1.60,66.48,237.50,15.00
5.00,10.81,23.34,2.10,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,5.99,14.51,6.00,0.00,10.00,25.40,50.10,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,11.82,31.00,89.16,1.90,27.00,19.42,17.48,102.42,17.96,14.07,0.60,6.00,6.00,7.00,2.40,126.80,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,16.10,17.40,18.00,0.00,0.00,0.76,1.23,101.20,97.00,13.33,12.10,78.06,132.60,149.00,0.10,1.60,60.13,227.88,15.00
6.00,9.67,23.71,1.46,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,2.73,12.80,6.00,0.00,10.00,25.73,55.50,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,8.41,31.07,89.12,1.90,27.00,19.42,17.48,61.10,17.96,4.31,0.60,6.00,6.00,7.00,2.40,126.80,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,16.05,17.40,18.00,0.00,0.00,0.55,1.23,101.50,93.00,13.26,12.12,54.70,133.00,148.80,0.10,1.60,44.07,197.06,15.00
7.00,8.20,23.83,0.96,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,0.78,7.70,6.00,0.00,10.00,25.91,56.20,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,3.26,31.08,88.87,1.90,27.00,19.42,17.48,26.50,17.96,2.32,0.60,6.00,6.00,7.00,2.40,126.20,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,15.98,17.39,18.00,0.00,0.00,0.47,1.23,101.60,94.30,13.17,12.05,26.09,133.24,147.20,0.10,1.60,20.07,140.65,15.00
8.00,4.84,23.81,0.44,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,0.02,1.99,6.00,0.00,10.00,25.63,56.90,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,0.30,31.17,88.75,1.90,27.00,19.42,17.48,5.00,17.96,0.54,0.60,6.00,6.00,7.00,2.40,126.20,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,15.83,17.34,18.00,0.00,0.00,0.33,1.23,100.50,94.80,13.02,11.74,5.89,133.36,145.40,0.10,1.60,4.99,62.44,15.00
9.00,0.14,23.35,0.02,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,0.00,0.03,6.00,0.00,10.00,25.35,57.60,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,0.00,31.29,88.68,1.90,27.00,19.42,17.48,0.06,17.96,0.00,0.60,6.00,6.00,7.00,2.40,126.30,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,15.69,17.29,18.00,0.00,0.00,0.11,1.23,99.10,95.00,12.87,11.41,0.05,133.45,143.50,0.00,1.60,0.66,15.76,15.00
10.00,0.00,24.31,0.00,14.00,4.20,8.50,3.60,6.30,2.60,0.40,3.50,0.00,0.00,0.00,6.00,0.00,10.00,25.07,56.00,7.90,10.68,15.53,2.50,19.22,10.00,4.80,6.70,2.80,0.00,31.28,88.34,1.90,27.00,19.42,17.48,0.00,17.96,0.00,0.60,6.00,6.00,7.00,2.40,126.00,8.00,7.00,19.42,2.00,10.80,0.00,8.60,2.40,15.54,17.23,18.00,0.00,0.00,0.05,1.23,98.60,95.50,12.72,11.07,0.00,133.34,140.80,0.00,1.60,0.00,2.97,15.00
