"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,0.08,23.38,1.08,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,0.75,1.55,17.48,0.00,5.80,19.46,19.00,5.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.69,26.18,66.55,3.46,27.00,0.00,17.96,19.48,17.96,2.85,0.60,20.00,20.00,20.00,2.40,76.00,12.82,20.39,8.40,10.80,7.92,17.48,2.40,8.68,13.01,9.00,0.00,0.00,0.00,1.00,60.00,70.00,1.26,1.47,23.87,119.20,71.10,0.00,2.00,4.94,1.27,1.51,11.00
2.00,0.35,23.24,2.23,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,1.16,4.34,17.48,0.00,5.80,19.53,18.47,3.60,2.70,5.20,3.20,18.45,16.31,10.68,13.59,1.40,4.10,25.83,65.43,3.46,27.00,0.00,17.96,60.69,17.96,11.07,0.60,20.00,20.00,20.00,2.40,69.70,12.82,20.39,8.40,10.80,7.92,17.48,2.40,9.00,13.07,9.00,0.00,0.00,0.00,1.00,60.00,70.00,1.10,1.30,51.31,115.50,65.80,0.00,2.00,20.99,9.50,22.39,11.00
3.00,1.28,23.40,3.75,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,2.10,8.47,17.48,0.00,5.80,19.45,19.12,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,7.70,25.33,63.96,3.46,27.00,0.00,17.96,100.70,17.96,20.89,0.60,20.00,20.00,20.00,0.00,63.90,12.82,20.39,8.40,10.80,7.92,17.48,2.40,9.03,13.00,9.00,0.00,0.00,0.03,1.00,60.00,70.00,1.05,1.38,74.22,111.80,60.90,0.00,2.00,40.79,37.72,61.22,11.00
4.00,4.01,23.29,6.22,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,5.45,13.44,17.48,0.00,5.80,19.34,20.16,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,11.87,25.03,63.71,3.46,27.00,0.00,17.96,123.81,17.96,28.77,0.60,20.00,20.00,20.00,0.00,57.00,12.82,20.39,8.40,10.80,7.92,17.48,2.40,8.96,12.88,9.00,0.00,0.00,0.06,1.00,60.00,68.00,1.03,1.55,90.02,109.20,54.80,0.00,2.00,59.67,86.59,120.88,11.00
5.00,7.72,23.43,9.19,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,10.89,15.64,17.48,0.00,5.80,19.39,20.80,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,13.70,24.91,64.70,3.46,27.00,0.00,17.96,131.09,17.96,32.74,0.60,20.00,20.00,20.00,0.00,49.50,12.82,20.39,8.40,10.80,7.92,17.48,2.40,9.27,12.97,9.00,0.00,0.00,0.07,1.00,0.00,88.00,0.00,2.07,97.63,107.10,48.00,0.00,2.00,69.50,121.55,165.31,11.00
6.00,10.36,23.28,11.43,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,14.37,16.82,17.48,0.00,5.80,19.50,21.30,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,14.53,24.96,66.64,3.46,27.00,0.00,17.96,133.89,17.96,34.45,0.60,20.00,20.00,20.00,0.00,43.80,12.82,20.39,8.40,10.80,7.92,17.48,2.40,9.70,13.13,9.00,0.00,0.00,0.11,1.00,0.00,90.00,0.00,2.72,100.36,106.20,45.00,0.10,2.00,75.16,183.31,189.99,11.00
7.00,12.16,23.37,13.27,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,15.75,17.45,17.48,0.00,5.80,19.46,23.87,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,15.01,25.18,69.53,3.46,27.00,0.00,17.96,134.87,17.96,35.37,0.60,20.00,20.00,20.00,0.00,44.70,12.82,20.39,8.40,10.80,7.92,17.48,2.40,10.20,13.37,9.00,0.00,0.00,0.52,1.00,0.00,90.00,0.00,3.19,101.61,105.80,49.30,0.20,2.00,77.77,218.58,199.41,11.00
8.00,13.83,23.25,14.60,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,15.03,17.83,17.48,0.00,5.80,19.36,27.13,2.90,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,15.35,25.37,72.24,3.46,27.00,0.00,17.96,138.06,17.96,36.38,0.60,20.00,20.00,20.00,0.00,47.20,12.82,20.39,8.40,10.00,7.92,17.48,2.40,10.71,13.63,9.00,0.00,0.00,0.70,1.00,0.00,90.00,0.00,3.59,104.88,105.80,56.20,0.20,2.00,78.79,239.46,202.59,11.00
9.00,15.37,23.34,15.71,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,14.67,18.06,17.48,0.00,5.80,19.08,32.25,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,15.48,25.51,74.77,3.46,27.00,0.00,17.96,140.88,17.96,37.24,0.60,20.00,20.00,20.00,0.00,50.10,12.82,20.39,8.40,10.80,7.92,17.48,2.40,11.19,13.88,9.00,0.00,0.00,0.87,1.00,0.00,88.00,0.00,4.21,108.13,106.00,64.00,0.30,2.00,79.62,249.17,203.76,11.00
10.00,16.54,23.37,16.84,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,16.37,18.24,17.48,0.00,5.80,18.72,37.99,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,15.59,25.65,77.06,3.46,27.00,0.00,17.96,142.38,17.96,37.98,0.60,20.00,20.00,20.00,0.00,51.90,12.82,20.39,8.40,10.80,7.92,17.48,2.40,11.65,14.13,9.00,0.00,0.00,0.97,1.00,0.00,86.00,0.00,4.90,109.60,106.40,65.30,0.30,2.00,79.88,251.50,203.90,11.00
11.00,17.45,23.43,17.83,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,17.73,18.42,17.48,0.00,5.80,18.72,45.27,3.00,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,15.74,25.77,79.12,3.46,27.00,0.00,17.96,143.23,17.96,38.64,0.60,20.00,20.00,20.00,0.00,59.40,12.82,20.39,8.40,10.80,7.92,17.48,2.40,12.01,14.35,9.00,0.00,0.00,1.06,1.00,0.00,86.00,0.00,5.69,110.23,106.40,70.30,0.30,2.00,79.95,252.23,203.97,11.00
12.00,17.90,23.31,18.41,14.00,1.45,7.60,7.80,9.30,0.00,0.40,3.50,20.23,18.15,18.62,17.48,0.00,5.80,18.84,53.07,3.60,2.70,5.20,3.20,18.45,16.31,10.68,13.59,0.00,15.80,25.78,80.45,3.46,27.00,0.00,17.96,143.67,17.96,39.26,0.60,20.00,20.00,20.00,0.00,72.90,12.82,20.39,8.40,10.80,7.92,17.48,2.40,12.34,14.57,9.00,0.00,0.00,1.08,1.00,0.00,86.00,0.00,6.53,110.37,105.90,79.30,0.40,2.00,79.98,252.36,204.00,11.00
