"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,62.67,5.13,2.82,163.91,112.36,132.71,44.06,35.37,193.27,13.33,1.97,6.88,87.69,6.39,9.98,65.91,3.45,15.24,0.00,228.19,31.07,62.90,46.78,31.07,0.00,0.00,0.00,0.00,74.91,76.30,48.52,42.31,55.90,30.67,30.56,30.55,47.32,47.35,55.54,55.53,203.20,19.40,0.00
2.00,0.00,26.07,64.08,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,62.67,5.13,2.82,163.91,112.36,132.71,44.06,18.72,193.27,13.33,1.97,6.88,87.69,6.39,9.98,30.67,3.45,7.09,144.33,144.33,48.53,0.00,0.00,48.53,0.00,0.00,184.23,0.00,74.91,76.30,0.00,66.47,55.90,30.67,30.56,30.55,44.17,44.19,21.98,21.98,203.20,19.40,0.00
3.00,0.00,26.13,64.25,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,18.00,193.27,13.33,1.97,6.88,87.69,6.39,9.98,34.51,3.45,7.98,144.33,144.33,0.00,65.96,0.00,38.50,0.00,0.00,154.56,0.00,74.91,76.30,0.00,66.47,55.90,30.67,30.56,30.55,44.31,44.34,28.63,28.63,190.97,19.40,0.00
4.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,32.82,193.27,13.33,1.97,6.88,87.69,6.39,9.98,67.39,3.45,15.59,144.33,144.33,22.80,22.79,43.43,57.91,0.00,0.00,0.00,0.00,74.91,76.30,32.56,42.46,55.90,30.67,30.56,30.55,48.77,48.80,82.24,82.21,0.00,19.40,0.00
5.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,24.74,193.27,13.33,1.97,6.88,87.69,6.39,9.98,48.70,3.45,11.26,144.33,144.33,27.06,39.71,39.98,27.06,0.00,0.00,0.00,0.00,74.91,76.30,33.29,32.01,55.90,30.67,30.56,30.55,48.48,48.51,43.58,43.57,152.50,19.40,0.00
6.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,31.01,193.27,13.33,1.97,6.88,87.69,6.39,9.98,51.99,3.45,12.03,144.33,144.33,30.62,30.45,46.18,30.62,0.00,0.00,0.00,0.00,74.91,76.30,34.06,32.60,55.90,30.67,30.56,30.55,48.62,48.66,52.29,52.29,140.60,19.40,0.00
7.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,35.37,193.27,13.33,1.97,6.88,87.69,6.39,9.98,77.13,3.45,17.84,0.00,228.19,21.95,49.80,50.09,21.95,0.00,0.00,121.87,0.00,74.91,76.30,31.36,30.31,55.90,30.67,30.56,30.55,48.62,48.66,64.17,64.15,137.14,19.40,0.00
8.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,35.37,193.27,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,22.02,49.49,59.97,22.02,0.00,0.00,177.15,0.00,74.91,76.30,24.79,35.33,55.90,30.67,30.56,30.55,48.62,48.66,64.17,64.15,140.79,19.40,0.00
9.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,35.37,193.27,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,22.63,66.00,66.78,22.63,100.43,0.00,100.43,0.00,74.91,76.30,37.74,34.95,55.90,30.67,30.56,30.55,48.62,48.66,64.17,64.15,138.88,19.40,0.00
10.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,0.00,62.67,5.13,2.82,163.91,112.36,132.71,44.06,35.37,193.27,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,23.30,67.10,67.88,23.30,86.48,92.50,86.49,0.00,74.91,76.30,49.60,42.06,55.90,30.67,30.56,30.55,48.62,48.66,64.17,64.15,142.65,19.40,0.00
