"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,16.36,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,20.00,23.00,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,7.60,23.10,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,9.00,12.82,19.42,7.00,10.80,7.33,16.50,2.40,0.18,0.68,18.00,0.00,0.00,0.00,1.23,34.00,11.61,0.30,0.39,0.00,46.88,4.00,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,16.23,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,12.34,22.19,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,10.65,27.04,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,9.96,12.82,19.42,7.00,10.00,7.33,16.50,2.40,3.76,6.12,18.00,0.00,0.00,0.00,1.23,36.58,51.58,0.45,0.66,0.00,49.96,4.78,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,17.40,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,12.77,22.62,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,10.64,26.41,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,8.41,12.82,19.42,7.00,10.80,7.33,16.50,2.40,3.39,5.73,18.00,0.00,0.00,0.00,1.23,34.83,51.03,0.41,0.59,0.00,50.33,4.35,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,17.81,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,13.44,23.14,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,10.75,26.04,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,7.08,12.82,19.42,7.00,10.80,7.33,16.50,2.40,2.76,5.02,18.00,0.00,0.00,0.00,1.23,32.59,50.76,0.38,0.54,0.00,51.16,3.94,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,17.77,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,14.22,23.12,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,10.43,24.88,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,5.22,12.82,19.42,7.00,10.80,7.33,16.50,2.40,3.04,5.69,18.00,0.00,0.00,0.00,1.23,29.80,48.82,0.34,0.47,0.00,50.33,2.69,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,18.15,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,15.03,22.94,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,9.95,23.46,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,3.19,12.82,19.42,7.00,10.80,7.33,16.50,2.40,3.61,6.82,18.00,0.00,0.00,0.00,1.23,26.82,46.34,0.30,0.39,0.00,48.95,1.18,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,18.38,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,15.72,22.47,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,9.64,22.06,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,2.37,12.82,19.42,7.00,10.80,7.33,16.50,2.40,3.85,7.45,18.00,0.00,0.00,0.00,1.23,22.57,41.76,0.24,0.32,0.00,48.17,0.85,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,18.25,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,16.38,21.92,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,9.39,20.67,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,1.95,12.82,19.42,7.00,10.80,7.33,16.50,2.40,3.97,7.91,18.00,0.00,0.00,0.00,1.23,17.91,36.48,0.18,0.24,0.00,47.58,0.92,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,18.81,0.00,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.00,17.48,0.00,4.00,16.49,20.78,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,9.25,19.66,3.35,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,2.05,12.82,19.42,7.00,10.80,7.33,16.50,2.40,4.18,8.34,18.00,0.00,0.00,0.00,1.23,14.17,30.84,0.12,0.19,0.00,46.50,1.04,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.01,18.78,0.09,14.00,3.00,7.20,6.40,6.30,2.50,0.40,3.30,20.39,0.00,0.10,17.48,0.00,4.00,16.42,19.45,8.10,0.00,3.40,2.50,18.45,17.86,10.00,13.59,1.45,0.00,9.13,18.78,3.35,27.00,19.42,17.96,3.35,17.96,0.66,0.60,19.42,19.42,19.42,2.40,2.31,12.82,19.42,7.00,10.80,7.33,16.50,2.40,4.43,8.77,18.00,0.00,0.00,0.00,1.23,10.75,25.08,0.07,0.15,3.17,45.25,1.17,0.00,2.00,0.22,0.01,11.00,0.00
