"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,15.54,19.15,15.49,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,12.89,16.03,3.10,3.20,6.40,23.87,53.56,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.49,14.00,30.79,2.00,27.49,3.50,11.23,128.00,14.49,32.12,0.60,2.90,3.30,3.40,2.30,20.73,5.40,4.00,1.80,10.43,7.60,3.50,1.15,13.23,12.72,9.45,1.20,0.40,41.45,49.04,5.00,3.10,92.16,55.39,33.72,0.20,0.00,72.50,224.41,10.63,179.14,12.14,0.35,43.13,89.03,9.85
2.00,16.18,18.79,16.14,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,12.89,16.00,3.10,3.30,6.40,22.48,57.46,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.47,15.04,36.14,2.00,27.31,3.50,11.24,128.00,14.49,31.85,0.60,2.90,3.30,3.40,2.30,22.16,5.40,4.00,1.80,10.43,7.60,3.50,1.15,13.59,12.91,9.45,1.22,0.40,49.24,56.22,6.11,3.60,92.16,57.46,37.86,0.10,0.00,72.00,225.38,10.63,177.88,12.14,0.36,43.50,88.26,9.85
3.00,16.40,18.80,16.41,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,13.49,15.99,3.10,3.30,6.40,21.22,61.06,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.43,16.01,41.75,2.00,27.17,3.50,11.23,127.00,14.49,31.67,0.60,2.90,3.30,3.40,2.30,23.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,14.04,13.21,9.45,1.21,0.40,56.43,62.85,7.13,4.30,91.44,59.37,42.00,0.10,0.00,71.60,225.73,10.63,176.63,12.14,0.37,43.71,87.41,9.86
4.00,16.02,18.53,16.29,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,13.49,16.04,3.10,3.30,6.40,20.35,63.75,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.51,16.73,47.09,2.00,27.04,3.50,11.22,126.00,14.49,31.60,0.60,2.90,3.30,3.40,2.30,27.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,14.49,13.51,9.45,1.23,0.40,61.77,67.84,7.90,5.00,90.72,60.82,49.00,0.10,0.00,71.40,226.13,10.63,174.67,12.14,0.39,43.83,85.61,9.94
5.00,15.90,18.41,16.12,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,12.63,16.22,0.00,5.80,6.40,20.98,64.46,4.50,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.60,17.16,51.62,2.00,26.83,3.50,11.22,127.00,14.49,31.65,0.60,2.90,3.30,3.40,2.30,35.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,14.84,13.78,9.45,1.22,0.40,64.58,71.53,8.35,5.90,91.44,62.46,60.00,0.10,1.37,71.50,226.84,10.63,172.67,12.14,0.39,43.49,83.51,10.02
6.00,14.41,18.17,15.17,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,12.63,16.48,0.00,6.60,6.40,22.36,66.04,3.70,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.76,18.11,54.78,2.00,26.57,3.50,11.22,129.00,14.49,31.77,0.60,2.90,3.30,3.40,2.30,49.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,15.18,14.05,9.45,1.22,0.40,70.76,79.64,9.35,6.80,92.88,66.07,73.00,0.10,1.36,71.70,228.90,10.63,170.96,12.14,0.40,43.14,81.50,10.07
7.00,13.96,18.20,14.50,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,10.62,16.67,0.00,6.60,6.40,23.74,67.62,3.70,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,12.91,19.07,55.97,2.00,26.46,3.50,11.20,131.00,14.49,31.91,0.60,2.90,3.30,3.40,2.30,63.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,15.21,14.06,9.45,1.22,0.40,76.94,87.75,10.35,7.60,94.32,69.68,86.00,0.00,1.35,72.00,230.33,10.63,167.43,12.14,0.41,43.47,77.57,10.11
8.00,11.22,17.53,12.71,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,10.62,16.80,0.00,6.60,6.40,24.37,68.33,3.70,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,13.05,19.50,58.59,2.00,26.40,3.50,11.09,130.00,14.49,32.00,0.60,2.90,3.30,3.40,2.30,77.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,15.24,14.07,9.45,1.03,0.40,79.75,91.44,10.81,8.30,93.60,71.32,99.00,0.00,1.36,72.10,230.58,10.63,163.52,12.14,0.41,43.34,73.46,10.19
9.00,10.46,17.53,11.57,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,7.62,16.83,0.00,6.60,6.40,24.61,67.91,3.60,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,13.07,20.32,61.22,2.00,26.26,3.50,11.13,131.00,14.49,31.94,0.60,2.90,3.30,3.40,2.30,90.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,14.89,13.92,9.45,1.00,0.40,84.73,96.80,11.78,9.00,94.32,74.95,110.00,0.00,1.39,71.90,231.63,10.63,160.40,12.14,0.41,43.21,70.68,10.22
10.00,7.09,17.46,9.16,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,7.62,16.82,0.00,6.60,6.40,24.84,67.48,3.60,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,13.01,21.14,65.69,2.00,26.12,3.50,11.15,132.00,14.49,31.59,0.60,2.90,3.30,3.40,2.30,101.00,5.40,4.00,1.80,10.43,7.60,3.50,1.15,14.54,13.78,9.45,0.93,0.40,89.71,102.16,12.75,9.60,95.04,78.59,119.00,0.00,1.44,70.80,231.13,10.63,153.95,12.14,0.41,42.51,65.43,10.29
