"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,18.40,13.78,18.10,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,16.90,17.37,10.24,0.00,5.60,14.30,57.55,1.80,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,14.64,18.20,63.00,2.10,25.80,8.00,18.05,141.60,17.07,34.77,0.60,19.51,19.51,19.51,1.20,37.50,7.50,19.51,6.00,10.00,6.99,4.20,2.40,13.20,15.11,18.90,0.00,0.00,0.85,1.00,46.70,55.70,6.00,4.50,106.80,80.20,50.00,0.40,2.00,74.00,251.70,11.00,208.00,0.00,0.35,49.16
2.00,18.20,13.66,17.70,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,15.53,17.40,10.24,0.00,5.60,15.30,62.62,3.10,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,14.61,18.80,67.20,2.10,25.60,8.00,18.05,141.50,17.07,34.33,0.60,19.51,19.51,19.51,1.20,50.60,7.50,19.51,6.00,10.00,6.99,4.20,2.40,12.98,14.94,18.90,0.00,0.00,0.86,1.00,53.70,62.00,6.70,5.00,106.70,84.20,60.70,0.40,2.00,74.00,251.60,11.00,208.00,0.00,0.36,49.11
3.00,17.20,13.58,16.80,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,14.75,17.19,10.24,0.00,5.60,16.20,65.21,2.90,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,14.47,19.30,70.00,2.10,25.40,8.00,18.05,141.00,17.07,34.06,0.60,19.51,19.51,19.51,1.20,69.90,7.50,19.51,6.00,10.00,6.99,4.20,2.40,12.74,14.75,18.90,0.00,0.00,0.86,1.00,59.20,66.60,7.40,5.50,106.30,87.70,72.80,0.40,2.00,74.00,251.50,11.00,206.00,0.00,0.36,49.05
4.00,16.00,13.59,15.50,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,15.34,16.57,10.24,0.00,5.60,16.50,66.97,2.90,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,14.09,19.00,71.90,2.10,25.00,8.00,18.05,141.20,17.07,33.83,0.60,19.51,19.51,19.51,1.20,88.00,7.50,19.51,6.00,10.80,6.99,4.20,2.40,12.50,14.56,18.90,0.00,0.00,0.85,1.00,63.90,70.40,7.70,5.70,105.70,89.80,84.70,0.30,2.00,78.00,251.40,11.00,204.00,0.00,0.37,49.17
5.00,14.30,13.60,14.20,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,16.07,15.77,10.24,0.00,5.60,16.50,67.72,2.90,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,13.62,18.50,70.90,2.10,25.30,8.00,18.05,140.50,17.07,32.58,0.60,19.51,19.51,19.51,1.20,102.50,7.50,19.51,6.00,10.80,6.99,4.20,2.40,11.76,13.96,18.90,0.00,0.00,0.85,1.00,66.70,72.00,7.80,5.80,104.60,87.30,96.50,0.20,2.00,78.60,250.40,11.00,199.00,0.00,0.38,49.29
6.00,12.60,13.78,12.50,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,15.26,15.42,10.24,0.00,5.60,17.10,68.14,3.20,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,13.28,17.90,69.80,2.10,25.40,8.00,18.05,139.30,17.07,30.66,0.60,19.51,19.51,19.51,1.20,114.00,7.50,19.51,6.00,10.80,6.99,4.20,2.40,10.86,13.22,18.90,0.00,0.00,0.72,1.00,69.00,73.50,7.90,5.80,103.90,85.20,106.30,0.20,2.00,78.40,248.70,11.00,194.00,0.00,0.36,46.23
7.00,10.90,13.49,10.50,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,13.44,15.06,10.24,0.00,5.60,17.90,69.32,3.10,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,12.88,17.40,68.50,2.10,25.30,8.00,18.05,137.50,17.07,28.40,0.60,19.51,19.51,19.51,1.20,116.80,7.50,19.51,6.00,10.80,6.99,4.20,2.40,10.19,12.44,18.90,0.00,0.00,0.70,1.00,70.10,74.60,8.00,5.90,102.60,84.40,110.10,0.10,2.00,77.90,245.10,11.00,185.00,0.00,0.35,43.18
8.00,8.80,12.71,7.80,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,10.72,14.74,10.24,0.00,5.60,17.70,70.75,3.30,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,12.54,17.40,67.20,2.10,25.20,8.00,18.05,134.60,17.07,26.25,0.60,19.51,19.51,19.51,1.20,119.50,7.50,19.51,6.00,10.80,6.99,4.20,2.40,9.60,11.64,18.90,0.00,0.00,0.65,1.00,70.60,75.30,7.70,5.80,100.50,83.40,114.30,0.10,2.00,76.70,238.60,11.00,176.00,0.00,0.35,42.74
9.00,6.50,12.59,3.10,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,7.84,14.25,10.24,0.00,5.60,17.10,72.00,3.30,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,12.08,17.60,65.60,2.10,25.20,8.00,18.05,129.30,17.07,24.06,0.60,19.51,19.51,19.51,1.20,122.00,7.50,19.51,6.00,10.80,6.99,4.20,2.40,8.38,10.65,18.90,0.00,0.00,0.55,1.00,69.50,74.70,7.20,5.80,96.50,82.00,119.60,0.10,2.00,73.90,229.80,11.00,143.00,0.00,0.32,42.31
10.00,3.90,12.74,0.70,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,6.22,13.44,10.24,0.00,5.60,17.50,73.19,3.30,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,11.44,17.30,64.20,2.10,25.00,8.00,18.05,121.10,17.07,22.05,0.60,19.51,19.51,19.51,1.20,123.90,7.50,19.51,6.00,10.80,6.99,4.20,2.40,6.95,9.59,18.90,0.00,0.00,0.40,1.00,67.80,73.70,6.60,5.60,89.40,79.80,123.60,0.10,2.00,64.80,208.40,11.00,109.00,0.00,0.28,37.52
11.00,1.90,12.63,0.20,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,2.72,11.77,10.24,0.00,5.60,18.10,73.25,3.30,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,10.09,16.80,63.20,2.10,25.10,8.00,18.05,107.50,17.07,17.69,0.60,19.51,19.51,19.51,1.20,124.30,7.50,19.51,6.00,10.80,6.99,4.20,2.40,6.35,8.82,18.90,0.00,0.00,0.34,1.00,64.10,71.10,5.90,5.40,79.80,75.20,123.40,0.10,2.00,44.30,151.80,11.00,55.00,0.00,0.22,32.74
12.00,0.70,12.66,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.19,8.07,10.24,0.00,5.60,18.00,72.93,3.30,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,6.69,16.40,62.10,2.10,25.30,8.00,18.05,79.70,17.07,9.50,0.60,19.51,19.51,19.51,1.20,124.60,7.50,19.51,6.00,10.80,6.99,4.20,2.40,6.03,8.15,18.90,0.00,0.00,0.24,1.00,60.60,68.60,5.00,4.50,65.40,71.00,123.00,0.00,2.00,20.50,72.00,11.00,2.00,0.00,0.15,23.80
13.00,0.20,12.55,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,3.70,10.24,0.00,5.60,17.70,71.62,3.30,4.00,8.20,4.20,16.78,9.50,16.00,20.00,1.40,2.16,16.10,60.70,2.10,25.50,8.00,18.05,48.60,17.07,3.62,0.60,19.51,19.51,19.51,1.20,124.40,7.50,19.51,6.00,10.80,6.99,4.20,2.40,5.76,7.88,19.00,0.00,0.00,0.08,1.00,57.80,66.60,4.00,3.40,42.90,68.40,121.80,0.00,2.00,6.60,14.70,11.00,1.00,0.00,0.09,14.85
14.00,0.00,12.63,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,1.32,10.24,0.00,5.60,16.80,69.98,3.30,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.47,15.90,58.90,2.10,25.70,8.00,18.05,21.70,17.07,0.94,0.60,19.51,19.51,19.51,1.20,123.40,7.50,19.51,6.00,10.80,6.99,4.20,2.40,5.50,7.74,19.00,0.00,0.00,0.04,1.00,56.30,66.00,3.40,2.80,19.80,65.80,119.80,0.00,2.00,0.90,2.70,11.00,0.00,0.00,0.04,7.82
15.00,0.00,12.59,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.13,10.24,0.00,5.60,15.70,67.17,6.90,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.01,15.70,55.50,2.10,25.90,8.00,18.05,4.90,17.07,0.03,0.60,19.51,19.51,19.51,1.20,119.80,7.50,19.51,6.00,10.80,6.99,4.20,2.40,5.29,7.45,19.00,0.00,0.00,0.00,1.00,58.90,69.50,2.90,2.40,4.70,63.50,115.20,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.78
16.00,0.00,12.59,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,15.40,63.95,8.10,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,15.30,52.40,2.10,26.10,8.00,18.05,0.20,17.07,0.00,0.60,19.51,19.51,19.51,1.20,114.50,7.50,19.51,6.00,10.80,6.99,4.20,2.40,5.09,7.11,18.90,0.00,0.00,0.00,1.00,61.30,72.80,2.90,2.30,0.10,62.00,108.70,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.39
17.00,0.00,12.38,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,15.30,57.47,8.10,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,15.00,50.10,2.10,26.40,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,104.40,7.50,19.51,6.00,10.80,6.99,4.20,2.40,4.62,6.76,18.90,0.00,0.00,0.00,1.00,62.70,75.30,3.00,2.40,0.00,63.40,96.40,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
18.00,0.00,11.92,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,15.80,49.90,8.10,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,14.40,47.90,2.10,26.30,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,93.40,7.50,19.51,6.00,10.80,6.99,4.20,2.40,4.07,6.42,18.90,0.00,0.00,0.00,1.00,63.60,77.00,3.00,2.20,0.00,64.40,83.60,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
19.00,0.00,11.23,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,16.40,44.38,8.10,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,13.80,46.20,2.10,26.40,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,79.70,7.50,19.51,6.00,10.80,6.99,4.20,2.40,3.27,5.61,18.90,0.00,0.00,0.00,1.00,62.80,76.40,2.90,2.00,0.00,64.70,68.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
20.00,0.00,11.24,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,16.50,39.54,8.10,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,13.10,44.00,2.10,26.50,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,66.20,7.50,19.51,6.00,10.80,6.99,4.20,2.40,2.38,4.65,18.90,0.00,0.00,0.00,1.00,61.50,75.30,2.90,1.80,0.00,64.20,55.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
21.00,0.00,11.34,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,16.50,35.43,8.00,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,12.50,40.20,2.10,26.50,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,53.00,7.50,19.51,6.00,10.80,6.99,4.20,2.40,1.77,4.09,18.90,0.00,0.00,0.00,1.00,58.60,72.90,2.80,1.70,0.00,61.60,44.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
22.00,0.00,11.36,0.00,0.00,4.20,8.10,7.20,6.90,1.78,0.40,2.50,0.00,0.00,0.00,10.24,0.00,5.60,16.10,31.56,5.90,4.00,15.41,4.20,16.78,9.50,16.00,20.00,1.40,0.00,11.70,36.50,2.10,26.50,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,41.70,7.50,19.51,6.00,10.80,6.99,4.20,2.40,1.25,3.66,18.90,0.00,0.00,0.00,1.00,56.40,71.00,2.80,1.60,0.00,59.30,34.20,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
