"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,18.22,16.42,18.81,14.00,2.90,8.10,6.00,7.30,1.20,0.00,2.50,0.00,17.72,18.52,17.56,0.00,3.80,14.69,67.44,2.40,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.64,25.00,79.30,2.20,25.90,19.51,18.05,136.24,17.95,38.94,0.60,19.51,19.51,19.51,1.20,66.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,7.80,8.20,18.90,0.91,1.00,97.10,102.50,10.40,8.40,112.27,98.10,70.00,0.40,2.00,80.00,252.40,11.00,222.00,12.00,36.00,0.36
2.00,18.27,16.18,18.76,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,17.07,18.58,17.56,0.00,3.80,16.82,71.01,3.10,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.66,25.00,80.30,2.20,25.90,19.51,18.05,139.74,17.95,39.21,0.60,19.51,19.51,19.51,1.20,78.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,7.40,7.50,18.90,0.93,1.00,101.00,104.20,10.80,8.90,112.08,98.70,73.00,0.40,2.00,80.00,252.40,11.00,222.00,12.00,40.00,0.35
3.00,18.00,15.78,18.33,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,16.82,18.63,17.56,0.00,3.80,18.70,72.78,2.70,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.67,24.80,81.20,2.20,25.70,19.51,18.05,143.57,17.95,39.48,0.60,19.51,19.51,19.51,1.20,89.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,6.80,6.70,18.90,0.92,1.00,104.50,105.60,11.00,9.30,111.89,99.50,78.00,0.40,2.00,80.00,252.40,11.00,222.00,12.00,42.00,0.36
4.00,16.99,13.80,17.07,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,17.38,18.54,17.56,0.00,3.80,20.49,73.95,2.70,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.64,24.80,81.40,2.20,25.50,19.51,18.05,144.38,17.95,38.94,0.60,19.51,19.51,19.51,1.20,99.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,6.10,5.90,18.90,0.92,1.00,106.90,106.90,11.20,9.40,111.83,99.60,84.00,0.30,2.00,80.00,252.40,11.00,222.00,12.00,40.00,0.36
5.00,15.44,14.03,15.55,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,18.23,18.54,17.56,0.00,3.80,20.48,74.23,2.80,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.57,24.80,81.30,2.20,25.70,19.51,18.05,144.48,17.95,38.39,0.60,19.51,19.51,19.51,1.20,107.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.30,5.20,18.90,0.92,1.00,109.00,108.20,11.40,9.50,112.16,99.50,93.00,0.20,2.00,80.00,252.40,11.00,222.00,12.00,36.00,0.36
6.00,13.57,14.20,14.28,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,18.58,18.64,17.56,0.00,3.80,19.88,74.22,3.00,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.57,25.00,81.40,2.20,25.40,19.51,18.05,144.48,17.95,36.04,0.60,19.51,19.51,19.51,1.20,114.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.20,4.80,18.90,0.77,1.00,108.80,107.60,11.20,9.50,111.95,99.10,103.00,0.20,2.00,80.00,252.40,11.00,222.00,12.00,31.00,0.35
7.00,11.95,13.84,12.83,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,18.58,18.62,17.56,0.00,3.80,19.60,74.04,3.10,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.63,25.30,81.50,2.20,25.60,19.51,18.05,144.47,17.95,33.68,0.60,19.51,19.51,19.51,1.20,119.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.40,4.50,18.90,0.75,1.00,108.10,106.50,11.00,9.60,110.92,98.70,112.00,0.10,2.00,80.00,252.40,11.00,222.00,12.00,22.00,0.34
8.00,10.89,14.05,10.90,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,17.96,18.34,17.56,0.00,3.80,19.44,73.79,3.00,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.53,25.20,81.30,2.20,26.00,19.51,18.05,144.31,17.95,33.04,0.60,19.51,19.51,19.51,1.20,123.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.60,4.60,18.90,0.70,1.00,106.50,105.00,10.70,9.50,109.11,98.70,117.00,0.10,2.00,79.88,252.40,11.00,216.50,12.00,30.00,0.31
9.00,9.59,14.07,9.27,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,16.80,17.77,17.56,0.00,3.80,19.93,73.72,0.00,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,15.00,24.90,81.10,2.20,26.10,19.51,18.05,142.97,17.95,32.40,0.60,19.51,19.51,19.51,1.20,125.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.80,4.80,18.90,0.59,1.00,104.80,103.50,10.50,9.30,105.01,98.80,120.00,0.10,2.00,78.88,252.40,11.00,200.20,12.00,13.00,0.26
10.00,7.00,14.87,5.60,14.00,2.90,8.10,6.00,7.30,1.50,0.00,2.50,0.00,14.75,16.73,17.56,0.00,3.80,20.64,73.71,0.00,3.00,11.71,3.80,17.56,14.24,12.00,16.00,0.00,13.73,24.60,80.70,2.20,26.00,19.51,18.05,132.18,17.95,26.28,0.60,19.51,19.51,19.51,1.20,127.00,9.00,15.00,4.00,9.00,8.10,5.50,2.40,5.90,4.80,18.90,0.43,1.00,104.30,103.30,10.30,9.20,97.27,98.20,120.00,0.10,2.00,74.78,252.40,11.00,167.60,12.00,9.00,0.20
