"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,70.03,29.69,67.13,635.88,206.86,3.29,3.45,60.52,17.56,0.45,18.87,14.92,45.00,5.13,2.82,127.92,69.92,44.97,0.00,13.40,73.79,17.17,1.97,0.00,43.67,0.00,6.39,9.00,95.45,4.43,19.77,0.00,150.01,21.00,20.62,27.03,43.86,123.59,75.53,0.00,2.01,67.01,61.48,46.02,40.49,30.75,10.31,10.31,0.00,0.00,85.00,95.52,20.62,0.00
2.00,59.40,29.95,67.13,635.88,206.86,3.29,3.45,60.02,17.56,0.45,18.87,14.92,85.40,5.13,2.82,127.92,85.44,44.36,0.00,23.52,73.79,17.17,1.97,0.00,43.67,0.00,6.39,9.00,85.48,4.43,19.77,0.00,145.34,21.00,67.10,20.62,42.74,184.17,109.45,0.00,2.01,67.01,67.01,39.18,20.62,30.75,10.31,10.31,0.00,0.00,87.27,110.26,20.62,0.00
3.00,57.66,29.95,67.13,635.88,206.86,3.29,3.45,58.78,17.56,0.45,18.87,14.92,96.88,5.13,2.82,127.92,90.04,42.86,0.00,17.95,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,74.31,4.43,17.19,0.00,145.81,21.00,62.98,20.62,46.86,112.31,83.52,112.33,2.01,67.01,67.01,39.18,20.62,30.75,10.31,10.31,0.00,0.00,87.27,110.26,20.62,0.00
4.00,57.66,29.95,67.13,635.88,206.86,3.29,3.45,53.83,17.56,0.45,18.87,14.92,97.51,5.13,2.82,127.92,96.25,36.83,0.00,12.21,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,62.64,4.43,14.49,0.00,144.33,21.00,61.62,34.42,34.42,100.44,79.50,100.45,2.01,67.01,67.01,50.38,0.00,30.75,10.31,10.31,0.00,0.00,87.27,110.26,20.62,0.00
5.00,70.00,29.95,67.13,635.88,206.86,3.29,3.45,66.07,17.56,0.45,18.87,14.92,112.20,5.13,2.82,127.92,100.06,51.73,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,56.42,4.43,13.05,0.00,157.66,21.00,58.53,34.99,0.00,164.31,90.93,164.38,1.46,0.00,67.01,46.71,39.71,30.75,0.00,12.09,0.00,0.00,85.00,67.36,20.62,0.00
6.00,57.66,29.95,67.13,635.88,206.86,3.29,3.45,70.47,17.56,0.45,18.87,14.92,113.61,5.13,2.82,127.92,98.73,57.08,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,70.11,4.43,16.22,0.00,165.70,21.00,64.30,20.62,45.54,175.68,84.75,175.75,1.46,0.00,67.01,59.78,0.00,30.75,0.00,12.09,0.00,0.00,87.27,110.26,20.62,0.00
7.00,71.18,29.95,67.13,635.88,206.86,3.29,3.45,75.61,17.56,0.45,18.87,14.92,124.77,5.13,2.82,127.92,98.46,63.34,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,50.29,4.43,11.63,0.00,172.62,21.00,0.00,44.98,44.98,184.17,108.75,184.23,1.84,0.00,67.01,45.67,39.16,30.75,0.00,17.97,0.00,0.00,87.27,93.03,20.62,0.00
8.00,74.61,29.95,67.13,635.88,206.86,3.29,3.45,84.24,17.56,0.45,18.87,14.92,139.76,5.13,2.82,127.92,99.09,73.84,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,68.26,4.43,15.79,0.00,182.35,21.00,0.00,0.00,0.00,184.17,81.05,184.23,2.54,0.00,66.99,47.27,51.75,30.75,14.37,14.37,0.00,0.00,85.00,82.55,41.89,0.00
9.00,77.57,29.95,67.13,635.88,206.86,3.29,3.45,93.43,17.56,0.45,18.87,14.92,141.92,5.13,2.82,127.92,99.30,85.02,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,71.03,4.43,16.43,0.00,0.00,21.00,20.62,0.00,52.11,184.17,110.77,184.23,3.24,0.00,75.00,49.06,59.71,30.75,19.74,19.70,0.00,0.00,87.27,110.26,46.45,0.00
10.00,78.06,29.95,67.13,635.88,206.86,3.29,3.45,93.43,17.56,0.45,18.87,14.92,138.97,5.13,2.82,127.92,97.41,85.02,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,68.42,4.43,15.83,0.00,0.00,21.00,20.62,0.00,52.11,184.17,110.77,184.23,3.31,0.00,75.00,48.48,57.84,30.75,20.28,20.24,0.00,0.00,87.27,110.26,31.70,0.00
11.00,78.56,29.95,67.13,635.88,206.86,3.29,3.45,93.43,17.56,0.45,18.87,14.92,135.45,5.13,2.82,127.92,94.43,85.02,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,68.47,4.43,15.84,0.00,0.00,21.00,52.11,0.00,20.62,184.17,110.77,184.23,3.39,0.00,75.00,49.18,60.04,30.75,20.91,20.86,0.00,0.00,87.27,110.26,22.53,0.00
12.00,78.57,29.95,67.13,635.88,206.86,3.29,3.45,93.43,17.56,0.45,18.87,14.92,129.62,5.13,2.82,127.92,90.40,85.02,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,9.00,67.18,4.43,15.54,0.00,0.00,21.00,0.00,52.11,20.62,184.17,111.74,184.23,1.92,0.00,75.00,48.93,59.34,30.75,19.19,0.00,0.00,0.00,87.27,110.26,62.00,0.00
13.00,72.37,29.95,67.13,635.88,206.86,3.29,3.45,93.43,17.56,0.45,18.87,14.92,101.94,5.13,2.82,127.92,81.59,85.02,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,0.00,64.76,4.43,14.98,0.00,0.00,21.00,32.81,67.88,32.87,184.17,100.34,184.23,0.00,0.00,67.01,46.51,45.94,30.75,0.00,0.00,0.00,0.00,87.27,110.26,0.00,0.00
14.00,72.37,29.95,67.13,635.88,206.86,3.29,3.45,86.15,17.56,0.45,18.87,14.92,80.70,5.13,2.82,127.92,75.51,76.15,0.00,23.52,73.79,17.17,1.97,6.88,43.67,0.00,6.39,0.00,54.62,4.43,12.63,0.00,0.00,21.00,44.15,44.70,44.70,129.24,81.26,129.27,0.00,0.00,67.01,47.49,44.95,30.75,0.00,0.00,0.00,0.00,87.27,110.26,0.00,0.00
15.00,72.37,29.95,67.13,635.88,206.86,3.29,3.45,80.27,17.56,0.45,18.87,14.92,80.00,5.13,2.82,127.92,72.03,69.00,0.00,20.84,73.79,17.17,1.97,6.88,43.67,0.00,6.39,0.00,39.25,4.43,9.08,0.00,0.00,21.00,26.85,0.00,26.85,109.34,81.68,109.35,0.00,0.00,67.01,51.19,41.26,30.75,0.00,0.00,0.00,0.00,85.00,110.26,0.00,0.00
16.00,72.37,29.95,67.13,635.88,206.86,3.29,3.45,74.19,17.56,0.45,18.87,14.92,80.00,5.13,2.82,127.92,67.49,61.61,0.00,14.42,73.79,17.17,1.97,6.88,43.67,0.00,6.39,0.00,0.00,4.43,0.00,0.00,0.00,21.00,20.62,0.00,33.83,173.01,85.86,0.00,0.00,0.00,67.01,49.73,37.91,30.75,0.00,0.00,0.00,0.00,85.00,109.52,0.00,0.00
