"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,89.54,5.13,2.82,163.91,104.15,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,79.47,3.45,18.38,185.44,0.00,59.44,48.57,35.55,35.55,184.17,197.14,184.23,5.67,74.91,76.30,44.42,35.43,52.67,0.00,30.56,30.55,32.57,32.57,100.23,100.19,203.20
2.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,82.51,5.13,2.82,163.91,101.73,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,72.43,3.45,16.75,179.17,0.00,54.23,53.99,42.33,0.00,184.17,197.14,184.23,5.67,74.91,76.30,35.68,25.02,52.67,0.00,30.56,30.55,32.42,32.42,81.44,81.40,203.20
3.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,81.77,5.13,2.82,163.91,102.80,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,69.65,3.45,16.11,177.63,0.00,31.44,57.44,58.04,0.00,184.17,197.14,184.23,5.67,74.91,76.30,35.10,23.96,52.67,0.00,30.56,30.55,32.17,32.17,74.55,74.53,203.20
4.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,81.59,5.13,2.82,163.91,102.70,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,66.82,3.45,15.46,174.65,0.00,67.50,67.09,0.00,0.00,184.17,197.14,184.23,5.67,74.91,76.30,39.74,25.02,52.67,0.00,30.56,30.55,31.43,31.43,72.24,72.22,203.20
5.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,81.83,5.13,2.82,163.91,101.71,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,175.74,0.00,67.50,67.09,0.00,0.00,184.17,197.14,184.23,5.67,74.91,76.30,41.94,31.18,52.67,0.00,30.56,30.55,32.37,32.38,68.25,68.23,203.20
6.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,81.72,5.13,2.82,163.91,102.36,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,170.65,0.00,46.06,45.87,46.24,0.00,184.17,197.14,184.23,5.67,74.91,76.30,31.31,31.31,52.67,0.00,30.56,30.55,31.25,31.25,38.61,38.61,203.20
7.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,80.32,5.13,2.82,163.91,101.50,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,172.36,0.00,53.15,38.36,53.37,0.00,184.17,197.14,184.23,5.67,74.91,76.30,41.57,23.72,52.67,0.00,30.56,30.55,31.74,31.75,60.85,60.84,203.20
8.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,78.73,5.13,2.82,163.91,101.59,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,170.99,0.00,52.14,51.91,38.03,0.00,184.17,197.14,184.23,5.67,74.91,76.30,40.81,22.54,52.67,0.00,30.56,30.55,31.27,31.28,56.79,56.78,203.20
9.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,80.65,5.13,2.82,163.91,102.52,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,171.95,0.00,30.88,30.87,30.88,0.00,184.17,197.14,184.23,5.67,74.91,76.30,51.19,41.26,52.67,0.00,30.56,30.55,31.90,31.90,58.98,58.97,203.20
10.00,32.33,29.95,67.13,635.03,206.59,7.75,8.13,110.37,16.68,3.12,28.29,14.92,87.14,5.13,2.82,163.91,104.15,104.39,22.12,35.37,196.01,14.36,1.97,6.88,87.69,6.39,9.98,67.07,3.45,15.51,174.59,0.00,0.00,0.00,67.88,0.00,184.17,197.14,184.23,5.67,74.91,76.30,50.51,40.82,52.67,0.00,30.56,30.55,31.90,31.91,76.57,76.54,203.20
