"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.80,0.00,14.00,4.20,6.00,11.47,19.14,0.00,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.09,16.77,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,21.08,58.54,3.36,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,69.48,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.88,0.68,18.90,0.00,1.00,55.77,72.48,2.39,3.51,0.00,87.84,59.64,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,23.80,0.00,14.00,4.20,6.00,11.47,19.14,0.00,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.09,16.77,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,21.08,58.54,3.36,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,69.48,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.88,0.68,18.90,0.00,1.00,55.77,72.48,2.39,3.51,0.00,87.84,59.64,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,23.76,0.00,14.00,4.20,6.00,11.47,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.02,14.74,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,20.74,56.29,3.36,25.70,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,64.26,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.79,0.57,18.90,0.00,1.00,51.13,67.70,2.16,2.87,0.00,86.37,54.86,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.89,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.84,14.12,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,20.34,54.81,3.36,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,58.10,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.71,0.52,18.90,0.00,1.00,45.79,61.31,1.93,2.55,0.00,84.77,51.25,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.92,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.67,13.58,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,19.89,53.38,3.36,26.00,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,53.11,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.65,0.45,18.90,0.00,1.00,41.21,55.91,1.72,2.25,0.00,83.13,48.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.83,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.49,13.31,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,19.29,52.09,3.36,26.10,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,51.63,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.60,0.35,18.90,0.00,1.00,38.90,53.49,1.58,2.03,0.00,81.32,48.38,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.92,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.40,12.86,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,18.75,50.64,3.36,26.00,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,49.62,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.58,0.25,18.90,0.00,1.00,37.23,52.03,1.43,1.83,0.00,79.35,47.79,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.82,0.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.60,11.89,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,18.35,48.74,3.36,25.70,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,46.03,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.59,0.19,18.90,0.00,1.00,37.45,53.46,1.26,1.64,0.00,76.90,45.80,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,24.00,0.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.68,10.98,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,17.88,47.11,3.36,25.90,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,43.58,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.62,0.18,18.90,0.00,1.00,37.78,54.92,1.09,1.46,0.00,74.70,44.93,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.89,0.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.42,10.20,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,17.21,46.33,3.36,25.90,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,44.54,12.83,19.44,8.00,10.60,6.33,17.49,2.40,0.66,0.34,18.90,0.00,1.00,38.46,56.43,0.97,1.29,0.00,73.21,47.43,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
