"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.81,66.81,613.69,146.17,3.03,3.17,100.47,18.00,1.44,22.60,117.51,7.00,3.76,144.93,88.37,90.01,25.01,84.00,15.12,6.88,78.81,23.00,6.39,0.00,21.09,3.03,6.24,0.00,0.00,31.62,31.59,22.85,22.85,0.00,196.19,183.34,3.96,67.36,31.09,66.24,66.15,35.04,0.00,30.41,30.40,30.64,30.64,88.04,88.01,104.75,0.00,20.30,22.03,0.00,4.83
2.00,78.57,29.81,66.81,602.58,146.17,3.03,3.17,100.47,18.00,1.44,22.60,112.80,7.00,3.76,144.93,86.34,90.01,26.08,84.00,15.12,6.88,78.81,23.00,6.39,0.00,17.85,3.03,5.49,0.00,0.00,60.45,0.00,22.09,22.09,0.00,196.19,183.34,3.96,67.36,31.09,66.24,66.15,35.04,0.00,30.41,30.40,0.00,28.87,0.00,64.85,102.49,0.00,20.30,22.03,0.00,4.83
3.00,78.57,29.81,66.81,608.58,146.17,3.03,3.17,100.47,18.00,1.44,22.60,108.09,7.00,3.76,144.93,83.98,90.01,23.68,84.00,15.12,6.88,78.81,23.00,6.39,0.00,26.44,3.03,7.47,0.00,0.00,67.18,0.00,36.67,0.00,0.00,196.19,183.34,3.45,67.71,31.48,66.24,66.15,35.04,0.00,26.53,26.53,26.97,26.97,109.73,64.95,101.13,0.00,20.30,22.03,0.00,4.83
4.00,78.57,29.81,66.81,608.54,146.17,3.03,3.17,100.47,18.00,1.44,22.60,105.22,7.00,3.76,144.93,82.83,90.01,21.04,84.00,15.12,6.88,78.81,23.00,6.39,0.00,17.63,3.03,5.44,0.00,0.00,48.23,0.00,48.43,0.00,0.00,196.19,183.34,2.41,0.00,0.00,66.24,66.15,35.04,0.00,18.56,18.56,22.10,22.10,96.84,30.63,99.51,0.00,20.30,22.03,0.00,4.83
