"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,5.29,23.84,2.64,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,7.60,3.39,19.00,0.00,8.80,13.20,16.82,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,3.42,1.80,4.80,3.00,27.00,20.00,19.00,26.90,19.00,21.30,0.60,20.00,20.00,20.00,2.40,2.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,0.67,0.44,18.90,0.00,0.00,0.06,1.00,0.80,2.40,0.10,0.20,24.90,9.70,2.00,0.00,2.00,6.80,23.00,11.00,28.50,19.00,0.08,17.80
2.00,7.18,23.84,6.19,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,11.00,4.33,19.00,0.00,8.80,12.20,17.04,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,4.67,1.60,4.80,3.00,27.00,20.00,19.00,38.00,19.00,27.80,0.60,20.00,20.00,20.00,2.40,1.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,0.69,0.33,18.90,0.00,0.00,0.09,1.00,0.80,2.40,0.20,0.30,34.90,10.10,1.00,0.10,2.00,14.90,33.00,11.00,34.00,19.00,0.12,27.66
3.00,9.03,23.77,9.26,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,12.40,5.75,19.00,0.00,8.80,11.90,18.12,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,6.33,1.50,5.10,3.00,27.00,20.00,19.00,53.20,19.00,32.30,0.60,20.00,20.00,20.00,2.40,1.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,0.94,0.71,18.90,0.00,0.00,0.40,1.00,0.90,2.60,0.40,0.40,42.60,10.60,1.00,0.20,2.00,25.40,57.10,11.00,46.80,19.00,0.16,34.56
4.00,10.32,23.75,11.21,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,13.20,7.38,19.00,0.00,8.80,11.60,19.48,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,7.95,1.60,6.10,3.00,27.00,20.00,19.00,65.40,19.00,35.40,0.60,20.00,20.00,20.00,2.40,1.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.27,1.27,18.90,0.00,0.00,0.55,1.00,3.00,3.90,0.60,0.40,56.10,9.90,1.00,0.20,2.00,28.70,86.20,11.00,77.30,19.00,0.20,41.45
5.00,11.39,23.90,11.70,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,14.00,9.16,19.00,0.00,8.80,11.40,23.12,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,9.04,1.80,7.30,3.00,27.00,20.00,19.00,79.70,19.00,36.50,0.60,20.00,20.00,20.00,2.40,1.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.31,1.16,18.90,0.00,0.00,0.68,1.00,5.70,5.50,0.80,0.50,64.50,8.60,1.00,0.30,2.00,35.10,112.70,11.00,107.50,19.00,0.24,42.89
6.00,12.75,23.75,11.81,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,14.70,11.06,19.00,0.00,8.80,11.40,27.52,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,10.40,2.50,9.60,3.00,27.00,20.00,19.00,86.60,19.00,36.70,0.60,20.00,20.00,20.00,2.40,1.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.25,0.84,18.90,0.00,0.00,0.76,1.00,6.40,6.10,1.10,0.60,71.60,7.30,1.00,0.30,2.00,41.20,141.00,11.00,133.50,19.00,0.27,44.34
7.00,14.53,23.85,13.16,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,13.80,12.39,19.00,0.00,8.80,12.00,33.08,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,10.99,3.20,12.40,3.00,27.00,20.00,19.00,90.90,19.00,35.70,0.60,20.00,20.00,20.00,2.40,1.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.40,1.08,18.90,0.00,0.00,0.83,1.00,6.40,6.30,1.20,0.80,81.50,5.80,1.00,0.30,2.00,46.80,176.90,11.00,143.00,19.00,0.30,46.49
8.00,14.94,23.54,13.65,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,11.40,13.42,19.00,0.00,8.80,12.60,39.03,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,11.02,3.90,15.70,3.00,27.00,20.00,19.00,87.40,19.00,32.90,0.60,20.00,20.00,20.00,2.40,1.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.63,1.51,18.90,0.00,0.00,0.85,1.00,6.80,6.80,1.30,0.90,80.60,8.00,1.00,0.40,2.00,51.90,184.60,11.00,169.50,19.00,0.32,48.65
9.00,14.63,23.73,12.62,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,9.80,14.42,19.00,0.00,8.80,13.60,43.90,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,10.91,4.50,19.20,3.00,27.00,20.00,19.00,85.30,19.00,28.20,0.60,20.00,20.00,20.00,2.40,2.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,2.04,2.07,18.90,0.00,0.00,0.84,1.00,7.40,7.30,1.40,1.00,74.20,11.50,2.00,0.40,2.00,51.60,197.50,11.00,167.00,19.00,0.33,48.66
10.00,14.61,23.84,12.18,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,9.00,15.03,19.00,0.00,8.80,14.50,48.41,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,11.38,4.50,20.50,3.00,27.00,20.00,19.00,84.10,19.00,22.90,0.60,20.00,20.00,20.00,2.40,3.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,2.53,2.66,18.90,0.00,0.00,0.86,1.00,9.20,8.60,1.50,1.20,74.50,12.00,3.00,0.40,2.00,56.20,187.30,11.00,167.50,19.00,0.33,48.67
