"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.56,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,5.00,26.00,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,14.40,39.10,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,33.50,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,0.00,0.18,9.00,0.00,1.00,28.60,50.20,3.56,2.95,0.00,65.60,21.70,0.00,2.00,0.00,0.00
2.00,0.00,23.75,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,7.79,28.28,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,13.50,36.60,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,30.40,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.88,5.47,9.00,0.00,1.00,25.40,45.20,1.62,0.97,0.00,63.90,20.00,0.00,2.00,0.00,0.00
3.00,0.00,23.85,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.70,28.86,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,12.50,34.20,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,28.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.93,5.78,9.00,0.00,1.00,21.90,39.90,1.24,0.77,0.00,62.00,18.30,0.00,2.00,0.00,0.00
4.00,0.00,23.72,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.41,33.45,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,12.00,32.80,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,26.90,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.96,5.96,9.00,0.00,1.00,19.20,36.40,1.01,0.65,0.00,61.80,17.40,0.00,2.00,0.00,0.00
5.00,0.00,23.54,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.20,36.25,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,11.60,31.70,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,25.80,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.94,5.99,9.00,0.00,1.00,16.80,33.40,0.82,0.56,0.00,62.00,16.70,0.00,2.00,0.00,0.00
6.00,0.00,23.76,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,11.27,33.70,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,11.00,30.40,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,23.10,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.83,5.58,9.00,0.00,1.00,15.00,30.90,0.73,0.53,0.00,61.40,15.20,0.00,2.00,0.00,0.00
7.00,0.00,23.66,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,12.17,31.30,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,10.40,29.00,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,19.90,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.68,5.17,9.00,0.00,1.00,13.50,28.50,0.67,0.50,0.00,60.50,13.50,0.00,2.00,0.00,0.00
8.00,0.00,23.64,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,12.59,29.36,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,10.00,27.50,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,17.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.45,4.76,9.00,0.00,1.00,12.10,25.60,0.69,0.48,0.00,59.90,10.90,0.00,2.00,0.00,0.00
9.00,0.00,23.71,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,13.12,27.51,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,9.50,26.10,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,14.10,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.37,4.70,9.00,0.00,1.00,10.60,22.70,0.69,0.45,0.00,59.30,8.00,0.00,2.00,0.00,0.00
10.00,0.00,23.79,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,13.97,25.94,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,9.30,24.70,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,12.90,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.77,5.67,9.00,0.00,1.00,10.20,21.10,0.59,0.40,0.00,58.80,7.00,0.00,2.00,0.00,0.00
11.00,0.00,23.79,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,14.77,24.38,0.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,9.00,23.20,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,12.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.17,6.61,9.00,0.00,1.00,10.20,20.10,0.49,0.34,0.00,58.40,6.70,0.00,2.00,0.00,0.00
12.00,0.00,23.77,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.93,1.12,17.56,0.00,7.80,15.44,22.81,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,1.05,8.80,23.00,3.20,0.00,19.51,18.54,0.66,9.20,0.08,0.60,20.00,19.51,19.51,2.40,13.20,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.63,7.41,9.00,0.00,1.00,9.90,19.40,0.37,0.26,0.55,58.50,7.70,0.00,2.00,0.04,0.00
13.00,0.49,23.72,0.61,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,4.93,6.37,17.56,0.00,7.80,15.94,21.53,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,5.91,8.70,23.10,3.20,0.00,19.51,18.54,16.91,9.20,4.46,0.60,20.00,19.51,19.51,2.40,14.60,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.08,8.08,9.00,0.03,1.00,9.50,18.90,0.28,0.21,12.12,58.70,9.20,0.00,2.00,5.98,0.00
14.00,2.53,24.09,2.76,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,6.68,12.21,17.56,0.00,7.80,15.90,21.11,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,10.89,9.00,24.10,3.20,0.00,19.51,18.54,62.42,9.20,14.44,0.60,20.00,19.51,19.51,2.40,15.50,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.49,8.38,9.00,0.06,1.00,9.40,19.00,0.28,0.21,47.79,58.50,9.60,0.00,2.00,22.41,0.00
15.00,5.26,23.86,5.41,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,12.20,14.69,17.56,0.00,7.80,15.66,20.81,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,12.66,9.40,25.50,3.20,0.00,19.51,18.54,107.09,9.20,24.56,0.60,20.00,19.51,19.51,2.40,16.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.79,8.53,9.00,0.07,1.00,9.50,19.40,0.27,0.24,80.58,58.20,9.80,0.00,2.00,44.08,0.00
16.00,7.98,24.04,7.95,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,14.60,16.13,17.56,0.00,7.80,14.78,20.86,8.10,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.40,10.20,28.80,3.20,0.00,19.51,18.54,128.37,9.20,31.94,0.60,20.00,19.51,19.51,2.40,17.90,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.72,8.24,9.00,0.10,1.00,11.20,21.10,0.28,0.40,92.23,60.60,11.80,0.00,2.00,59.62,0.00
17.00,10.31,24.06,10.34,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,16.33,16.76,17.56,0.00,7.80,14.02,21.37,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.66,11.00,32.80,3.20,0.00,19.51,18.54,133.16,9.20,33.53,0.60,20.00,19.51,19.51,1.20,19.80,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.69,8.04,9.00,0.49,1.00,13.50,23.40,0.36,0.61,96.20,63.80,14.40,0.10,2.00,67.59,0.00
18.00,12.27,24.09,12.40,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,17.27,16.80,17.56,0.00,7.80,13.62,23.21,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.78,12.50,37.80,3.20,0.00,19.51,18.54,135.46,9.20,34.03,0.60,20.00,19.51,19.51,1.20,20.80,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.76,8.10,9.00,0.67,1.00,18.10,27.60,0.63,0.96,98.27,68.40,16.90,0.20,2.00,70.47,0.00
19.00,13.91,24.10,14.06,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,17.66,17.09,17.56,0.00,7.80,13.11,25.79,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.81,14.10,43.10,3.20,0.00,19.51,18.54,135.94,9.20,34.15,0.60,20.00,19.51,19.51,1.20,21.50,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.74,8.06,9.00,0.83,1.00,23.50,32.60,1.02,1.34,99.01,73.50,19.40,0.20,2.00,71.53,0.00
20.00,15.28,24.03,15.51,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,17.70,17.17,17.56,0.00,7.80,12.26,30.61,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.57,15.60,49.00,3.20,0.00,19.51,18.54,135.87,9.20,34.29,0.60,20.00,19.51,19.51,1.20,24.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.48,7.74,9.00,0.92,1.00,29.10,37.50,1.79,1.78,99.33,78.40,23.60,0.30,2.00,71.77,0.00
21.00,16.39,23.71,16.60,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,17.75,17.23,17.56,0.00,7.80,11.47,35.74,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.88,17.00,55.10,3.20,0.00,19.51,18.54,135.69,9.20,34.55,0.60,20.00,19.51,19.51,1.20,27.60,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.39,7.53,9.00,1.01,1.00,34.80,42.40,2.66,2.34,99.71,83.30,28.30,0.30,2.00,72.08,0.00
22.00,17.37,23.75,17.40,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,17.76,16.98,17.56,0.00,7.80,10.85,41.81,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.78,18.40,59.80,3.20,0.00,19.51,18.54,134.42,9.20,34.85,0.60,20.00,19.51,19.51,1.20,35.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.81,7.64,9.00,1.03,1.00,39.00,46.00,3.80,3.22,98.99,88.20,39.40,0.30,2.00,72.40,0.00
23.00,18.19,23.80,17.94,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,17.66,16.96,17.56,0.00,7.80,10.38,47.20,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,13.81,19.70,64.10,3.20,0.00,19.51,18.54,131.45,9.20,34.66,0.60,20.00,19.51,19.51,1.20,44.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,5.01,7.39,9.00,1.02,1.00,42.80,49.10,4.95,4.12,97.65,93.20,52.60,0.40,2.00,72.23,0.00
24.00,18.38,23.87,18.12,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,16.26,17.18,17.56,0.00,7.80,10.39,50.51,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,14.03,20.40,67.90,3.20,0.00,19.51,18.54,130.69,9.20,34.30,0.60,20.00,19.51,19.51,1.20,60.70,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.55,6.10,9.00,1.04,1.00,47.90,53.20,6.12,5.07,96.99,96.50,70.30,0.40,2.00,72.24,14.50
25.00,18.30,23.82,18.11,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,17.77,17.10,17.56,0.00,7.80,10.44,53.60,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,14.03,20.90,71.40,3.20,0.00,19.51,18.54,131.93,9.20,34.15,0.60,20.00,19.51,19.51,1.20,79.50,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.28,5.23,9.00,1.03,1.00,53.50,57.60,7.18,5.99,97.21,99.30,89.60,0.40,2.00,72.63,14.47
