"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.10,67.46,646.80,211.44,3.09,8.37,110.91,19.29,3.99,41.50,10.00,142.85,8.91,7.69,4.22,164.71,112.91,88.82,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.80,110.76
2.00,78.57,30.10,67.46,646.80,211.44,3.09,8.37,108.63,19.29,3.99,41.50,10.00,142.85,8.91,7.69,4.22,164.71,112.91,88.82,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,202.15,150.63,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,81.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
3.00,78.57,30.10,67.46,646.80,211.44,3.09,8.37,98.19,19.29,3.99,41.50,10.00,142.77,8.91,7.69,4.22,164.71,112.90,88.82,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,150.82,143.81,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,60.94,78.49,30.82,30.70,30.70,87.54,84.00,110.50,110.75
4.00,78.57,30.10,67.46,646.80,211.44,3.09,8.37,95.78,19.29,3.99,41.50,10.00,142.94,8.91,7.69,4.22,164.71,112.90,88.82,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,150.82,143.81,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,60.94,79.21,30.82,30.70,30.70,87.54,84.00,110.50,110.75
5.00,78.56,30.10,67.46,637.35,180.38,3.09,8.37,47.65,19.28,3.99,41.50,10.00,139.92,8.91,7.69,4.22,164.71,111.69,39.20,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,204.87,175.59,67.83,67.42,68.21,61.46,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,13.02,30.82,30.70,30.70,87.54,84.00,110.80,110.75
6.00,78.56,30.10,67.46,635.59,174.49,3.09,8.37,29.08,19.28,3.99,41.50,10.00,142.68,8.91,7.69,4.22,164.71,112.24,16.71,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,229.57,229.31,67.83,67.42,68.21,61.46,185.06,198.10,185.13,5.67,75.75,72.88,66.88,66.80,8.70,30.82,30.70,30.70,87.54,84.00,110.80,110.75
7.00,78.56,30.10,67.46,646.80,211.44,3.09,8.37,81.71,19.29,3.99,41.50,10.00,142.85,8.91,7.69,4.22,164.71,112.90,80.44,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,85.75,0.00,19.87,149.75,143.59,67.83,67.42,68.21,67.65,185.06,198.10,185.13,5.67,75.75,72.88,66.88,60.94,36.30,30.82,30.70,30.70,87.54,84.00,110.50,110.75
8.00,78.57,30.10,67.46,646.80,211.44,3.09,8.37,81.71,19.29,3.99,41.50,10.00,142.85,8.91,7.69,4.22,164.71,112.90,80.44,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,150.82,143.81,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,60.94,80.44,30.82,30.70,30.70,87.54,84.00,110.50,110.75
9.00,78.57,30.10,67.46,646.80,211.44,3.09,8.37,81.71,19.29,3.99,41.50,10.00,142.85,8.91,7.69,4.22,164.71,112.90,80.44,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,165.38,145.15,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,68.04,30.82,30.70,30.70,87.54,84.00,110.50,110.75
10.00,78.57,30.10,67.46,646.80,211.44,3.09,8.37,81.71,19.29,3.99,41.50,10.00,142.85,8.91,7.69,4.22,164.71,112.90,80.44,22.14,47.27,235.98,34.42,3.89,6.88,87.66,0.00,6.39,9.98,95.92,0.00,19.87,147.94,183.64,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.66,30.82,30.70,30.70,87.54,84.00,110.50,110.75
