"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE","CSINTIPAMPAEXP"
1.00,13.11,13.21,13.55,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,12.11,14.99,14.63,0.00,0.00,25.99,69.60,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.62,20.55,60.40,2.10,26.10,5.00,13.17,113.26,17.95,32.58,0.60,19.51,19.51,19.51,1.20,116.40,9.80,10.24,3.50,10.80,7.92,5.70,1.20,6.17,8.30,18.90,0.00,0.00,0.92,1.00,75.90,76.80,4.97,8.01,87.35,91.10,119.80,0.20,1.80,64.63,226.08,11.00,199.00,23.00,0.99
2.00,12.00,12.48,12.40,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,10.81,13.51,14.63,0.00,0.00,26.41,69.80,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,11.65,20.81,61.00,2.10,26.20,5.00,13.17,114.62,17.95,30.93,0.60,19.51,19.51,19.51,1.20,119.10,9.80,10.24,3.50,10.80,7.92,5.70,1.20,5.75,7.57,18.90,0.00,0.00,0.77,1.00,77.10,78.20,5.20,8.40,86.63,91.40,122.80,0.20,1.80,63.17,223.75,11.00,194.00,23.00,0.86
3.00,10.91,12.47,10.99,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,9.38,12.10,14.63,0.00,0.00,26.78,70.30,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.41,21.02,61.20,2.10,26.10,5.00,13.17,113.76,17.95,29.19,0.60,19.51,19.51,19.51,1.20,121.60,9.80,10.24,3.50,10.80,7.92,5.70,1.20,5.27,6.21,18.90,0.00,0.00,0.75,1.00,77.80,79.60,5.22,8.48,85.22,91.20,125.40,0.10,1.80,63.70,219.30,11.00,185.00,23.00,0.74
4.00,9.68,12.33,9.57,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,8.45,12.19,14.63,0.00,0.00,27.13,75.30,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.52,21.60,61.80,2.10,26.10,5.00,13.17,109.16,17.95,28.88,0.60,19.51,19.51,19.51,1.20,123.30,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.78,4.65,18.90,0.00,0.00,0.70,1.00,78.30,80.40,5.17,8.47,83.27,92.80,126.20,0.10,1.80,68.94,212.49,11.00,176.00,23.00,0.62
5.00,7.77,12.77,7.92,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,7.50,12.64,14.63,0.00,0.00,27.45,75.20,4.60,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.79,22.31,62.50,2.10,26.10,5.00,13.17,105.55,17.95,28.00,0.60,19.51,19.51,19.51,1.20,124.70,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.51,4.15,18.90,0.00,0.00,0.59,1.00,78.70,81.00,5.09,8.35,78.35,95.10,126.50,0.10,1.88,69.84,204.17,11.00,143.00,23.00,0.49
6.00,4.99,13.90,5.53,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,6.33,11.18,14.63,0.00,0.00,27.77,74.40,6.80,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,9.57,22.56,62.70,2.10,25.90,5.00,13.17,89.16,17.95,25.73,0.60,19.51,19.51,19.51,1.20,124.90,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.32,4.00,18.90,0.00,0.00,0.43,1.00,79.80,82.20,5.01,8.21,65.74,97.00,126.70,0.10,1.88,62.30,190.69,11.00,109.00,23.00,0.37
7.00,2.58,12.55,3.59,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,2.13,8.96,14.63,0.00,0.00,27.53,73.40,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,7.14,22.65,62.70,2.10,26.00,5.00,13.17,62.63,17.95,19.00,0.60,19.51,19.51,19.51,1.20,124.80,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.33,4.13,18.90,0.00,0.00,0.37,1.00,81.00,83.60,4.88,8.01,47.38,98.80,126.90,0.10,1.88,45.26,158.79,11.00,55.00,23.00,0.25
8.00,1.02,11.80,2.08,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.09,5.63,14.63,0.00,0.00,27.11,71.60,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,3.22,22.76,62.50,2.10,26.20,5.00,13.17,29.77,17.95,10.35,0.60,19.51,19.51,19.51,1.20,124.00,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.41,4.35,18.90,0.00,0.00,0.25,1.00,81.60,84.30,4.74,7.80,22.80,98.70,125.50,0.00,1.92,21.20,114.26,11.00,2.00,23.00,0.12
9.00,0.24,11.70,0.65,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,2.45,14.63,0.00,0.00,26.19,69.60,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.67,22.87,62.10,2.10,26.20,5.00,13.17,8.89,17.95,3.67,0.60,19.51,19.51,19.51,1.20,122.90,9.80,10.24,3.50,10.80,7.92,5.70,1.20,3.92,3.60,18.90,0.00,0.00,0.09,1.00,81.90,84.70,4.40,7.14,6.10,97.90,123.70,0.00,1.96,6.83,64.46,11.00,1.00,23.00,0.06
10.00,0.05,11.80,0.09,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.74,14.63,0.00,0.00,25.12,66.00,7.60,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.06,22.83,61.10,2.10,26.40,5.00,13.17,1.77,17.95,0.69,0.60,19.51,19.51,19.51,1.20,119.10,9.80,10.24,3.50,10.80,7.92,5.60,1.20,3.23,2.53,18.90,0.00,0.00,0.04,1.00,82.10,85.00,3.99,6.33,0.94,96.30,115.50,0.00,1.96,1.66,16.14,11.00,0.00,23.00,0.00
