"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.46,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,8.00,14.48,16.00,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.00,20.00,74.22,3.10,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,94.16,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,5.53,9.70,9.00,0.00,0.00,0.00,1.00,88.77,90.71,1.85,1.12,0.00,94.63,80.80,0.00,2.00,0.00,0.00
2.00,0.00,23.90,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,8.00,14.59,15.50,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.00,19.50,71.58,3.10,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,86.92,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,5.61,9.97,9.00,0.00,0.00,0.00,1.00,85.40,87.78,1.65,1.01,0.00,92.64,70.40,0.00,2.00,0.00,0.00
3.00,0.00,24.08,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,8.00,14.79,14.90,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.00,19.00,68.47,3.10,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,83.97,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,5.66,10.18,9.00,0.00,0.00,0.00,1.00,77.21,85.30,1.48,0.91,0.00,90.19,64.36,0.00,2.00,0.00,0.00
4.00,0.00,23.87,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,8.00,15.29,14.40,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.00,18.50,65.42,3.10,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,76.57,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,5.61,10.25,9.00,0.00,0.00,0.00,1.00,73.87,87.30,1.39,0.84,0.00,87.91,59.40,0.00,2.00,0.00,0.00
5.00,0.00,24.04,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,8.00,15.66,13.80,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.00,17.90,62.40,3.10,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,65.29,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,5.72,10.47,9.00,0.00,0.00,0.00,1.00,59.49,77.44,1.26,0.74,0.00,86.25,51.46,0.00,2.00,0.00,0.00
6.00,0.00,24.04,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,8.00,15.67,13.40,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.00,17.20,59.18,3.10,0.00,19.51,19.32,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,53.89,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,6.33,11.14,9.00,0.00,0.00,0.00,1.00,55.42,72.84,1.02,0.59,0.00,84.41,48.78,0.00,2.00,0.00,0.00
7.00,0.00,24.06,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,8.00,15.35,13.00,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.00,16.30,55.22,3.10,0.00,19.51,19.32,3.90,9.20,0.00,0.60,20.00,19.51,19.51,2.40,46.80,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,6.89,11.72,9.00,0.00,0.00,0.00,1.00,46.85,63.80,0.79,0.46,2.60,82.17,40.91,0.00,2.00,0.00,0.00
8.00,0.00,23.80,0.00,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,1.59,0.56,17.56,0.00,8.00,14.08,13.00,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,0.57,15.40,51.44,3.10,0.00,19.51,19.32,33.30,9.20,0.05,0.60,20.00,19.51,19.51,2.40,38.95,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,7.29,12.04,9.00,0.00,0.00,0.00,1.00,28.45,54.74,0.61,0.39,24.30,79.32,38.22,0.00,2.00,0.07,0.00
9.00,0.82,24.03,0.77,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,5.24,6.28,17.56,0.00,8.00,12.78,13.10,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,6.03,14.40,48.08,3.10,0.00,19.51,19.32,84.70,9.20,1.95,0.60,20.00,19.51,19.51,2.40,33.59,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,7.80,12.41,9.00,0.00,0.00,0.03,1.00,25.29,45.48,0.43,0.32,62.70,74.73,30.28,0.00,2.00,6.07,0.00
10.00,2.68,23.89,2.84,14.00,4.20,8.40,9.70,19.22,0.00,0.00,3.50,0.00,10.03,10.54,17.56,0.00,8.00,11.39,12.50,8.10,10.54,13.95,4.90,19.32,19.32,19.51,19.51,0.00,9.39,14.00,45.54,3.10,0.00,19.51,19.32,116.80,9.20,11.02,0.60,20.00,19.51,19.51,2.40,28.35,12.88,20.49,19.51,8.00,0.00,0.00,17.56,2.40,8.61,12.96,9.00,0.00,0.00,0.06,1.00,18.07,42.49,0.27,0.24,85.50,70.54,22.21,0.00,2.00,22.37,0.00
