"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.00,6.92,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,18.00,13.00,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.94,6.09,0.00,27.13,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,6.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,0.18,0.68,18.00,0.00,0.00,0.00,0.00,19.02,41.58,1.62,0.73,0.00,8.67,5.00,0.00,1.04,0.00,0.00,0.00
2.00,0.00,7.32,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,19.98,14.67,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.75,5.64,0.00,27.09,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,4.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,5.95,10.31,18.00,0.00,0.00,0.00,0.00,19.02,41.58,0.29,0.23,0.00,8.14,4.00,0.00,1.04,0.00,0.00,0.00
3.00,0.00,7.74,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,20.92,13.63,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.57,5.20,0.00,27.08,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,4.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.36,10.86,18.00,0.00,0.00,0.00,0.00,18.44,40.26,0.29,0.22,0.00,8.05,4.00,0.00,1.04,0.00,0.00,0.00
4.00,0.00,8.20,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,21.53,12.99,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.41,4.76,0.00,27.18,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,4.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.79,11.45,18.00,0.00,0.00,0.00,0.00,18.55,39.39,0.36,0.28,0.00,7.95,4.00,0.00,1.04,0.00,0.00,0.00
5.00,0.00,8.37,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,22.26,12.32,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.28,4.38,0.00,27.14,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,4.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.68,11.31,18.00,0.00,0.00,0.00,0.00,18.34,38.31,0.37,0.29,0.00,7.99,4.00,0.00,1.00,0.00,0.00,0.00
6.00,0.00,8.50,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,23.02,11.63,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.19,4.06,0.00,27.15,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,3.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.40,10.92,18.00,0.00,0.00,0.00,0.00,18.02,37.16,0.36,0.29,0.00,8.02,4.00,0.00,1.00,0.00,0.00,0.00
7.00,0.00,8.71,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,23.61,11.72,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.12,3.79,0.00,27.12,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,3.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.26,10.85,18.00,0.00,0.00,0.00,0.00,16.67,36.17,0.35,0.27,0.00,8.01,3.00,0.00,1.00,0.00,0.00,0.00
8.00,0.00,8.45,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,24.14,12.07,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.08,3.57,0.00,27.19,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,4.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.18,10.87,18.00,0.00,0.00,0.00,0.00,14.98,35.22,0.34,0.24,0.00,8.00,4.00,0.00,0.96,0.00,0.00,0.00
9.00,0.00,8.39,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,24.10,12.32,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.05,3.46,0.00,27.24,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,4.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.26,11.04,18.00,0.00,0.00,0.00,0.00,12.72,33.13,0.28,0.21,0.00,8.03,3.00,0.00,0.96,0.00,0.00,0.00
10.00,0.00,8.43,0.00,14.00,4.20,7.60,3.40,4.80,1.51,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,23.88,12.54,0.00,4.70,4.80,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.06,3.46,0.00,27.23,6.30,10.19,0.00,17.86,0.00,0.60,3.00,3.00,4.00,2.40,2.00,6.50,7.50,19.42,2.50,10.60,7.50,6.00,1.20,6.38,11.26,18.00,0.00,0.00,0.00,0.00,10.28,30.65,0.20,0.16,0.00,8.05,2.00,0.00,0.96,0.00,0.00,0.00
