"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,2.46,20.19,3.94,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,3.51,11.16,19.00,0.00,6.80,26.76,75.53,3.60,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,7.21,25.30,70.90,3.00,27.00,19.42,17.48,51.88,17.96,11.34,0.60,20.00,20.00,20.00,2.40,128.00,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,5.21,5.68,18.00,0.00,0.00,0.46,1.00,90.90,99.20,11.00,10.91,43.77,94.60,149.60,0.10,2.00,26.48,101.70,19.42,153.20,11.00
2.00,0.71,19.80,2.39,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.45,5.50,19.00,0.00,6.80,26.73,75.31,3.60,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,1.09,25.20,70.20,3.00,27.00,19.42,17.48,23.95,17.96,2.96,0.60,20.00,20.00,20.00,2.40,126.50,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,5.14,5.63,18.00,0.00,0.00,0.32,1.00,89.00,98.40,10.60,10.59,9.78,94.10,144.00,0.10,2.00,8.76,40.60,19.42,81.60,11.00
3.00,0.12,20.38,1.04,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.34,1.26,19.00,0.00,6.80,26.41,74.04,8.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.07,25.10,69.30,3.00,27.00,19.42,17.48,3.30,17.96,0.31,0.60,20.00,20.00,20.00,2.40,124.40,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,4.63,4.74,18.00,0.00,0.00,0.11,1.00,87.00,97.60,9.90,9.99,2.16,93.50,130.80,0.00,2.00,1.15,6.90,19.42,9.30,11.00
4.00,0.01,20.18,0.18,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,25.98,72.43,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,25.00,68.20,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,121.90,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,3.98,3.57,18.00,0.00,0.00,0.05,1.00,86.00,96.40,9.40,9.30,0.00,92.00,122.50,0.00,2.00,0.05,0.70,19.42,1.10,11.00
5.00,0.00,20.18,0.00,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,25.39,69.70,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,25.20,67.10,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,118.30,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,3.24,2.71,18.00,0.00,0.00,0.00,1.00,85.30,95.00,9.20,8.99,0.00,90.10,114.10,0.00,2.00,0.00,0.00,19.42,0.00,11.00
6.00,0.00,20.40,0.00,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,24.75,66.60,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,25.30,65.40,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,113.90,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,2.48,1.95,18.00,0.00,0.00,0.00,1.00,84.50,94.10,9.20,8.80,0.00,88.10,105.20,0.00,2.00,0.00,0.00,19.42,0.00,11.00
7.00,0.00,20.00,0.00,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,23.74,60.95,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,25.30,63.60,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,107.10,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,2.13,1.49,18.00,0.00,0.00,0.00,1.00,83.70,93.30,9.20,8.60,0.00,85.90,94.80,0.00,2.00,0.00,0.00,19.42,0.00,11.00
8.00,0.00,20.58,0.00,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,22.61,54.46,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,25.30,62.00,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,100.10,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,1.91,1.13,18.00,0.00,0.00,0.00,1.00,82.70,92.80,9.10,8.39,0.00,84.50,80.40,0.00,2.00,0.00,0.00,19.42,0.00,11.00
9.00,0.00,20.19,0.00,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,21.35,49.62,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,25.10,60.40,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,92.10,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,1.74,1.00,18.00,0.00,0.00,0.00,1.00,81.60,92.50,8.70,7.93,0.00,83.40,73.80,0.00,2.00,0.00,0.00,19.42,0.00,11.00
10.00,0.00,20.13,0.00,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,20.05,45.34,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.90,58.60,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,84.80,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,1.60,0.94,18.00,0.00,0.00,0.00,1.00,79.90,91.70,8.30,7.38,0.00,83.10,67.20,0.00,2.00,0.00,0.00,19.42,0.00,11.00
11.00,0.00,20.50,0.00,15.00,2.90,6.90,6.00,12.82,3.35,0.00,3.50,19.00,0.00,0.00,19.00,0.00,6.80,18.81,44.03,8.00,4.00,15.34,4.50,18.93,18.93,19.42,19.42,1.40,0.00,25.00,56.70,3.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,79.90,12.62,21.00,0.00,7.00,10.80,8.24,17.48,1.20,1.34,0.84,18.00,0.00,0.00,0.00,1.00,78.00,90.70,8.20,6.67,0.00,83.10,61.10,0.00,2.00,0.00,0.00,19.42,0.00,11.00
