"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,28.13,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,70.00,6.61,3.63,163.91,112.36,101.94,0.00,35.37,203.81,15.16,1.97,6.88,87.69,0.00,9.98,85.48,3.45,19.77,0.00,149.99,41.06,0.00,0.00,41.01,0.00,197.14,184.23,5.67,74.91,76.30,40.67,40.64,50.96,0.00,30.56,30.55,43.56,43.58,20.62,0.00,203.20
2.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,70.00,6.61,3.63,163.91,112.36,101.94,0.00,35.37,203.81,15.16,1.97,6.88,87.69,0.00,9.98,85.48,3.45,19.77,0.00,212.63,67.50,0.00,67.88,67.33,0.00,197.14,184.23,5.67,74.91,76.30,40.67,40.64,50.96,0.00,30.56,30.55,43.56,43.58,20.62,0.00,203.20
3.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,70.00,6.61,3.63,163.91,112.36,102.62,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,64.27,0.00,64.64,64.10,0.00,197.14,184.23,5.67,74.91,76.30,0.00,52.04,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
4.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,70.99,6.61,3.63,163.91,112.36,108.33,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,49.27,49.02,49.49,49.16,0.00,197.14,184.23,5.67,74.91,76.30,0.00,55.88,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
5.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,110.70,6.61,3.63,163.91,112.36,132.71,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,95.45,3.45,19.77,165.23,164.39,67.50,67.10,67.88,67.33,0.00,197.14,184.23,5.67,74.91,76.30,66.25,66.16,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
6.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,92.96,6.61,3.63,163.91,112.36,132.71,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,93.62,3.45,19.77,157.45,157.75,63.01,62.61,63.37,62.83,0.00,197.14,184.23,5.67,74.91,76.30,66.56,0.00,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
7.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,93.95,6.61,3.63,163.91,112.36,132.71,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,92.31,3.45,19.77,156.70,156.96,61.50,61.11,61.86,61.33,0.00,197.14,184.23,5.67,74.91,76.30,43.35,43.32,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
8.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,93.91,6.61,3.63,163.91,112.36,132.71,0.00,35.37,203.81,30.00,1.97,6.88,87.69,6.39,9.98,90.88,3.45,19.77,155.71,155.92,60.80,60.41,61.15,60.63,0.00,197.14,184.23,5.67,74.91,76.30,42.65,42.62,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
9.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,99.31,6.61,3.63,163.91,112.36,132.71,0.00,35.37,203.81,30.00,1.97,6.88,87.69,6.39,9.98,91.22,3.45,19.77,156.64,156.39,60.93,60.54,61.28,60.76,0.00,197.14,184.23,5.67,74.91,76.30,43.43,43.40,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
10.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,97.16,6.61,3.63,163.91,112.36,132.71,0.00,35.37,203.81,30.00,1.97,6.88,87.69,6.39,9.98,85.49,3.45,19.77,153.40,153.27,58.13,57.77,58.47,57.97,0.00,197.14,184.23,5.67,74.91,76.30,39.87,39.85,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
11.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,83.89,6.61,3.63,163.91,112.36,123.90,0.00,35.37,203.81,30.00,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,148.86,148.88,51.42,51.14,51.67,51.30,0.00,197.14,184.23,5.67,74.91,76.30,62.70,0.00,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
12.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,89.90,6.61,3.63,163.91,112.36,132.70,0.00,35.37,203.81,30.00,1.97,6.88,87.69,6.39,9.98,93.21,3.45,19.77,149.91,149.96,64.29,63.88,64.66,64.11,0.00,197.14,184.23,5.67,74.91,76.30,46.75,46.71,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
13.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,86.90,6.61,3.63,163.91,112.36,132.69,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,88.53,3.45,19.77,145.81,152.00,63.60,63.20,63.97,63.43,0.00,197.14,184.23,5.67,74.91,76.30,46.47,46.43,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
14.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,86.90,6.61,3.63,163.91,112.36,132.71,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,220.39,0.00,65.03,64.62,65.40,0.00,0.00,197.14,184.23,5.67,74.91,76.30,31.93,31.93,50.96,0.00,30.56,30.55,43.56,43.58,110.26,110.22,203.20
15.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,86.90,6.61,3.63,163.91,112.36,101.94,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,220.39,0.00,25.87,25.86,0.00,0.00,0.00,197.14,184.23,5.67,74.91,76.30,46.24,46.20,50.96,0.00,30.56,30.55,43.56,43.58,107.63,107.59,203.20
16.00,48.41,29.95,67.13,635.03,206.59,6.14,7.88,110.37,16.51,3.56,30.11,14.92,86.90,6.61,3.63,163.91,112.36,101.94,0.00,35.37,203.81,15.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,220.05,0.00,20.62,20.62,0.00,0.00,0.00,197.14,184.23,5.67,74.91,76.30,43.84,43.80,50.96,0.00,30.56,30.55,43.56,43.58,44.13,44.13,203.20
