"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,71.05,29.40,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,60.00,5.13,2.82,120.17,69.76,65.00,30.81,12.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.00,90.73,4.43,19.77,144.33,144.33,0.00,67.10,67.88,25.36,184.17,197.14,0.00,2.67,0.00,52.58,46.15,42.95,35.87,30.67,0.00,0.00,0.00,85.00,41.29,110.22,101.60
2.00,64.47,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,72.23,5.13,2.82,120.17,103.21,65.00,24.99,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,178.02,175.86,0.00,67.10,67.88,22.68,184.17,197.14,0.00,2.74,0.00,53.40,43.72,29.84,35.87,30.67,0.00,0.00,0.00,85.00,27.32,110.22,101.60
3.00,58.62,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,68.94,5.13,2.82,120.17,100.91,65.00,30.81,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,172.07,173.85,0.00,67.10,67.88,35.21,184.17,197.14,0.00,2.74,67.01,45.00,34.16,22.33,35.87,30.67,0.00,0.00,0.00,85.00,20.62,110.22,101.60
4.00,63.67,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,79.63,5.13,2.82,120.17,101.87,65.00,30.81,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,178.02,175.57,0.00,67.10,67.88,35.21,184.17,197.14,0.00,2.74,67.01,45.00,40.87,29.54,35.87,30.67,0.00,0.00,0.00,85.00,20.62,110.22,101.60
5.00,74.84,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,124.21,5.13,2.82,120.17,108.83,65.00,30.81,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,187.21,183.20,0.00,67.10,67.88,35.21,184.17,197.14,0.00,2.74,74.71,53.19,46.61,53.80,35.87,30.67,0.00,0.00,0.00,85.00,20.62,110.22,101.60
6.00,75.75,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,126.96,5.13,2.82,120.17,109.23,65.00,30.81,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,183.76,187.76,0.00,67.10,67.88,35.21,184.17,197.14,0.00,2.74,74.91,53.40,47.43,56.65,35.87,30.67,0.00,0.00,0.00,85.00,20.62,110.22,101.60
7.00,73.93,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,117.25,5.13,2.82,120.17,105.11,65.00,30.81,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,179.18,182.24,0.00,67.10,67.88,35.21,184.17,197.14,0.00,2.74,69.15,47.26,45.08,46.50,35.87,30.67,0.00,0.00,0.00,85.00,20.62,110.22,101.60
8.00,78.57,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,125.71,5.13,2.82,120.17,104.59,65.00,30.81,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,183.45,187.39,0.00,67.10,67.88,35.21,184.17,197.14,0.00,2.74,74.91,53.40,50.24,62.70,35.87,30.67,0.00,0.00,0.00,85.00,20.62,110.22,101.60
9.00,78.57,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,111.40,5.13,2.82,120.17,98.59,65.00,23.09,0.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,9.98,95.45,4.43,19.77,180.24,173.78,0.00,67.10,61.17,20.62,184.17,197.14,0.00,2.74,0.00,53.40,47.90,55.42,35.87,30.67,0.00,0.00,0.00,85.00,31.28,110.22,101.60
10.00,71.05,29.95,67.13,635.88,206.86,0.00,6.09,83.44,18.09,0.63,23.30,14.92,98.48,5.13,2.82,120.17,72.35,65.00,30.81,12.00,89.99,17.17,1.97,6.88,65.66,0.00,6.39,0.00,95.45,4.43,19.77,0.00,218.01,0.00,67.10,67.88,22.63,184.17,197.14,0.00,2.00,0.00,52.58,46.15,42.95,35.87,30.67,0.00,0.00,0.00,85.00,38.20,110.22,101.60
