"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.00,20.34,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,21.94,26.70,1.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,28.78,81.04,2.38,27.10,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,88.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.10,14.12,18.90,0.00,0.00,0.00,1.00,72.40,87.54,10.04,8.63,0.00,111.55,97.00,0.00,1.29,0.00,0.00,6.00
2.00,0.00,20.30,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,21.94,26.70,0.30,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,28.43,79.95,2.38,27.20,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,92.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,10.77,14.10,18.90,0.00,0.00,0.00,1.00,72.40,87.54,10.25,8.25,0.00,110.18,104.00,0.00,1.28,0.00,0.00,6.00
3.00,0.00,20.75,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,22.61,23.48,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,28.10,79.21,2.38,27.30,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,94.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,10.79,14.05,18.90,0.00,0.00,0.00,1.00,74.42,87.61,10.20,8.34,0.00,109.47,109.00,0.00,1.27,0.00,0.00,6.00
4.00,0.00,21.41,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,23.30,20.13,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,27.78,78.82,2.38,27.30,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,96.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,10.95,14.09,18.90,0.00,0.00,0.00,1.00,76.98,87.54,10.15,8.61,0.00,108.76,111.00,0.00,1.28,0.00,0.00,6.00
5.00,0.00,21.45,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,24.02,17.96,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,27.52,78.40,2.38,27.40,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,96.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.10,14.32,18.90,0.00,0.00,0.00,1.00,78.55,87.29,9.93,8.47,0.00,108.31,111.00,0.00,1.27,0.00,0.00,6.00
6.00,0.00,21.35,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,24.75,16.19,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,27.32,77.97,2.38,27.40,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,94.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.26,14.62,18.90,0.00,0.00,0.00,1.00,79.80,86.99,9.65,8.19,0.00,107.87,110.00,0.00,1.27,0.00,0.00,6.00
7.00,0.00,21.32,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,24.98,14.37,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,27.14,77.41,2.38,27.30,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,90.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.22,14.67,18.90,0.00,0.00,0.00,1.00,79.41,86.53,9.30,8.07,0.00,107.37,106.00,0.00,1.27,0.00,0.00,6.00
8.00,0.00,21.54,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,25.05,12.52,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,26.98,76.72,2.38,27.30,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,83.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.13,14.65,18.90,0.00,0.00,0.00,1.00,78.48,86.03,8.93,8.00,0.00,106.87,101.00,0.00,1.28,0.00,0.00,6.00
9.00,0.00,21.40,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,7.00,0.00,10.00,25.24,11.87,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,26.85,76.33,2.38,27.30,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,78.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.32,14.84,18.90,0.00,0.00,0.00,1.00,77.04,85.87,8.53,7.69,0.00,106.54,97.00,0.00,1.25,0.00,0.00,6.00
10.00,0.00,21.42,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,4.00,0.00,10.00,25.46,11.61,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,26.75,76.23,2.38,27.30,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,77.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.62,15.09,18.90,0.00,0.00,0.00,1.00,75.43,85.83,8.13,7.29,0.00,106.21,94.00,0.00,1.23,0.00,0.00,6.00
11.00,0.00,21.79,0.00,14.00,4.20,7.70,3.20,6.30,3.10,0.40,3.40,18.00,0.00,0.00,4.00,0.00,10.00,25.38,10.85,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,26.68,76.04,2.38,27.30,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,75.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.78,15.18,18.90,0.00,0.00,0.00,1.00,73.66,85.64,7.39,6.63,0.00,105.50,91.00,0.00,1.24,0.00,0.00,6.00
12.00,0.00,21.56,0.00,14.00,4.20,7.70,3.20,6.30,3.00,0.40,3.40,18.00,0.00,0.00,4.00,0.00,10.00,25.21,9.91,0.00,10.49,15.53,2.20,17.86,12.62,3.50,5.50,2.80,0.00,26.63,75.76,2.38,27.20,8.00,14.85,0.00,17.86,0.00,0.60,4.00,4.80,4.80,1.20,72.00,7.80,6.00,19.42,2.00,10.80,8.10,8.20,2.40,11.90,15.22,18.90,0.00,0.00,0.00,1.00,71.84,85.39,6.55,5.89,0.00,104.80,88.00,0.00,1.24,0.00,0.00,6.00
