"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,66.31,635.03,146.22,7.75,8.13,86.37,18.44,3.47,28.16,0.00,15.46,6.14,0.00,73.76,112.36,81.98,38.07,24.74,171.71,14.58,1.97,6.88,40.30,6.39,9.98,76.80,3.45,17.76,153.13,153.12,67.50,0.00,67.88,67.33,0.00,0.00,0.00,0.00,72.38,71.90,23.20,23.25,0.00,30.67,30.56,30.55,44.69,44.71,75.00,74.97,203.20,11.85,20.25
2.00,48.41,0.00,64.17,635.03,146.22,7.75,8.13,88.41,18.44,3.47,28.16,5.39,15.46,6.14,0.00,73.76,112.36,84.46,38.07,35.37,171.71,14.58,1.97,6.88,40.30,6.39,9.98,85.48,3.45,19.77,154.67,154.66,0.00,0.00,20.62,0.00,0.00,0.00,0.00,0.00,74.91,75.00,66.56,0.00,0.00,30.67,30.56,30.55,44.84,44.86,52.74,52.74,203.20,11.85,20.25
3.00,48.41,0.00,64.23,635.03,146.22,7.75,8.13,90.34,18.44,3.47,28.16,12.26,16.02,6.14,3.37,73.76,112.36,86.80,38.07,35.37,171.71,14.58,1.97,6.88,40.30,6.39,9.98,85.48,3.45,19.77,155.45,155.45,0.00,0.00,20.62,0.00,0.00,0.00,0.00,0.00,0.00,75.00,66.56,0.00,0.00,30.67,30.56,30.55,44.98,45.00,41.54,41.54,203.20,11.85,20.25
4.00,48.41,0.00,63.12,635.03,146.22,7.75,8.13,85.67,18.44,3.47,28.16,12.26,18.73,6.14,3.37,73.76,112.36,81.12,38.07,35.37,171.71,14.58,1.97,6.88,40.30,6.39,9.98,76.52,3.45,17.70,153.21,153.20,0.00,0.00,20.62,0.00,0.00,0.00,152.96,0.00,71.51,66.21,35.54,35.53,0.00,30.67,30.56,30.55,44.82,44.84,34.95,34.95,203.20,11.85,20.25
5.00,48.41,0.00,62.56,635.03,206.59,7.75,8.13,83.48,18.44,3.47,28.16,12.26,47.16,6.14,3.37,73.76,112.36,78.46,38.07,35.37,171.71,14.58,1.97,6.88,40.30,6.39,9.98,72.88,3.45,16.86,151.62,151.62,0.00,0.00,67.88,0.00,70.48,0.00,70.48,0.00,68.90,68.91,41.54,23.34,0.00,30.67,30.56,30.55,44.85,44.87,71.63,71.61,203.20,11.85,20.25
6.00,48.41,0.00,63.15,635.03,206.59,7.75,8.13,85.89,18.44,3.47,28.16,12.26,67.15,6.14,3.37,73.76,112.36,81.39,38.07,35.37,171.71,14.58,1.97,6.88,40.30,6.39,9.98,75.88,3.45,17.55,153.72,153.71,0.00,0.00,67.88,0.00,68.53,74.86,68.53,0.00,74.30,74.38,40.02,21.53,0.00,30.67,30.56,30.55,44.69,44.71,44.14,44.13,203.20,11.85,20.25
7.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,106.02,18.44,3.47,28.16,12.26,67.15,6.14,3.37,73.76,112.36,105.89,38.07,35.37,171.71,14.58,1.97,6.88,40.30,6.39,9.98,82.57,3.45,19.10,174.32,174.26,0.00,0.00,46.97,46.79,99.14,105.19,99.15,0.00,74.91,75.00,45.97,30.29,0.00,30.67,30.56,30.55,44.98,45.00,22.53,22.53,203.20,11.85,20.25
8.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,97.97,18.44,3.47,28.16,12.26,69.53,6.14,3.37,73.76,112.36,96.08,38.07,35.37,171.71,27.66,1.97,6.88,40.30,6.39,9.98,85.48,3.45,19.77,152.40,152.39,20.62,20.62,57.41,56.97,115.57,122.45,115.59,0.00,74.91,76.30,47.63,33.44,0.00,30.67,30.56,30.55,44.84,44.86,55.80,55.79,203.20,11.85,20.25
9.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,60.48,18.44,3.47,28.16,14.70,78.13,6.14,3.37,163.91,112.36,50.47,38.07,24.74,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,0.00,20.62,20.62,58.48,66.53,115.57,122.45,115.59,0.00,74.91,76.30,47.47,43.36,51.45,30.67,30.56,30.55,44.69,44.71,55.80,55.79,203.20,11.85,20.25
10.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,100.41,18.44,3.47,28.16,14.92,81.71,6.14,3.37,163.91,112.36,99.06,38.07,4.36,171.71,27.66,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,0.00,66.88,39.97,67.25,40.03,115.57,122.45,115.59,0.00,74.91,76.30,46.99,43.83,51.45,30.67,30.56,30.55,44.84,44.86,55.80,55.79,203.20,11.85,20.25
