"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,8.91,21.59,0.48,0.00,4.20,8.80,4.30,9.55,2.50,0.00,3.30,0.00,0.10,7.36,9.00,0.00,10.00,4.50,8.90,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,2.08,0.90,3.30,2.19,25.90,15.53,19.11,15.64,17.96,0.00,0.60,6.00,6.00,7.00,1.20,92.01,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,16.70,17.70,18.90,0.00,0.00,0.47,1.00,1.10,1.00,0.40,0.65,15.29,1.90,92.55,0.10,1.50,10.29,105.50,15.00
2.00,4.47,21.64,0.00,0.00,4.20,8.80,4.30,9.55,2.50,0.00,3.30,0.00,0.00,1.76,9.00,0.00,10.00,4.30,9.70,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.14,1.20,3.60,2.19,26.10,15.53,19.11,2.67,17.96,0.00,0.60,6.00,6.00,7.00,1.20,91.09,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,16.40,17.60,18.90,0.00,0.00,0.33,1.00,1.10,1.20,0.38,0.57,2.80,2.80,90.44,0.10,1.50,1.96,25.50,15.00
3.00,0.09,21.40,0.00,0.00,4.20,8.80,4.30,9.55,2.50,0.00,3.30,0.00,0.00,0.03,9.00,0.00,10.00,4.20,14.70,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,1.50,3.90,2.19,26.30,15.53,19.11,0.03,17.96,0.00,0.60,6.00,6.00,7.00,1.20,93.56,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,16.00,17.50,18.90,0.00,0.00,0.11,1.00,1.20,1.90,0.36,0.47,0.03,3.70,86.43,0.00,1.50,0.04,0.00,15.00
4.00,0.00,21.22,0.00,0.00,4.20,8.80,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,4.40,16.90,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,1.90,5.10,2.19,26.50,15.53,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,90.79,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,15.70,17.40,18.90,0.00,0.00,0.05,1.00,1.40,3.70,0.34,0.38,0.00,4.70,78.97,0.00,1.50,0.00,0.00,15.00
5.00,0.00,21.53,0.00,0.00,4.20,8.80,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,4.70,19.20,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,2.50,6.60,2.19,26.70,15.53,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,87.84,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,15.40,17.20,18.90,0.00,0.00,0.00,1.00,1.50,5.80,0.32,0.29,0.00,5.60,77.02,0.00,1.50,0.00,0.00,0.00
6.00,0.00,21.35,0.00,0.00,4.20,8.80,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,5.30,21.20,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,2.30,6.70,2.19,26.80,15.53,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,79.00,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,15.00,17.00,18.90,0.00,0.00,0.00,1.00,3.10,7.60,0.31,0.20,0.00,5.80,67.16,0.00,1.50,0.00,0.00,0.00
7.00,0.00,21.25,0.00,0.00,4.20,8.80,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,6.10,22.00,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,1.80,6.30,2.19,27.00,15.53,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,72.96,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,14.50,16.90,18.90,0.00,0.00,0.00,1.00,5.10,9.20,0.34,0.21,0.00,5.90,61.28,0.00,1.50,0.00,0.00,0.00
8.00,0.00,21.63,0.00,0.00,4.20,8.80,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,6.90,20.40,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,1.80,5.40,2.19,27.00,15.53,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,60.18,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,14.00,16.50,18.90,0.00,0.00,0.00,1.00,5.40,9.20,0.40,0.25,0.00,5.90,51.71,0.00,1.50,0.00,0.00,0.00
9.00,0.00,21.74,0.00,0.00,4.20,8.80,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,7.60,17.80,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,2.00,4.40,2.19,27.10,15.53,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,46.68,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,13.60,16.10,18.90,0.00,0.00,0.00,1.00,5.30,8.50,0.44,0.25,0.00,5.80,47.54,0.00,1.50,0.00,0.00,0.00
10.00,0.00,21.80,0.00,0.00,4.20,8.80,4.30,9.55,2.90,0.00,3.30,0.00,0.00,0.00,9.00,0.00,10.00,8.60,15.00,7.90,11.17,15.53,2.50,17.48,14.08,5.80,7.80,2.80,0.00,2.00,3.60,2.19,27.10,15.53,19.11,0.00,17.96,0.00,0.60,6.00,6.00,7.00,1.20,42.71,10.00,10.00,19.42,6.00,10.70,8.10,11.17,2.40,13.30,15.80,18.90,0.00,0.00,0.00,1.00,6.00,10.80,0.48,0.22,0.00,5.40,39.46,0.00,1.50,0.00,0.00,0.00
