"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,17.74,13.44,18.31,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.14,18.66,17.56,0.00,0.00,14.67,17.80,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.95,7.10,28.00,2.60,26.50,19.51,18.05,134.04,18.05,39.18,0.60,19.51,19.51,19.51,2.40,38.00,11.80,13.66,3.50,10.80,7.49,8.60,2.40,6.45,7.36,18.90,0.00,0.00,0.91,0.00,32.00,16.70,5.80,4.04,111.87,43.70,35.00,0.40,2.00,80.00,250.40,11.00,208.00,23.00
2.00,17.64,13.85,18.17,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.33,18.73,17.56,0.00,0.00,16.11,20.30,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.98,7.50,31.20,2.60,26.40,19.51,18.05,140.64,18.05,38.99,0.60,19.51,19.51,19.51,2.40,48.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,7.95,9.00,18.90,0.00,0.00,0.93,0.00,34.70,18.70,6.40,4.42,111.45,47.40,44.00,0.40,2.00,80.00,250.40,11.00,208.00,23.00
3.00,17.32,13.96,17.65,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.33,18.72,17.56,0.00,0.00,17.78,23.60,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.97,7.90,33.90,2.60,26.20,19.51,18.05,143.70,18.05,38.72,0.60,19.51,19.51,19.51,2.40,60.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,9.39,10.28,18.90,0.00,0.00,0.92,0.00,36.00,20.30,6.90,4.78,111.10,50.90,54.00,0.40,2.00,80.00,250.40,11.00,206.00,23.00
4.00,16.47,14.17,16.54,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.90,18.60,17.56,0.00,0.00,19.53,27.10,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.91,8.40,36.10,2.60,26.00,19.51,18.05,144.28,18.05,38.57,0.60,19.51,19.51,19.51,2.40,74.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,10.81,11.45,18.90,0.00,0.00,0.92,0.00,42.00,26.50,7.40,5.14,111.13,54.90,64.00,0.30,2.00,80.00,250.40,11.00,204.00,23.00
5.00,15.01,14.14,15.28,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.72,18.55,17.56,0.00,0.00,20.47,27.10,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.85,8.90,38.00,2.60,25.90,19.51,18.05,144.19,18.05,38.31,0.60,19.51,19.51,19.51,2.40,88.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,11.51,12.05,18.90,0.00,0.00,0.92,0.00,42.10,26.40,7.70,5.42,111.14,61.90,76.00,0.20,2.00,80.00,250.40,11.00,199.00,23.00
6.00,13.14,15.04,14.10,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.80,18.53,17.56,0.00,0.00,21.14,31.00,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.79,9.30,39.50,2.60,25.90,19.51,18.05,143.78,18.05,37.35,0.60,19.51,19.51,19.51,2.40,101.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,11.97,12.47,18.90,0.00,0.00,0.77,0.00,47.40,31.60,8.00,5.67,110.42,66.20,89.00,0.20,2.00,80.00,250.40,11.00,194.00,23.00
7.00,11.62,15.04,12.51,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,18.19,18.31,17.56,0.00,0.00,21.54,30.50,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.47,9.20,43.60,2.60,25.70,19.51,18.05,143.19,18.05,36.09,0.60,19.51,19.51,19.51,2.40,110.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,12.36,12.94,18.90,0.00,0.00,0.75,0.00,48.70,32.60,8.10,5.74,108.75,69.60,100.00,0.10,2.00,79.96,250.40,11.00,185.00,23.00
8.00,10.35,14.50,10.57,14.00,1.45,7.30,5.80,6.30,1.60,0.40,3.30,20.00,17.19,18.00,17.56,0.00,0.00,21.85,30.20,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,15.00,9.20,47.40,2.60,25.70,19.51,18.05,142.21,18.05,34.16,0.60,19.51,19.51,19.51,2.40,117.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,12.73,13.42,18.90,0.00,0.00,0.70,0.00,49.60,33.80,8.10,5.75,105.82,69.50,108.00,0.10,2.00,79.56,250.40,11.00,176.00,23.00
9.00,8.41,13.79,8.95,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,16.09,17.36,17.56,0.00,0.00,21.44,35.00,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,14.17,9.40,48.00,2.60,25.90,19.51,18.05,139.38,18.05,32.03,0.60,19.51,19.51,19.51,2.40,121.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,12.85,13.70,18.90,0.00,0.00,0.59,0.00,54.60,35.40,7.90,5.73,100.55,75.10,113.00,0.10,2.00,77.25,241.21,11.00,143.00,23.00
10.00,5.55,13.42,6.16,14.00,1.45,7.30,5.80,6.30,2.10,0.40,3.30,20.00,13.76,16.15,17.56,0.00,0.00,20.78,34.90,8.10,0.00,4.80,2.50,17.95,14.24,13.66,17.56,1.40,12.91,9.60,48.30,2.60,25.90,19.51,18.05,120.96,18.05,28.14,0.60,19.51,19.51,19.51,2.40,123.00,11.80,13.66,3.50,10.80,7.49,8.40,2.40,12.88,13.93,18.90,0.00,0.00,0.43,0.00,59.40,41.80,7.80,5.70,91.87,74.80,118.00,0.10,2.00,67.76,220.85,11.00,109.00,23.00
