"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.46,23.97,1.28,14.00,4.20,7.10,12.24,19.14,3.10,0.00,3.40,12.00,9.53,12.62,17.49,0.00,6.40,4.14,28.74,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,8.82,24.27,79.60,3.06,26.00,10.00,18.17,7.40,17.88,13.77,0.60,19.44,19.44,19.44,1.20,112.18,12.83,19.44,8.20,0.00,7.59,10.00,2.40,0.18,0.68,19.00,0.34,2.00,78.62,97.62,5.93,10.74,45.70,103.86,137.84,0.10,2.00,43.10,162.84,11.00,134.34,19.00,0.16,12.89,92.00
2.00,0.01,23.78,0.12,14.00,4.20,7.10,12.24,19.14,1.60,0.00,3.40,12.00,0.73,7.57,17.49,0.00,6.40,3.26,27.23,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,3.60,24.14,79.69,3.06,26.00,10.00,18.17,3.20,17.88,5.67,0.60,19.44,19.44,19.44,1.20,113.73,12.83,19.44,8.20,0.00,7.59,10.00,2.40,0.18,0.68,19.00,0.24,2.00,72.33,96.86,5.56,10.51,18.40,104.10,136.62,0.10,2.00,16.42,69.07,11.00,57.60,19.00,0.11,6.38,60.00
3.00,0.00,23.85,0.00,14.00,4.20,7.10,12.24,19.14,1.60,0.00,3.40,12.00,0.00,2.86,17.49,0.00,6.40,2.33,25.64,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.89,24.09,79.72,3.06,26.00,10.00,18.17,0.60,17.88,1.56,0.60,19.44,19.44,19.44,1.20,114.44,12.83,19.44,8.20,0.00,7.59,10.00,2.40,0.18,0.68,19.00,0.08,2.00,79.47,96.51,5.05,9.80,4.80,104.20,136.07,0.00,2.00,5.14,18.70,11.00,11.84,19.00,0.07,3.19,26.00
4.00,0.00,23.90,0.00,14.00,4.20,7.10,12.24,19.14,1.60,0.00,3.40,12.00,0.00,0.56,17.49,0.00,6.40,2.00,24.37,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.12,23.99,78.68,3.06,26.00,10.00,18.17,0.00,17.88,0.26,0.60,19.44,19.44,19.44,1.20,110.61,12.83,19.44,8.20,0.00,7.59,0.00,2.40,0.18,0.68,19.00,0.04,2.00,79.47,96.03,4.48,8.77,0.90,103.62,120.26,0.00,2.00,1.27,3.86,11.00,1.42,19.00,0.03,0.00,2.00
5.00,0.00,23.92,0.00,14.00,4.20,7.10,12.24,19.14,1.60,0.00,3.40,12.00,0.00,0.00,17.49,0.00,6.40,0.98,24.75,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.00,24.25,77.26,3.06,26.00,10.00,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,105.48,12.83,19.44,8.20,0.00,7.59,0.00,2.40,0.18,0.68,19.00,0.00,2.00,74.81,95.58,3.83,7.56,0.00,103.33,101.84,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00,0.00
6.00,0.00,23.85,0.00,14.00,4.20,7.10,12.24,19.14,1.60,0.00,3.40,12.00,0.00,0.00,17.49,0.00,6.40,0.63,26.03,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.00,24.06,75.69,3.06,26.00,10.00,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,95.94,12.83,19.44,8.20,0.00,7.59,0.00,2.40,0.18,0.68,19.00,0.00,2.00,70.06,94.02,3.13,6.24,0.00,102.50,96.73,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00,0.00
7.00,0.00,23.83,0.00,14.00,4.20,7.10,12.24,19.14,1.60,0.00,3.40,12.00,0.00,0.00,17.49,0.00,6.40,0.40,24.43,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.00,23.20,72.54,3.06,26.00,10.00,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,80.45,12.83,19.44,8.20,0.00,7.59,0.00,2.40,0.18,0.68,19.00,0.00,2.00,62.96,93.19,2.65,5.22,0.00,100.07,79.94,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00,0.00
8.00,0.00,23.83,0.00,14.00,4.20,7.10,12.24,19.14,1.60,0.00,3.40,12.00,0.00,0.00,17.49,0.00,6.40,0.26,21.14,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.00,21.66,68.43,3.06,26.00,10.00,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,63.97,12.83,19.44,8.20,0.00,7.59,0.00,2.40,0.18,0.68,19.00,0.00,2.00,60.25,91.73,2.34,4.33,0.00,95.06,61.68,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00,0.00
9.00,0.00,23.95,0.00,14.00,4.20,7.10,12.24,19.14,1.50,0.00,3.40,12.00,0.00,0.00,17.49,0.00,6.40,0.15,17.52,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.00,19.63,63.29,3.06,26.00,10.00,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,49.12,12.83,19.44,8.20,0.00,7.59,0.00,2.40,0.18,0.68,19.00,0.00,2.00,57.57,89.60,2.11,3.64,0.00,89.26,46.33,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00,0.00
10.00,0.00,23.82,0.00,14.00,4.20,7.10,12.24,19.14,1.50,0.00,3.40,12.00,0.00,0.00,17.49,0.00,6.40,0.13,13.95,8.00,10.00,13.12,5.00,19.24,19.24,19.44,19.44,2.80,0.00,17.13,56.63,3.06,26.00,10.00,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,38.77,12.83,19.44,8.20,0.00,7.59,0.00,2.40,0.00,0.18,19.00,0.00,2.00,54.84,87.67,1.93,3.13,0.00,81.57,35.15,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00,0.00
