"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,18.12,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,17.31,28.73,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,21.50,60.08,1.90,27.80,3.30,11.24,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,54.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,11.07,12.22,9.45,0.00,0.39,56.95,71.76,8.51,2.95,0.00,79.09,69.00,0.00,1.74,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,18.45,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,17.22,27.88,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,20.02,58.95,1.90,27.90,3.30,11.22,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,50.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,11.02,12.06,9.45,0.00,0.39,52.67,66.58,7.41,2.57,0.00,72.16,67.00,0.00,1.71,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,18.41,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,16.56,26.32,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,18.67,54.75,1.90,28.00,3.30,11.21,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,46.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,10.71,11.93,9.45,0.00,0.39,51.93,66.34,7.38,2.89,0.00,69.36,64.00,0.00,1.66,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,18.65,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,16.64,25.26,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,18.14,51.29,1.90,27.90,3.30,11.21,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,43.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,10.51,11.91,9.45,0.00,0.39,48.22,65.19,7.40,2.82,0.00,68.40,60.00,0.00,1.64,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,18.81,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,17.10,25.26,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,17.12,48.68,1.90,27.90,3.30,11.20,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,40.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,10.00,11.69,9.45,0.00,0.39,48.54,65.50,8.01,3.09,0.00,66.61,57.00,0.00,1.60,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,18.69,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,17.20,25.18,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,16.86,46.51,1.90,28.00,3.30,11.18,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,38.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,9.85,11.62,9.45,0.00,0.39,48.13,63.95,7.52,3.02,0.00,63.27,54.00,0.00,1.58,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,18.83,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,16.70,21.29,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,16.03,43.53,1.90,28.00,3.30,11.17,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,35.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,9.93,11.63,9.45,0.00,0.38,46.54,61.48,7.46,3.29,0.00,62.16,52.00,0.00,1.55,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,18.93,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,16.18,20.87,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,15.12,40.79,1.90,28.00,3.30,11.18,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,33.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,9.72,11.64,9.45,0.00,0.38,45.92,60.70,7.14,3.25,0.00,59.83,50.00,0.00,1.54,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,19.11,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,16.73,18.35,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,15.07,40.01,1.90,28.10,3.30,11.18,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,32.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,10.00,11.92,9.45,0.00,0.38,45.00,61.19,6.99,3.29,0.00,59.91,48.00,0.10,1.51,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,19.17,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,17.07,17.03,8.00,3.15,7.00,5.00,18.74,9.70,2.50,4.00,2.80,0.00,14.82,39.59,1.90,28.20,3.30,11.17,0.00,13.53,0.00,0.60,2.80,3.40,3.50,2.30,31.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,10.06,11.92,9.45,0.00,0.38,45.32,61.32,6.85,3.30,0.00,60.41,47.00,0.20,1.48,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
