"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,5.60,25.80,0.00,10.69,15.55,0.00,18.46,18.46,7.00,10.69,0.00,0.00,26.25,65.45,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,103.78,9.00,10.00,3.50,10.80,0.00,9.00,2.05,9.58,8.00,19.00,0.00,1.29,50.83,81.19,3.00,2.88,0.00,113.32,70.80,0.00,2.00,0.00,0.00,11.20,0.00,16.60,0.00,0.00,0.00
2.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,6.10,25.13,0.00,10.69,15.55,0.00,18.46,18.46,7.00,10.69,0.00,0.00,25.32,65.24,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,90.10,9.00,10.00,3.50,10.80,0.00,9.00,2.05,10.09,8.55,19.00,0.00,1.29,55.84,76.00,3.30,2.72,0.00,108.41,64.79,0.00,2.00,0.00,0.00,11.21,0.00,16.60,0.00,0.00,0.00
3.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,6.80,24.26,0.00,10.69,15.55,0.00,18.46,18.46,7.00,10.69,0.00,0.00,24.05,64.94,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,71.37,9.00,10.00,3.50,10.80,0.00,9.00,2.05,9.67,9.19,19.00,0.00,1.29,62.70,68.89,3.60,2.51,0.00,101.67,56.56,0.00,2.00,0.00,0.00,11.21,0.00,16.60,0.00,0.00,0.00
4.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,7.40,23.33,0.00,10.69,15.55,1.15,18.46,18.46,7.00,10.69,0.00,0.00,22.67,64.61,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,50.96,9.00,10.00,3.50,10.80,0.00,9.00,2.05,9.26,9.84,19.00,0.00,1.29,70.17,61.14,3.90,2.28,0.00,94.32,47.59,0.00,2.00,0.00,0.00,11.21,0.00,16.60,0.00,0.00,0.00
5.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,8.10,22.46,0.00,10.69,15.55,1.33,18.46,18.46,7.00,10.69,0.00,0.00,21.39,64.31,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,32.23,9.00,10.00,3.50,10.80,0.00,9.00,2.05,11.28,10.32,19.00,0.00,1.29,77.03,54.03,4.20,2.06,0.00,87.59,39.36,0.00,2.04,0.00,0.00,11.19,0.00,16.60,0.00,0.00,0.00
6.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,8.70,21.79,0.00,10.69,15.55,2.48,18.46,18.46,7.00,10.69,0.00,0.00,20.47,64.11,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,18.55,9.00,10.00,3.50,10.80,0.00,9.00,2.05,13.30,10.78,19.00,0.00,1.29,82.04,48.83,4.50,1.91,0.00,82.67,33.35,0.00,2.00,0.00,0.00,11.19,0.00,16.60,0.00,0.00,0.00
7.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,9.10,20.56,0.00,10.69,15.55,2.45,18.46,18.46,7.00,10.69,0.00,0.00,20.61,64.71,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,17.74,9.00,10.00,3.50,10.80,0.00,9.00,2.05,13.36,11.01,19.00,0.00,1.28,82.40,49.15,4.50,1.95,0.00,82.74,34.01,0.00,2.00,0.00,0.00,11.19,0.00,16.60,0.00,0.00,0.00
8.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,9.60,17.85,0.00,10.69,15.55,2.41,18.46,18.46,7.00,10.69,0.00,0.00,20.92,66.04,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,15.96,9.00,10.00,3.50,10.80,0.00,9.00,2.00,13.42,11.22,19.00,0.00,1.28,83.19,49.85,4.80,2.06,0.00,82.90,35.47,0.00,2.00,0.00,0.00,11.20,0.00,16.60,0.00,0.00,0.00
9.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.10,0.00,3.30,0.00,0.00,0.00,8.00,8.00,9.70,15.14,0.00,10.69,15.55,2.53,18.46,18.46,7.00,10.69,0.00,0.00,21.23,67.37,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,14.17,9.00,10.00,3.50,10.80,0.00,9.00,2.00,13.51,11.52,19.00,0.00,1.28,83.99,50.55,4.80,2.16,0.00,83.06,36.93,0.00,1.96,0.00,0.00,11.20,0.00,16.60,0.00,0.00,0.00
10.00,0.00,0.00,0.00,19.00,0.00,4.00,4.30,11.00,3.20,0.00,3.30,0.00,0.00,0.00,8.00,8.00,9.80,13.91,0.00,10.69,15.55,2.57,18.46,18.46,7.00,10.69,0.00,0.00,21.38,67.97,2.90,28.12,0.00,18.46,0.00,7.50,0.00,0.60,7.00,8.00,8.00,0.00,13.36,9.00,10.00,3.50,10.80,0.00,9.00,2.00,13.60,11.83,19.00,0.00,1.28,88.79,50.86,4.50,2.21,0.00,83.13,37.59,0.00,1.96,0.00,0.00,11.20,0.00,16.60,0.00,0.00,0.00
