"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.45,23.25,0.77,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,1.80,1.64,17.49,0.00,9.00,1.38,0.80,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,1.77,2.63,0.00,3.40,27.00,19.44,18.17,5.70,17.88,5.61,0.00,19.44,19.44,19.44,1.20,3.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.82,0.73,18.90,0.02,1.00,0.00,0.00,0.00,0.01,12.40,0.00,3.00,0.00,2.00,12.00,33.00,5.00,22.10,22.00,0.01,5.17
2.00,1.76,23.76,1.94,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,4.30,3.31,17.49,0.00,9.00,1.57,1.00,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,3.48,2.59,0.00,3.40,27.00,19.44,18.17,2.40,17.88,10.08,0.00,19.44,19.44,19.44,1.20,2.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.82,0.69,18.90,0.04,1.00,0.00,0.00,0.00,0.02,24.70,0.00,2.00,0.00,2.00,23.90,10.50,5.00,45.50,22.00,0.04,10.66
3.00,3.71,23.76,3.37,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,8.66,5.07,17.49,0.00,9.00,1.83,0.90,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,5.04,2.48,0.00,3.40,27.00,19.44,18.17,9.30,17.88,14.37,0.00,19.44,19.44,19.44,1.20,2.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.75,0.64,18.90,0.05,1.00,0.00,0.00,0.01,0.07,15.70,0.00,2.00,0.00,2.00,7.90,12.30,5.00,18.00,22.00,0.07,16.15
4.00,5.80,23.76,4.96,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,11.58,6.53,17.49,0.00,9.00,2.11,0.90,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,6.24,2.31,0.00,3.40,27.00,19.44,18.17,39.50,17.88,18.81,0.00,19.44,19.44,19.44,1.20,2.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.66,0.58,18.90,0.08,1.00,0.00,0.00,0.03,0.14,23.70,0.00,2.00,0.00,2.00,5.40,42.50,5.00,22.50,22.00,0.12,22.78
5.00,7.97,23.73,6.83,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,13.14,7.75,17.49,0.00,9.00,2.54,1.30,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,7.49,2.15,0.00,3.40,27.00,19.44,18.17,51.50,17.88,23.82,0.00,19.44,19.44,19.44,1.20,2.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.60,0.49,18.90,0.37,1.00,0.00,0.00,0.07,0.13,46.60,0.00,2.00,0.10,2.00,12.10,55.30,0.00,33.50,22.00,0.16,29.41
6.00,9.79,23.74,8.73,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,13.84,9.10,17.49,0.00,9.00,3.02,1.90,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,8.88,2.00,0.00,3.40,27.00,19.44,18.17,71.10,17.88,27.55,0.00,19.44,19.44,19.44,1.20,2.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.54,0.39,18.90,0.50,1.00,0.00,0.00,0.11,0.09,57.00,0.00,2.00,0.20,2.00,17.80,75.90,0.00,59.80,22.00,0.20,35.01
7.00,11.36,23.65,10.60,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,14.42,10.49,17.49,0.00,9.00,3.22,3.60,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,10.10,2.00,0.00,3.40,27.00,19.44,18.17,81.60,17.88,30.69,0.00,19.44,19.44,19.44,1.20,2.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.69,0.44,18.90,0.62,1.00,0.00,0.00,0.18,0.30,65.50,0.00,2.00,0.20,2.00,28.40,108.20,0.00,90.40,22.00,0.24,40.61
8.00,13.04,23.61,12.06,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,15.24,11.46,17.49,0.00,9.00,3.32,5.50,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,10.98,2.14,0.00,3.40,27.00,19.44,18.17,91.70,17.88,32.16,0.00,19.44,19.44,19.44,1.20,3.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,0.92,0.54,18.90,0.70,1.00,0.00,0.00,0.25,0.58,75.20,0.00,3.00,0.30,2.00,42.70,138.30,0.00,115.30,22.00,0.26,41.98
9.00,14.63,23.38,13.30,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,15.96,12.44,17.49,0.00,9.00,3.54,8.30,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,11.64,2.40,0.00,3.40,27.00,19.44,18.17,97.70,17.88,33.02,0.00,19.44,19.44,19.44,1.20,5.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,1.16,0.75,18.90,0.76,1.00,0.00,0.00,0.38,0.96,80.10,0.00,5.00,0.30,2.00,49.20,162.60,0.00,131.00,22.00,0.28,43.35
10.00,15.88,23.83,13.92,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,16.01,13.78,17.49,0.00,9.00,3.80,10.50,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,11.45,2.76,0.00,3.40,27.00,19.44,18.17,91.80,17.88,32.92,0.00,19.44,19.44,19.44,1.20,8.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,1.41,0.99,18.90,0.78,1.00,7.00,10.00,0.53,1.37,81.10,5.00,8.00,0.30,2.00,50.70,184.60,0.00,128.80,22.00,0.30,41.50
11.00,16.69,23.85,14.06,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,15.51,14.79,17.49,0.00,9.00,4.67,10.70,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,10.50,3.17,0.00,3.40,27.00,19.44,18.17,84.40,17.88,31.18,0.00,19.44,19.44,19.44,1.20,12.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,1.73,1.43,18.90,0.77,1.00,7.00,11.00,0.54,1.19,71.60,8.00,12.00,0.40,2.00,56.80,195.50,0.00,135.50,22.00,0.32,39.64
12.00,17.00,23.83,14.14,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,14.62,14.92,17.49,0.00,9.00,5.74,11.20,8.00,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,9.94,3.63,5.00,3.40,27.00,19.44,18.17,72.00,17.88,27.57,0.00,19.44,19.44,19.44,1.20,15.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,2.07,1.93,18.90,0.78,1.00,8.00,12.00,0.51,0.81,70.00,10.00,15.00,0.40,2.00,65.20,177.30,0.00,147.50,22.00,0.32,28.23
13.00,16.81,23.88,13.77,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,13.99,14.63,17.49,0.00,9.00,6.58,12.30,8.00,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,9.50,3.78,10.00,3.40,27.00,19.44,18.17,78.20,17.88,23.71,0.60,19.44,19.44,19.44,1.20,18.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,3.16,2.91,18.90,0.77,1.00,9.83,13.43,0.60,0.91,69.60,10.40,18.00,0.40,2.00,66.40,185.20,0.00,152.70,22.00,0.33,16.83
14.00,16.20,23.71,12.77,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,13.60,14.24,17.49,0.00,9.00,7.35,13.50,8.00,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,9.06,3.64,12.00,3.40,27.00,19.44,18.17,75.10,17.88,20.00,0.60,19.44,19.44,19.44,1.20,20.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,4.50,4.04,18.90,0.77,1.00,8.99,12.26,0.74,1.18,65.50,9.50,20.00,0.40,2.00,71.40,183.50,0.00,142.60,22.00,0.31,17.07
