"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,13.27,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.60,24.75,15.38,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.00,9.64,24.72,2.45,27.52,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.50,1.20,3.69,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,7.61,12.36,18.00,0.00,0.00,0.00,0.00,13.39,34.56,2.37,1.53,0.00,37.86,4.25,0.00,1.08,0.00,0.00,0.00,6.50
2.00,0.00,13.25,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.60,25.14,15.35,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.00,9.16,23.66,2.45,27.50,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.50,1.20,2.96,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,7.61,12.47,18.00,0.00,0.00,0.00,0.00,13.61,33.94,2.38,1.47,0.00,36.45,4.26,0.00,1.08,0.00,0.00,0.00,6.50
3.00,0.00,13.37,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.60,25.41,15.24,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.00,8.76,23.25,2.45,27.54,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.50,1.20,2.64,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,7.68,12.61,18.00,0.00,0.00,0.00,0.00,14.45,35.44,2.33,1.42,0.00,35.10,5.04,0.00,1.08,0.00,0.00,0.00,6.50
4.00,0.00,13.57,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.60,25.32,14.92,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.00,8.50,22.97,2.45,27.53,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.50,1.20,2.06,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,7.95,12.85,18.00,0.00,0.00,0.00,0.00,13.68,37.79,2.09,1.35,0.00,34.19,6.07,0.00,1.08,0.00,0.00,0.00,6.50
5.00,0.00,13.71,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.60,25.23,14.72,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.00,8.36,22.83,2.45,27.52,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.50,1.20,3.34,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,8.23,13.04,18.00,0.00,0.00,0.00,0.00,20.37,37.08,1.89,1.30,0.00,35.44,7.44,0.00,1.04,0.00,0.00,0.00,6.50
6.00,0.00,13.76,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.60,25.12,14.86,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,0.00,8.29,22.56,2.45,27.52,5.00,10.68,0.00,16.50,0.00,0.60,2.90,3.40,3.50,1.20,4.56,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,8.57,13.12,18.00,0.00,0.00,0.00,0.00,19.74,41.49,1.81,1.29,0.00,37.06,9.79,0.00,1.08,0.00,0.00,0.00,6.50
7.00,2.94,13.43,0.00,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,0.58,0.62,4.00,0.00,7.60,24.96,14.90,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,1.19,8.28,22.17,2.45,27.53,5.00,10.68,14.50,16.50,2.05,0.60,2.90,3.40,3.50,1.20,5.03,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,9.01,13.24,18.00,0.00,0.00,0.04,0.00,19.67,41.27,1.74,1.26,8.12,37.47,10.72,0.00,1.04,4.07,20.43,0.00,6.50
8.00,8.06,13.44,0.79,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,1.14,3.81,4.00,0.00,7.60,24.64,14.65,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,7.90,8.17,21.74,2.45,27.54,5.00,10.68,59.67,16.50,11.30,0.60,2.90,3.40,3.50,1.20,5.77,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,9.72,13.47,18.00,0.00,0.00,0.07,0.00,22.27,42.77,1.71,1.21,43.38,38.57,12.62,0.00,1.04,23.98,77.40,0.00,6.50
9.00,10.55,13.76,3.95,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,2.07,10.16,4.00,0.00,7.60,24.01,14.54,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,11.34,7.96,21.27,2.45,27.55,5.00,10.68,103.76,16.50,21.55,0.60,2.90,3.40,3.50,1.20,5.91,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,10.10,13.48,18.00,0.00,0.00,0.08,0.00,24.08,44.16,1.64,1.17,74.64,41.56,12.46,0.00,1.04,48.93,140.72,0.00,6.50
10.00,11.77,13.81,7.06,14.00,4.20,5.00,2.60,4.00,1.83,0.40,3.50,17.00,4.72,15.07,4.00,0.00,7.60,22.47,14.85,0.00,5.00,5.00,2.50,17.96,10.00,3.00,4.50,2.80,12.38,7.87,21.14,2.45,27.51,5.00,10.68,122.18,16.50,28.75,0.60,2.90,3.40,3.50,1.20,6.59,7.50,6.50,19.42,2.00,10.60,7.64,5.40,1.20,9.49,12.81,18.00,0.00,0.00,0.12,0.00,25.31,43.53,1.46,1.20,86.87,44.05,14.09,0.00,1.00,62.40,206.18,0.00,6.50
