"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.50,18.65,0.00,0.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.13,3.10,0.00,7.20,17.50,67.20,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.00,24.07,67.90,2.45,27.00,3.80,11.00,0.16,19.00,0.00,0.60,4.00,4.50,4.50,1.20,125.18,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,12.78,14.93,18.00,0.00,0.00,0.12,1.00,108.53,116.21,11.17,9.75,0.07,93.20,130.19,0.00,1.32,0.39,0.41,5.00,0.00,11.00
2.00,0.00,18.45,0.00,0.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,16.90,66.30,0.00,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,24.45,68.40,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,122.27,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,12.08,14.22,18.00,0.00,0.00,0.06,1.00,107.80,117.87,10.94,9.48,0.00,95.60,119.35,0.00,1.36,0.00,0.00,5.00,0.00,11.00
3.00,0.00,18.18,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,16.10,64.20,4.60,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,24.69,68.20,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,117.38,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,11.37,13.26,18.00,0.00,0.00,0.00,1.00,108.77,119.02,10.60,9.19,0.00,96.90,108.60,0.00,1.40,0.00,0.00,5.00,0.00,11.00
4.00,0.00,18.75,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,15.30,61.60,7.30,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,24.42,66.50,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,108.92,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,10.67,12.22,18.00,0.00,0.00,0.00,1.00,107.06,119.03,10.22,8.88,0.00,96.50,96.87,0.00,1.44,0.00,0.00,5.00,0.00,11.00
5.00,0.00,18.79,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,14.40,56.90,7.40,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,22.63,60.20,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,99.16,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,10.30,11.65,18.00,0.00,0.00,0.00,1.00,103.85,118.40,9.44,8.23,0.00,91.30,88.69,0.00,1.44,0.00,0.00,5.00,0.00,11.00
6.00,0.00,19.26,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,13.40,51.50,7.40,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,20.80,53.80,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,89.88,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,10.05,11.23,18.00,0.00,0.00,0.00,1.00,98.42,115.45,8.53,7.45,0.00,85.90,80.37,0.00,1.44,0.00,0.00,5.00,0.00,11.00
7.00,0.00,19.84,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,12.70,44.90,7.40,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,18.87,47.50,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,80.73,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,9.47,10.72,18.00,0.00,0.00,0.00,1.00,94.28,111.35,7.24,6.49,0.00,79.80,73.24,0.00,1.40,0.00,0.00,5.00,0.00,11.00
8.00,0.00,20.58,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,12.10,37.90,7.50,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,17.21,42.20,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,65.65,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,8.78,10.17,18.00,0.00,0.00,0.00,1.00,88.10,107.27,5.82,5.46,0.00,75.00,58.04,0.00,1.40,0.00,0.00,5.00,0.00,11.00
9.00,0.00,20.71,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,11.80,32.70,6.90,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,16.39,40.20,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,50.26,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,8.38,9.88,18.00,0.00,0.00,0.00,1.00,80.34,103.26,5.10,4.62,0.00,74.30,45.16,0.00,1.40,0.00,0.00,5.00,0.00,11.00
10.00,0.00,20.51,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,11.50,28.00,5.60,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,15.89,39.00,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,39.87,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,8.08,9.68,18.00,0.00,0.00,0.00,1.00,79.55,103.38,4.61,3.84,0.00,74.40,35.66,0.00,1.40,0.00,0.00,5.00,0.00,11.00
11.00,0.00,20.20,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,11.60,24.30,2.50,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,16.39,40.30,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,36.83,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,7.75,9.72,18.00,0.00,0.00,0.00,1.00,81.72,105.88,5.09,3.84,0.00,77.40,34.91,0.00,1.36,0.00,0.00,5.00,0.00,11.00
12.00,0.00,20.55,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,11.80,20.90,0.00,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,17.06,41.90,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,38.14,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,7.40,9.83,18.00,0.00,0.00,0.00,1.00,83.40,109.33,5.89,4.10,0.00,79.80,38.03,0.00,1.40,0.00,0.00,5.00,0.00,11.00
13.00,0.00,20.36,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,12.10,18.60,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.00,18.24,44.40,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,39.71,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,7.14,9.39,18.00,0.00,0.00,0.00,1.00,84.07,112.86,6.52,4.71,0.00,81.00,41.17,0.00,1.36,0.00,0.00,5.00,0.00,11.00
14.00,0.00,20.22,0.00,0.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,12.40,16.60,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.00,19.52,47.30,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,51.39,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,6.91,8.76,18.00,0.00,0.00,0.00,1.00,90.49,115.78,7.08,5.44,0.00,82.20,52.12,0.00,1.32,0.00,0.00,5.00,0.00,11.00
